# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
0.000000000000000000e+00 -1.000000000000000000e+00 -5.783521776616349364e-01 2.025024219746323489e-02 4.050048439492646979e-02 1.423033457001740276e-01 2.846066914003480552e-01 2.065377193277690218e-02 4.130754386555380436e-02 1.437142022653881690e-01 2.874284045307763380e-01 4.090401413024014055e-02 8.180802826048028109e-02 2.022474082163727982e-01 4.044948164327455964e-01
0.000000000000000000e+00 -9.859719438877755371e-01 -5.670051635960184910e-01 2.005857692835912379e-02 4.011715385671824757e-02 1.416283055337425323e-01 2.832566110674850646e-01 2.073551597221612655e-02 4.147103194443225310e-02 1.439983193381649262e-01 2.879966386763298525e-01 4.079409290057525034e-02 8.158818580115050068e-02 2.019754759879903161e-01 4.039509519759806322e-01
0.000000000000000000e+00 -9.719438877755510742e-01 -5.555904717511443991e-01 1.986744025262126775e-02 3.973488050524253551e-02 1.409519075877345706e-01 2.819038151754691413e-01 2.078987777906481788e-02 4.157975555812963575e-02 1.441869542610038635e-01 2.883739085220077270e-01 4.065731803168608216e-02 8.131463606337216432e-02 2.016365989389973801e-01 4.032731978779947601e-01
0.000000000000000000e+00 -9.579158316633266113e-01 -5.441084293369309322e-01 1.967683935760414921e-02 3.935367871520829841e-02 1.402741578395826638e-01 2.805483156791653276e-01 2.092161555076619411e-02 4.184323110153238823e-02 1.446430625739312525e-01 2.892861251478625051e-01 4.059845490837034332e-02 8.119690981674068664e-02 2.014905826791176524e-01 4.029811653582353048e-01
9.830895332428560840e-01 -9.438877755511021483e-01 -5.325593673800037564e-01 1.948678138378657707e-02 3.897356276757315413e-02 1.395950621755174259e-01 2.791901243510348518e-01 2.097372394384869332e-02 4.194744788769738664e-02 1.448230780775242865e-01 2.896461561550485730e-01 4.046050532763527385e-02 8.092101065527054771e-02 2.011479687385266113e-01 4.022959374770532226e-01
2.203747184671945192e+00 -9.298597194388777964e-01 -5.209436207107192018e-01 1.929727342429056816e-02 3.859454684858113632e-02 1.389146263871827436e-01 2.778292527743654872e-01 2.112518464262140225e-02 4.225036928524280450e-02 1.453450537260260744e-01 2.906901074520521489e-01 4.042245806691197041e-02 8.084491613382394082e-02 2.010533711901194842e-01 4.021067423802389684e-01
2.116520019320253798e+00 -9.158316633266533335e-01 -5.092615279501635506e-01 1.910832252440058249e-02 3.821664504880116497e-02 1.382328561681360202e-01 2.764657123362720403e-01 2.119399944389974838e-02 4.238799888779949676e-02 1.455815903330491545e-01 2.911631806660983091e-01 4.030232196830033087e-02 8.060464393660066174e-02 2.007543821895311220e-01 4.015087643790622440e-01
0.000000000000000000e+00 -9.018036072144288706e-01 -4.975134314967522009e-01 1.891993568109111984e-02 3.783987136218223968e-02 1.375497571102585470e-01 2.750995142205170940e-01 2.133814182590317368e-02 4.267628365180634736e-02 1.460758084896440767e-01 2.921516169792881534e-01 4.025807750699429699e-02 8.051615501398859398e-02 2.006441564237401165e-01 4.012883128474802330e-01
0.000000000000000000e+00 -8.877755511022044077e-01 -4.856996775124633459e-01 1.873211984255399726e-02 3.746423968510799452e-02 1.368653347000400866e-01 2.737306694000801732e-01 2.141621200824537358e-02 4.283242401649074715e-02 1.463427893961481707e-01 2.926855787922963414e-01 4.014833185079937083e-02 8.029666370159874167e-02 2.003704864764253857e-01 4.007409729528507714e-01
1.200785559070016273e+00 -8.737474949899799448e-01 -4.738206159088678149e-01 1.854488190773004655e-02 3.708976381546009310e-02 1.361795943147505739e-01 2.723591886295011477e-01 2.153862299603596583e-02 4.307724599207193167e-02 1.467604272140005939e-01 2.935208544280011878e-01 4.008350490376601238e-02 8.016700980753202477e-02 2.002086534187920985e-01 4.004173068375841971e-01
4.119030033726817641e-01 -8.597194388777554819e-01 -4.618766003328969028e-01 1.835822872585085933e-02 3.671645745170171865e-02 1.354925412185145339e-01 2.709850824370290678e-01 2.168036264010069977e-02 4.336072528020139955e-02 1.472425299976223012e-01 2.944850599952446024e-01 4.003859136595155910e-02 8.007718273190311820e-02 2.000964551558861437e-01 4.001929103117722875e-01
5.282305639914236517e-02 -8.456913827655310190e-01 -4.498679881522416046e-01 1.817216709598082694e-02 3.634433419196165388e-02 1.348041805582483599e-01 2.696083611164967198e-01 2.178567276512624953e-02 4.357134553025249907e-02 1.475997044886142306e-01 2.951994089772284613e-01 3.995783986110707647e-02 7.991567972221415295e-02 1.998945718650385894e-01 3.997891437300771789e-01
0.000000000000000000e+00 -8.316633266533066671e-01 -4.377951404404192282e-01 1.798670376656101577e-02 3.597340753312203154e-02 1.341145173594604501e-01 2.682290347189209001e-01 2.194882876161396296e-02 4.389765752322792591e-02 1.481513711094634422e-01 2.963027422189268845e-01 3.993553252817497873e-02 7.987106505634995746e-02 1.998387663296963546e-01 3.996775326593927091e-01
0.000000000000000000e+00 -8.176352705410820931e-01 -4.256584219617236542e-01 1.780184543496237878e-02 3.560369086992475757e-02 1.334235565219364927e-01 2.668471130438729855e-01 2.209086027146484055e-02 4.418172054292968109e-02 1.486299440606261013e-01 2.972598881212522026e-01 3.989270570642722280e-02 7.978541141285444560e-02 1.997315841483945642e-01 3.994631682967891284e-01
0.000000000000000000e+00 -8.036072144288577412e-01 -4.134582011556648951e-01 1.761759874704261000e-02 3.523519749408522000e-02 1.327313028152839747e-01 2.654626056305679493e-01 2.223756813369428056e-02 4.447513626738856113e-02 1.491226613687345603e-01 2.982453227374691207e-01 3.985516688073689057e-02 7.971033376147378113e-02 1.996375888472330939e-01 3.992751776944661879e-01
0.000000000000000000e+00 -7.895791583166332783e-01 -4.011948501213424834e-01 1.743397029670560455e-02 3.486794059341120910e-02 1.320377608743256714e-01 2.640755217486513429e-01 2.243055158094954885e-02 4.486110316189909769e-02 1.497683263609149995e-01 2.995366527218299990e-01 3.986452187765515687e-02 7.972904375531031373e-02 1.996610174211660149e-01 3.993220348423320298e-01
0.000000000000000000e+00 -7.755511022044088154e-01 -3.888687446013485705e-01 1.725096662546584184e-02 3.450193325093168367e-02 1.313429351943447287e-01 2.626858703886894575e-01 2.254493644482172959e-02 4.508987288964345919e-02 1.501497134356963303e-01 3.002994268713926607e-01 3.979590307028757490e-02 7.959180614057514980e-02 1.994891051418286598e-01 3.989782102836573197e-01
5.555107632257505479e-02 -7.615230460921843525e-01 -3.764802639654174499e-01 1.706859422201970761e-02 3.413718844403941521e-02 1.306468301261829723e-01 2.612936602523659446e-01 2.272457199392381375e-02 4.544914398784762749e-02 1.507467147035842225e-01 3.014934294071684451e-01 3.979316621594351788e-02 7.958633243188703577e-02 1.994822453652041749e-01 3.989644907304083499e-01
0.000000000000000000e+00 -7.474949899799598896e-01 -3.640297911939374131e-01 1.688685952182004263e-02 3.377371904364008526e-02 1.299494498711712132e-01 2.598988997423424263e-01 2.291897056610741126e-02 4.583794113221482253e-02 1.513901270430387525e-01 3.027802540860775049e-01 3.980583008792745736e-02 7.961166017585491472e-02 1.995139846926211324e-01 3.990279693852422649e-01
0.000000000000000000e+00 -7.334669338677355377e-01 -3.515177128610007529e-01 1.670576890665418854e-02 3.341153781330837708e-02 1.292507984758863582e-01 2.585015969517727163e-01 2.308488830205671777e-02 4.616977660411343554e-02 1.519371195661439466e-01 3.038742391322878933e-01 3.979065720871090284e-02 7.958131441742180567e-02 1.994759564677179298e-01 3.989519129354358595e-01
0.000000000000000000e+00 -7.194388777555109638e-01 -3.389444191170398746e-01 1.652532870422923975e-02 3.305065740845847949e-02 1.285508798267411268e-01 2.571017596534822536e-01 2.328502247961731705e-02 4.657004495923463411e-02 1.525943068388113666e-01 3.051886136776227332e-01 3.981035118384655680e-02 7.962070236769311360e-02 1.995253146441487435e-01 3.990506292882974870e-01
7.615484602454128948e-01 -7.054108216432866119e-01 -3.263103036717969196e-01 1.634554518775975865e-02 3.269109037551951730e-02 1.278496976443814492e-01 2.556993952887628985e-01 2.347873725129719785e-02 4.695747450259439570e-02 1.532277300337546444e-01 3.064554600675092888e-01 3.982428243905695997e-02 7.964856487811391994e-02 1.995602225872104007e-01 3.991204451744208015e-01
1.600336151682201002e+00 -6.913827655310621489e-01 -3.136157637761787242e-01 1.616642457556469528e-02 3.233284915112939056e-02 1.271472554779091435e-01 2.542945109558182870e-01 2.366990874492106919e-02 4.733981748984213839e-02 1.538502802887309340e-01 3.077005605774618680e-01 3.983633332048576448e-02 7.967266664097152895e-02 1.995904138992796450e-01 3.991808277985592901e-01
0.000000000000000000e+00 -6.773547094188376860e-01 -3.008612002043338229e-01 1.598797303066250286e-02 3.197594606132500572e-02 1.264435566988784954e-01 2.528871133977569907e-01 2.386630457971946132e-02 4.773260915943892263e-02 1.544872311219262495e-01 3.089744622438524990e-01 3.985427761038196071e-02 7.970855522076392141e-02 1.996353616230901185e-01 3.992707232461802369e-01
0.000000000000000000e+00 -6.633266533066132231e-01 -2.880470172355646952e-01 1.581019666037395202e-02 3.162039332074790404e-02 1.257386044950951076e-01 2.514772089901902152e-01 2.413288454391447971e-02 4.826576908782895942e-02 1.553476248415613103e-01 3.106952496831226207e-01 3.994308120428843173e-02 7.988616240857686346e-02 1.998576523535899874e-01 3.997153047071799747e-01
4.712000162786505464e-01 -6.492985971943887602e-01 -2.751736226353185266e-01 1.563310151594026615e-02 3.126620303188053229e-02 1.250324018642378354e-01 2.500648037284756708e-01 2.433044763311287967e-02 4.866089526622575934e-02 1.559822029371071561e-01 3.119644058742143122e-01 3.996354914905314581e-02 7.992709829810629163e-02 1.999088521027849452e-01 3.998177042055698904e-01
0.000000000000000000e+00 -6.352705410821642973e-01 -2.622414276367304176e-01 1.545669359211934712e-02 3.091338718423869425e-02 1.243249516071466138e-01 2.486499032142932275e-01 2.457444980572166121e-02 4.914889961144332242e-02 1.567623992088717222e-01 3.135247984177434444e-01 4.003114339784100834e-02 8.006228679568201667e-02 2.000778433456363581e-01 4.001556866912727162e-01
