# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
2.165264711615580318e+00 -1.000000000000000000e+00 2.126354135229370002e+00 2.091727974858952760e-02 4.183455949717905520e-02 1.446280738604698579e-01 2.892561477209397158e-01 8.806727294106503345e-02 1.761345458821300669e-01 2.967613063407442131e-01 5.935226126814884262e-01 1.089845526896545680e-01 2.179691053793091360e-01 3.301280852785090647e-01 6.602561705570181294e-01
2.182537110691847193e+00 -9.859719438877755371e-01 2.136246446925121667e+00 2.073530848401595669e-02 4.147061696803191339e-02 1.439975988828145481e-01 2.879951977656290962e-01 8.706842923793950417e-02 1.741368584758790083e-01 2.950735996966510899e-01 5.901471993933021798e-01 1.078037377219554643e-01 2.156074754439109287e-01 3.283347951740044901e-01 6.566695903480089802e-01
2.241133440753575456e+00 -9.719438877755510742e-01 2.146174229216506468e+00 2.055389101846497729e-02 4.110778203692995458e-02 1.433662827113299232e-01 2.867325654226598464e-01 8.635583073619072791e-02 1.727116614723814558e-01 2.938636260856227755e-01 5.877272521712455511e-01 1.069097217546557121e-01 2.138194435093114243e-01 3.269705212318928522e-01 6.539410424637857044e-01
2.228375747721768718e+00 -9.579158316633266113e-01 2.156137228436466380e+00 2.037303415103301069e-02 4.074606830206602137e-02 1.427341380015061667e-01 2.854682760030123334e-01 8.558786006802356072e-02 1.711757201360471214e-01 2.925540293142850357e-01 5.851080586285700713e-01 1.059608942190565783e-01 2.119217884381131567e-01 3.255163501562656769e-01 6.510327003125313539e-01
1.815518091282076085e+00 -9.438877755511021483e-01 2.166135188463465866e+00 2.019274463106353681e-02 4.038548926212707363e-02 1.421011774443249887e-01 2.842023548886499773e-01 8.473570002151314950e-02 1.694714000430262990e-01 2.910939711184571399e-01 5.821879422369142798e-01 1.049284446525766828e-01 2.098568893051533657e-01 3.239266038049000151e-01 6.478532076098000303e-01
1.998407045286017869e+00 -9.298597194388777964e-01 2.176167850730264419e+00 2.001302915769293672e-02 4.002605831538587344e-02 1.414674137661848241e-01 2.829348275323696482e-01 8.391998336082226451e-02 1.678399667216445290e-01 2.896894602170093647e-01 5.793789204340187293e-01 1.039330125185151943e-01 2.078660250370303886e-01 3.223864335211939491e-01 6.447728670423878983e-01
2.015736320497211409e+00 -9.158316633266533335e-01 2.186234954232493699e+00 1.983389437938776201e-02 3.966778875877552402e-02 1.408328597287854533e-01 2.816657194575709067e-01 8.330245941573782842e-02 1.666049188314756568e-01 2.886216544470248668e-01 5.772433088940497337e-01 1.031363537951255904e-01 2.062727075902511809e-01 3.211484918151190637e-01 6.422969836302381275e-01
1.742631670057708027e+00 -9.018036072144288706e-01 2.196336235537901693e+00 1.965534689349305447e-02 3.931069378698610894e-02 1.401975281290403219e-01 2.803950562580806438e-01 8.254071893433027884e-02 1.650814378686605577e-01 2.872990061492212699e-01 5.745980122984425398e-01 1.021960658278233403e-01 2.043921316556466805e-01 3.196811940477940484e-01 6.393623880955880967e-01
2.169877390233452719e+00 -8.877755511022044077e-01 2.206471428795467649e+00 1.947739324578178985e-02 3.895478649156357970e-02 1.395614317989815889e-01 2.791228635979631778e-01 8.187034909424581453e-02 1.637406981884916291e-01 2.861299514106235842e-01 5.722599028212471683e-01 1.013477423400276078e-01 2.026954846800552157e-01 3.183516017550840349e-01 6.367032035101680698e-01
1.883510082516624884e+00 -8.737474949899799448e-01 2.216640265744876270e+00 1.930003993001335252e-02 3.860007986002670505e-02 1.389245836056864081e-01 2.778491672113728161e-01 8.118326403084882847e-02 1.623665280616976569e-01 2.849267695932567457e-01 5.698535391865134914e-01 1.004833039608621775e-01 2.009666079217243551e-01 3.169910155838208676e-01 6.339820311676417353e-01
1.812556746559955467e+00 -8.597194388777554819e-01 2.226842475726160231e+00 1.912329338749234331e-02 3.824658677498468662e-02 1.382869964511932726e-01 2.765739929023865451e-01 8.048850197478445156e-02 1.609770039495689031e-01 2.837049558516460679e-01 5.674099117032921358e-01 9.961179536227679487e-02 1.992235907245535897e-01 3.156133637257408364e-01 6.312267274514816728e-01
