# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
0.000000000000000000e+00 -1.000000000000000000e+00 1.932638848362569384e+00 7.967385375003489811e-02 1.593477075000697962e-01 2.822655730868270374e-01 5.645311461736540748e-01 5.507072643329437023e-01 1.101414528665887405e+00 7.420965330285161921e-01 1.484193066057032384e+00 6.303811180829785865e-01 1.260762236165957173e+00 7.939654388466658164e-01 1.587930877693331633e+00
0.000000000000000000e+00 -9.859719438877755371e-01 1.943365964379860644e+00 7.889022285004812507e-02 1.577804457000962501e-01 2.808740337767949291e-01 5.617480675535898582e-01 5.407943872769823690e-01 1.081588774553964738e+00 7.353872362755436987e-01 1.470774472551087397e+00 6.196846101270304663e-01 1.239369220254060933e+00 7.872004891557362605e-01 1.574400978311472521e+00
0.000000000000000000e+00 -9.719438877755510742e-01 1.954129485641655117e+00 7.810773730924870650e-02 1.562154746184974130e-01 2.794776150414353122e-01 5.589552300828706244e-01 5.312231227308467085e-01 1.062446245461693417e+00 7.288505489679257821e-01 1.457701097935851564e+00 6.093308600400954012e-01 1.218661720080190802e+00 7.805964770866541391e-01 1.561192954173308278e+00
0.000000000000000000e+00 -9.579158316633266113e-01 1.964928838168332970e+00 7.732645069891878886e-02 1.546529013978375777e-01 2.780763396963480960e-01 5.561526793926961920e-01 5.211767527990773807e-01 1.042353505598154761e+00 7.219257252647791612e-01 1.443851450529558322e+00 5.985032034979961280e-01 1.197006406995992256e+00 7.736298879296198416e-01 1.547259775859239683e+00
9.830895332428560840e-01 -9.438877755511021483e-01 1.975763443276403075e+00 7.654641641052201129e-02 1.530928328210440226e-01 2.766702304378301225e-01 5.533404608756602450e-01 5.125218070192628650e-01 1.025043614038525730e+00 7.159062836847172040e-01 1.431812567369434408e+00 5.890682234297848208e-01 1.178136446859569642e+00 7.675078002403524779e-01 1.535015600480704956e+00
2.203747184671945192e+00 -9.298597194388777964e-01 1.986632717622457411e+00 7.576768764979731341e-02 1.515353752995946268e-01 2.752593098331050370e-01 5.505186196662100739e-01 5.037613883878736543e-01 1.007522776775747309e+00 7.097615010606546093e-01 1.419523002121309219e+00 5.795290760376710093e-01 1.159058152075342019e+00 7.612680710746189128e-01 1.522536142149237826e+00
2.116520019320253798e+00 -9.158316633266533335e-01 1.997536073247977662e+00 7.499031743088686863e-02 1.499806348617737373e-01 2.738436003102626137e-01 5.476872006205252275e-01 4.942819587895754263e-01 9.885639175791508526e-01 7.030518891159993622e-01 1.406103778231998724e+00 5.692722762204622811e-01 1.138544552440924562e+00 7.545013427559040808e-01 1.509002685511808162e+00
0.000000000000000000e+00 -9.018036072144288706e-01 2.008472917624459342e+00 7.421435857048185036e-02 1.484287171409637007e-01 2.724231241478627941e-01 5.448462482957255881e-01 4.865266356396275027e-01 9.730532712792550054e-01 6.975146132086607054e-01 1.395029226417321411e+00 5.607409942101093669e-01 1.121481988420218734e+00 7.488264112663958194e-01 1.497652822532791639e+00
0.000000000000000000e+00 -8.877755511022044077e-01 2.019442653699614176e+00 7.343986368199183212e-02 1.468797273639836642e-01 2.709979034641999407e-01 5.419958069283998814e-01 4.775876204917941514e-01 9.551752409835883029e-01 6.910771451088468798e-01 1.382154290217693760e+00 5.510274841737859974e-01 1.102054968347571995e+00 7.423122551687975079e-01 1.484624510337595016e+00
1.200785559070016273e+00 -8.737474949899799448e-01 2.030444679943963049e+00 7.266688516974938172e-02 1.453337703394987634e-01 2.695679602062333036e-01 5.391359204124666071e-01 4.704567078334629948e-01 9.409134156669259896e-01 6.858984675835505529e-01 1.371796935167101106e+00 5.431235930032123349e-01 1.086247186006424670e+00 7.369691940666260876e-01 1.473938388133252175e+00
