# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
2.165264711615580318e+00 -1.000000000000000000e+00 4.440892098500626162e-16 2.760391904581708318e-05 5.520783809163416636e-05 5.253943190196967185e-03 1.050788638039393437e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961721503017000420e-02 5.923443006034000841e-02 1.720965282339246005e-01 3.441930564678492011e-01
2.182537110691847193e+00 -9.859719438877755371e-01 4.440892098500626162e-16 2.753493970339777866e-05 5.506987940679555733e-05 5.247374553374075691e-03 1.049474910674815138e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961714605082758564e-02 5.923429210165517128e-02 1.720963278249352524e-01 3.441926556498705048e-01
2.241133440753575456e+00 -9.719438877755510742e-01 4.440892098500626162e-16 2.746596036097847076e-05 5.493192072195694152e-05 5.240797683652600840e-03 1.048159536730520168e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961707707148516708e-02 5.923415414297033416e-02 1.720961274157125354e-01 3.441922548314250707e-01
2.228375747721768718e+00 -9.579158316633266113e-01 4.440892098500626162e-16 2.739698101855915269e-05 5.479396203711830538e-05 5.234212549998246838e-03 1.046842509999649368e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961700809214274852e-02 5.923401618428549703e-02 1.720959270062564495e-01 3.441918540125128989e-01
1.815518091282076085e+00 -9.438877755511021483e-01 4.440892098500626162e-16 2.732800167613982445e-05 5.465600335227964891e-05 5.227619121181250120e-03 1.045523824236250024e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961693911280032648e-02 5.923387822560065297e-02 1.720957265965669669e-01 3.441914531931339338e-01
1.998407045286017869e+00 -9.298597194388777964e-01 4.440892098500626162e-16 2.725902233372051655e-05 5.451804466744103309e-05 5.221017365774655028e-03 1.044203473154931006e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961687013345790792e-02 5.923374026691581584e-02 1.720955261866441155e-01 3.441910523732882310e-01
2.015736320497211409e+00 -9.158316633266533335e-01 4.440892098500626162e-16 2.719004299130120525e-05 5.438008598260241051e-05 5.214407252152559145e-03 1.042881450430511829e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961680115411548936e-02 5.923360230823097872e-02 1.720953257764878674e-01 3.441906515529757349e-01
1.742631670057708027e+00 -9.018036072144288706e-01 4.440892098500626162e-16 2.712106364888189396e-05 5.424212729776378792e-05 5.207788748488353416e-03 1.041557749697670683e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961673217477307080e-02 5.923346434954614159e-02 1.720951253660982505e-01 3.441902507321965010e-01
2.169877390233452719e+00 -8.877755511022044077e-01 4.440892098500626162e-16 2.705208430646258605e-05 5.410416861292517211e-05 5.201161822752930174e-03 1.040232364550586035e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961666319543065223e-02 5.923332639086130447e-02 1.720949249554752369e-01 3.441898499109504739e-01
1.883510082516624884e+00 -8.737474949899799448e-01 4.440892098500626162e-16 2.698310496404325782e-05 5.396620992808651564e-05 5.194526442712872963e-03 1.038905288542574593e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961659421608823020e-02 5.923318843217646040e-02 1.720947245446188267e-01 3.441894490892376535e-01
1.812556746559955467e+00 -8.597194388777554819e-01 4.440892098500626162e-16 2.691412562162394652e-05 5.382825124324789305e-05 5.187882575928636809e-03 1.037576515185727362e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961652523674581164e-02 5.923305047349162328e-02 1.720945241335290476e-01 3.441890482670580953e-01
2.192861906567222352e+00 -8.456913827655310190e-01 4.440892098500626162e-16 2.684514627920463523e-05 5.369029255840927046e-05 5.181230189752684262e-03 1.036246037950536852e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961645625740339308e-02 5.923291251480678615e-02 1.720943237222058719e-01 3.441886474444117439e-01
2.026579272928132447e+00 -8.316633266533066671e-01 4.440892098500626162e-16 2.677616693678532732e-05 5.355233387357065465e-05 5.174569251327624034e-03 1.034913850265524807e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961638727806097451e-02 5.923277455612194903e-02 1.720941233106493273e-01 3.441882466212986547e-01
2.463501962223207720e+00 -8.176352705410820931e-01 4.440892098500626162e-16 2.670718759436600925e-05 5.341437518873201851e-05 5.167899727584312347e-03 1.033579945516862469e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961631829871855248e-02 5.923263659743710496e-02 1.720939228988593583e-01 3.441878457977187167e-01
2.667571947903900842e+00 -8.036072144288577412e-01 4.440892098500626162e-16 2.663820825194670135e-05 5.327641650389340269e-05 5.161221585239942136e-03 1.032244317047988427e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961624931937613392e-02 5.923249863875226784e-02 1.720937224868360205e-01 3.441874449736720409e-01
1.892566927116698050e+00 -7.895791583166332783e-01 4.440892098500626162e-16 2.656922890952739005e-05 5.313845781905478011e-05 5.154534790796099289e-03 1.030906958159219858e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961618034003371536e-02 5.923236068006743071e-02 1.720935220745793137e-01 3.441870441491586274e-01
2.446595078015745717e+00 -7.755511022044088154e-01 4.440892098500626162e-16 2.650024956710807876e-05 5.300049913421615752e-05 5.147839310536807614e-03 1.029567862107361523e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961611136069129679e-02 5.923222272138259359e-02 1.720933216620891826e-01 3.441866433241783652e-01
2.220691595437668475e+00 -7.615230460921843525e-01 4.440892098500626162e-16 2.643127022468875730e-05 5.286254044937751460e-05 5.141135110526541714e-03 1.028227022105308343e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961604238134887823e-02 5.923208476269775646e-02 1.720931212493656826e-01 3.441862424987313651e-01
1.935157332994664081e+00 -7.474949899799598896e-01 4.440892098500626162e-16 2.636229088226944262e-05 5.272458176453888524e-05 5.134422156608223382e-03 1.026884431321644676e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961597340200645620e-02 5.923194680401291240e-02 1.720929208364087581e-01 3.441858416728175163e-01
2.425218090716332320e+00 -7.334669338677355377e-01 4.440892098500626162e-16 2.629331153985013132e-05 5.258662307970026265e-05 5.127700414401189372e-03 1.025540082880237874e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961590442266403764e-02 5.923180884532807527e-02 1.720927204232184649e-01 3.441854408464369297e-01
2.717833101354452552e+00 -7.194388777555109638e-01 4.440892098500626162e-16 2.622433219743082003e-05 5.244866439486164006e-05 5.120969849299136616e-03 1.024193969859827323e-02 2.958961111112418801e-02 5.917922222224837603e-02 1.720163105961879102e-01 3.440326211923758204e-01 2.961583544332161907e-02 5.923167088664323815e-02 1.720925200097947749e-01 3.441850400195895499e-01
