# Y X mu var 2var std 2std noisevar 2noisevar noisestd 2noisestd fullvar 2fullvar fullstd 2fullstd
2.165264711615580318e+00 -1.000000000000000000e+00 1.717132497259117319e+00 7.706525388691369549e-02 1.541305077738273910e-01 2.776062929526521006e-01 5.552125859053042012e-01 9.645788619730553959e-02 1.929157723946110792e-01 3.105766993792443698e-01 6.211533987584887395e-01 1.735231400842192351e-01 3.470462801684384702e-01 4.165610880581853137e-01 8.331221761163706274e-01
2.182537110691847193e+00 -9.859719438877755371e-01 1.732377367937016910e+00 7.633182877285668577e-02 1.526636575457133715e-01 2.762821542786589313e-01 5.525643085573178626e-01 9.542300023141644938e-02 1.908460004628328988e-01 3.089061349850735216e-01 6.178122699701470433e-01 1.717548290042731352e-01 3.435096580085462703e-01 4.144331417783490012e-01 8.288662835566980025e-01
2.241133440753575456e+00 -9.719438877755510742e-01 1.747687421710448552e+00 7.559930874979603477e-02 1.511986174995920695e-01 2.749532846681341791e-01 5.499065693362683582e-01 9.450119655498505356e-02 1.890023931099701071e-01 3.074104691694559688e-01 6.148209383389119376e-01 1.701005053047811022e-01 3.402010106095622044e-01 4.124324251374776318e-01 8.248648502749552636e-01
2.228375747721768718e+00 -9.579158316633266113e-01 1.763061968518992551e+00 7.486774278564189977e-02 1.497354855712837995e-01 2.736197046735521776e-01 5.472394093471043552e-01 9.347043074816344110e-02 1.869408614963268822e-01 3.057293423081328121e-01 6.114586846162656242e-01 1.683381735338053409e-01 3.366763470676106818e-01 4.102903527184197929e-01 8.205807054368395859e-01
1.815518091282076085e+00 -9.438877755511021483e-01 1.778500311397955613e+00 7.413717969578405287e-02 1.482743593915681057e-01 2.722814347247789479e-01 5.445628694495578959e-01 9.263601299783123799e-02 1.852720259956624760e-01 3.043616483688955654e-01 6.087232967377911308e-01 1.667731926936152909e-01 3.335463853872305817e-01 4.083787368284682029e-01 8.167574736569364058e-01
1.998407045286017869e+00 -9.298597194388777964e-01 1.794001746525206498e+00 7.340766813785316869e-02 1.468153362757063374e-01 2.709384951199315661e-01 5.418769902398631322e-01 9.165039285130320568e-02 1.833007857026064114e-01 3.027381588952789970e-01 6.054763177905579941e-01 1.650580609891563744e-01 3.301161219783127487e-01 4.062733820829964038e-01 8.125467641659928075e-01
2.015736320497211409e+00 -9.158316633266533335e-01 1.809565563269038169e+00 7.267925660649973696e-02 1.453585132129994739e-01 2.695909060159480397e-01 5.391818120318960794e-01 9.070078232590254863e-02 1.814015646518050973e-01 3.011657057599728682e-01 6.023314115199457364e-01 1.633800389324022717e-01 3.267600778648045434e-01 4.042029674957894891e-01 8.084059349915789783e-01
1.742631670057708027e+00 -9.018036072144288706e-01 1.825191044236786020e+00 7.195199342817842902e-02 1.439039868563568580e-01 2.682386874188330550e-01 5.364773748376661100e-01 8.949199616427147563e-02 1.789839923285429513e-01 2.991521287978266552e-01 5.983042575956533105e-01 1.614439895924499047e-01 3.228879791848998093e-01 4.018009327919111473e-01 8.036018655838222946e-01
2.169877390233452719e+00 -8.877755511022044077e-01 1.840877465324396223e+00 7.122592675597236300e-02 1.424518535119447260e-01 2.668818591736282775e-01 5.337637183472565550e-01 8.870085425680315772e-02 1.774017085136063154e-01 2.978268863900691565e-01 5.956537727801383131e-01 1.599267810127755207e-01 3.198535620255510414e-01 3.999084657928305697e-01 7.998169315856611394e-01
1.883510082516624884e+00 -8.737474949899799448e-01 1.856624095766928884e+00 7.050110456443917095e-02 1.410022091288783419e-01 2.655204409540613542e-01 5.310408819081227083e-01 8.752040989448957309e-02 1.750408197889791462e-01 2.958384861617730510e-01 5.916769723235461020e-01 1.580215144589287579e-01 3.160430289178575158e-01 3.975192001135652853e-01 7.950384002271305706e-01
