# X 0 1 2 3 4 5 6 7 8 9
-1.731812249505963575e+00 -1.642886437255416832e+00 -1.788497961015617310e+00 -1.645543205423537492e+00 -1.743759398902106739e+00 -1.626791733844128673e+00 -1.959806207784865695e+00 -1.741662809060813277e+00 -1.652153548451288145e+00 -1.652887829236905803e+00 -2.036329782881681538e+00
-1.727040759632686440e+00 -1.756962601895286413e+00 -1.874308801400421887e+00 -1.753198711477506722e+00 -1.834374639656168204e+00 -1.733605244491654318e+00 -2.009123809372104219e+00 -1.834267795296387060e+00 -1.758105248375301466e+00 -1.757826726788860094e+00 -2.079910650991366516e+00
-1.722269269759409083e+00 -1.848409337915039696e+00 -1.941463984512086460e+00 -1.843101357036742716e+00 -1.907559079205953800e+00 -1.822455424576256533e+00 -2.039973139402264213e+00 -1.907676989843442472e+00 -1.847199774234002945e+00 -1.844573049544191434e+00 -2.104453991507611921e+00
-1.717497779886131948e+00 -1.915614372400208598e+00 -1.988295869198971610e+00 -1.913297254117907409e+00 -1.961656624364590096e+00 -1.891279083879825018e+00 -2.053360132363033941e+00 -1.960837705612126891e+00 -1.917062684240755210e+00 -1.911242689443420240e+00 -2.110849588310742320e+00
-1.712726290012854813e+00 -1.958614381688682293e+00 -2.014556851464245568e+00 -1.962945883234602729e+00 -1.996159479522200630e+00 -1.939323312046358661e+00 -2.051026400752358203e+00 -1.993781436330803514e+00 -1.966474483078603619e+00 -1.957039179162132214e+00 -2.100942662004715800e+00
-1.707954800139577456e+00 -1.979039721518294881e+00 -2.021490817982849908e+00 -1.992380531442871305e+00 -2.011798720438768395e+00 -1.967183494404183719e+00 -2.035382104325347719e+00 -2.007629436394253286e+00 -1.995508406175388494e+00 -1.982389108779945674e+00 -2.077408213501613421e+00
-1.703183310266300321e+00 -1.979903457103855624e+00 -2.011726569548549115e+00 -2.003077152637527725e+00 -2.010488951282761949e+00 -1.976708351941496744e+00 -2.009370833048268246e+00 -2.004507164381191142e+00 -2.005529982809925116e+00 -1.988957855958962462e+00 -2.043556785057587089e+00
-1.698411820393023186e+00 -1.965255725027687639e+00 -1.988991038831867453e+00 -1.997519309177411717e+00 -1.995127561824864948e+00 -1.970779473795897019e+00 -1.976268887319795775e+00 -1.987363848133675281e+00 -1.999056100791082313e+00 -1.979532188391788239e+00 -2.003072507045771555e+00
-1.693640330519745829e+00 -1.939739385250812242e+00 -1.957669835215938514e+00 -1.978969358378480203e+00 -1.969279944202454891e+00 -1.952984663105508112e+00 -1.939430685177162328e+00 -1.959712398140482481e+00 -1.979485226082524640e+00 -1.957770646865006459e+00 -1.959708703984624378e+00
-1.688868840646468694e+00 -1.908101472177827107e+00 -1.922276599776804318e+00 -1.951159099379162321e+00 -1.936793068203052970e+00 -1.927233698883350277e+00 -1.902003259785756129e+00 -1.925308007627652307e+00 -1.950731016861516842e+00 -1.927843146305042055e+00 -1.916962969148319429e+00
-1.684097350773191559e+00 -1.874713038171646362e+00 -1.886908881259452775e+00 -1.917930910487371410e+00 -1.901388849416882465e+00 -1.897353993985521736e+00 -1.866647106154398772e+00 -1.887806118051045035e+00 -1.916806040968231928e+00 -1.894001143533012854e+00 -1.877767605314018873e+00
-1.679325860899914202e+00 -1.843153602870154284e+00 -1.854769815273983768e+00 -1.882865229591672351e+00 -1.866294798079345396e+00 -1.866717646838920608e+00 -1.835297962283479967e+00 -1.850429641270727066e+00 -1.881406223262281685e+00 -1.860134181138315634e+00 -1.844229597558013634e+00
-1.674554371026637067e+00 -1.815905990242687729e+00 -1.827832562999921473e+00 -1.848945832091058561e+00 -1.833958590913179920e+00 -1.837940866834148368e+00 -1.809007650699382186e+00 -1.815691189672933969e+00 -1.847552916509408227e+00 -1.829367852301666986e+00 -1.817450910928920527e+00
