X	y
3.740000000000005542e+00	9.917381469377484215e-02
3.750000000000005329e+00	9.890022116885546777e-02
3.760000000000005116e+00	9.857944581068329992e-02
3.770000000000004903e+00	9.820736973076688026e-02
3.780000000000004690e+00	9.778005870393972898e-02
3.790000000000005365e+00	9.729379718817104949e-02
3.800000000000005151e+00	9.674512152440027657e-02
3.810000000000004938e+00	9.613085194805280620e-02
3.820000000000005613e+00	9.544812304641753231e-02
3.830000000000005400e+00	9.469441230340837345e-02
3.840000000000005187e+00	9.386756638546724096e-02
3.850000000000004974e+00	9.296582483950122100e-02
3.860000000000004761e+00	9.198784089570050115e-02
3.870000000000005436e+00	9.093269909470622081e-02
3.880000000000005222e+00	8.979992948964961308e-02
3.890000000000005009e+00	8.858951820874494398e-02
3.900000000000005684e+00	8.730191420300278948e-02
3.910000000000005471e+00	8.593803204574691768e-02
3.920000000000005258e+00	8.449925069544360345e-02
3.930000000000005045e+00	8.298740818026853483e-02
3.940000000000004832e+00	8.140479221118583630e-02
3.950000000000005507e+00	7.975412677939888728e-02
3.960000000000005294e+00	7.803855484310860680e-02
3.970000000000005080e+00	7.626161725683261450e-02
3.980000000000005755e+00	7.442722814334148951e-02
3.990000000000005542e+00	7.253964695279638275e-02
4.000000000000005329e+00	7.060344749520541807e-02
4.010000000000005116e+00	6.862348427017743446e-02
4.020000000000004903e+00	6.660485645148542244e-02
4.030000000000005578e+00	6.455286991261656449e-02
4.040000000000005365e+00	6.247299770278287590e-02
4.050000000000005151e+00	6.037083940040197799e-02
4.060000000000005826e+00	5.825207978254569319e-02
4.070000000000005613e+00	5.612244725409532009e-02
4.080000000000005400e+00	5.398767247926660601e-02
4.090000000000005187e+00	5.185344765082521012e-02
4.100000000000004974e+00	4.972538681882765488e-02
4.110000000000005649e+00	4.760898768138879800e-02
4.120000000000005436e+00	4.550959521514490874e-02
4.130000000000005222e+00	4.343236749321506551e-02
4.140000000000005898e+00	4.138224400413881982e-02
4.150000000000005684e+00	3.936391674708244331e-02
4.160000000000005471e+00	3.738180433727645441e-02
4.170000000000005258e+00	3.544002931190522870e-02
4.180000000000005045e+00	3.354239878127198565e-02
4.190000000000005720e+00	3.169238852381264099e-02
4.200000000000005507e+00	2.989313057719739444e-02
4.210000000000005294e+00	2.814740433210569798e-02
4.220000000000005969e+00	2.645763109103017874e-02
4.230000000000005755e+00	2.482587201232121926e-02
4.240000000000005542e+00	2.325382932026597710e-02
4.250000000000005329e+00	2.174285062585143077e-02
4.260000000000005116e+00	2.029393617045088458e-02
4.270000000000005791e+00	1.890774877639563381e-02
4.280000000000005578e+00	1.758462626452979294e-02
4.290000000000005365e+00	1.632459607959431402e-02
4.300000000000006040e+00	1.512739184975657632e-02
4.310000000000005826e+00	1.399247159679165367e-02
4.320000000000005613e+00	1.291903730826145756e-02
4.330000000000005400e+00	1.190605558236949857e-02
4.340000000000005187e+00	1.095227905974302009e-02
4.350000000000005862e+00	1.005626836392486088e-02
4.360000000000005649e+00	9.216414283475823574e-03
4.370000000000005436e+00	8.430959942892750011e-03
4.380000000000006111e+00	7.698022726604891383e-03
4.390000000000005898e+00	7.015615739651417590e-03
4.400000000000005684e+00	6.381668609798066272e-03
4.410000000000005471e+00	5.794047458346108549e-03
4.420000000000005258e+00	5.250573890247621847e-03
4.430000000000005933e+00	4.749042877925869349e-03
4.440000000000005720e+00	4.287239436977734360e-03
4.450000000000005507e+00	3.862954015315909172e-03
4.460000000000006182e+00	3.473996539939106041e-03
4.470000000000005969e+00	3.118209087082262666e-03
4.480000000000005755e+00	2.793477161731958928e-03
4.490000000000005542e+00	2.497739591174481018e-03
4.500000000000005329e+00	2.228997054199404436e-03
4.510000000000006004e+00	1.985319282689039424e-03
4.520000000000005791e+00	1.764850985500161611e-03
4.530000000000005578e+00	1.565816555753106118e-03
4.540000000000006253e+00	1.386523631888201885e-03
4.550000000000006040e+00	1.225365590166921587e-03
4.560000000000005826e+00	1.080823051757498748e-03
4.570000000000005613e+00	9.514644912491501466e-04
4.580000000000005400e+00	8.359460355040833519e-04
4.590000000000006075e+00	7.330105423218223008e-04
4.600000000000005862e+00	6.414860476053688967e-04
4.610000000000005649e+00	5.602836677430647963e-04
4.620000000000006324e+00	4.883950409180232849e-04
4.630000000000006111e+00	4.248893871920769749e-04
4.640000000000005898e+00	3.689102626457553677e-04
4.650000000000005684e+00	3.196720777455877029e-04
4.660000000000005471e+00	2.764564446020521793e-04
4.670000000000006146e+00	2.386084120138794651e-04
4.680000000000005933e+00	2.055326412921530308e-04
4.690000000000005720e+00	1.766895699334181970e-04
4.700000000000006395e+00	1.515916043640391667e-04
4.710000000000006182e+00	1.297993772930051016e-04
4.720000000000005969e+00	1.109180997588651607e-04
4.730000000000005755e+00	9.459403279610453243e-05
4.740000000000005542e+00	8.051109882174217335e-05
4.750000000000006217e+00	6.838764838725836122e-05
4.760000000000006004e+00	5.797339387557886269e-05
4.770000000000005791e+00	4.904651805943874949e-05
4.780000000000006466e+00	4.141096217877571217e-05
4.790000000000006253e+00	3.489389533578694813e-05
4.800000000000006040e+00	2.934336453555618716e-05
4.810000000000005826e+00	2.462612260086731539e-05
4.820000000000005613e+00	2.062562944089447314e-05
4.830000000000006288e+00	1.724022073074165881e-05
4.840000000000006075e+00	1.438143693579968371e-05
4.850000000000005862e+00	1.197250476379523493e-05
4.860000000000006537e+00	9.946962519828426915e-06
4.870000000000006324e+00	8.247420447236016589e-06
4.880000000000006111e+00	6.824446932055210278e-06
4.890000000000005898e+00	5.635571404498590608e-06
4.900000000000005684e+00	4.644394861902097550e-06
4.910000000000006359e+00	3.819799140517979384e-06
4.920000000000006146e+00	3.135246356580772465e-06
4.930000000000005933e+00	2.568160300581714083e-06
4.940000000000006608e+00	2.099381985002396200e-06
4.950000000000006395e+00	1.712691999281978980e-06
4.960000000000006182e+00	1.394392802948901240e-06
4.970000000000005969e+00	1.132944576985146442e-06
4.980000000000005755e+00	9.186487447798936025e-07
4.990000000000006430e+00	7.433737593444738430e-07
5.000000000000006217e+00	6.003182262237314067e-07
5.010000000000006004e+00	4.838068865807654097e-07
5.020000000000006679e+00	3.891154183352321170e-07
5.030000000000006466e+00	3.123204221794827633e-07
5.040000000000006253e+00	2.501713419170453192e-07
5.050000000000006040e+00	1.999814238085656822e-07
5.060000000000005826e+00	1.595351470953694076e-07
5.070000000000006501e+00	1.270098577838706875e-07
5.080000000000006288e+00	1.009096107451219364e-07
5.090000000000006075e+00	8.000947219306352174e-08
5.100000000000006750e+00	6.330875689507685748e-08
5.110000000000006537e+00	4.999187346822351229e-08
5.120000000000006324e+00	3.939562837595819222e-08
5.130000000000006111e+00	3.098199638247245105e-08
5.140000000000005898e+00	2.431550388756000745e-08
5.150000000000006573e+00	1.904449338328402989e-08
5.160000000000006359e+00	1.488564383183358831e-08
5.170000000000006146e+00	1.161121458515140271e-08
5.180000000000006821e+00	9.038560994733992620e-09
5.190000000000006608e+00	7.021539447097185377e-09
5.200000000000006395e+00	5.443479461960982993e-09
5.210000000000006182e+00	4.211451860536907615e-09
5.220000000000005969e+00	3.251605903420151578e-09
5.230000000000006644e+00	2.505385665046070851e-09
5.240000000000006430e+00	1.926467611922807566e-09
5.250000000000006217e+00	1.478288151061388014e-09
5.260000000000006892e+00	1.132052493619486929e-09
5.270000000000006679e+00	8.651351375844634884e-10
5.280000000000006466e+00	6.597981400313940096e-10
5.290000000000006253e+00	5.021665851274003117e-10
5.300000000000006040e+00	3.814116594110238095e-10
5.310000000000006715e+00	2.891008677312230911e-10
5.320000000000006501e+00	2.186824602337757809e-10
5.330000000000006288e+00	1.650773489982121539e-10
5.340000000000006963e+00	1.243568909588108962e-10
5.350000000000006750e+00	9.348908742886339629e-11
5.360000000000006537e+00	7.013915723470234088e-11
5.370000000000006324e+00	5.251321284475318023e-11
5.380000000000006111e+00	3.923601841317557246e-11
5.390000000000006786e+00	2.925562862644691037e-11
5.400000000000006573e+00	2.176917541400249575e-11
5.410000000000006359e+00	1.616525056441341288e-11
5.420000000000007034e+00	1.197927955083033219e-11
5.430000000000006821e+00	8.859039520207809408e-12
5.440000000000006608e+00	6.538078694710238147e-12
5.450000000000006395e+00	4.815275069368434473e-12
5.460000000000006182e+00	3.539153514354462524e-12
5.470000000000006857e+00	2.595881933585028830e-12
5.480000000000006644e+00	1.900104996523390188e-12
5.490000000000006430e+00	1.387961084703777227e-12
5.500000000000007105e+00	1.011774904986252650e-12
5.510000000000006892e+00	7.360330939026815808e-13
5.520000000000006679e+00	5.343397796904977696e-13
5.530000000000006466e+00	3.871188363335791642e-13
5.540000000000006253e+00	2.798837199718240611e-13
5.550000000000006928e+00	2.019377051978204897e-13
5.560000000000006715e+00	1.453997134287952141e-13
5.570000000000006501e+00	1.044758589667220425e-13
5.580000000000007176e+00	7.491599106619298425e-14
5.590000000000006963e+00	5.360918454224349193e-14
5.600000000000006750e+00	3.828334545062653619e-14
5.610000000000006537e+00	2.728264612438300743e-14
5.620000000000006324e+00	1.940300264941976308e-14
5.630000000000006999e+00	1.377073628987814394e-14
5.640000000000006786e+00	9.753288425337657569e-15
5.650000000000006573e+00	6.893671482008568042e-15
5.660000000000007248e+00	4.862455427437975187e-15
5.670000000000007034e+00	3.422678785348200497e-15
5.680000000000006821e+00	2.404263364892622550e-15
5.690000000000006608e+00	1.685401006021918372e-15
5.700000000000006395e+00	1.179043156032720243e-15
5.710000000000007070e+00	8.231165379249215874e-16
5.720000000000006857e+00	5.734533016517743305e-16
5.730000000000006644e+00	3.986941136906023482e-16
5.740000000000007319e+00	2.766218997306037045e-16
5.750000000000007105e+00	1.915306131666294139e-16
5.760000000000006892e+00	1.323410808717271438e-16
5.770000000000006679e+00	9.125484476560788578e-17
5.780000000000006466e+00	6.279454182437800826e-17
5.790000000000007141e+00	4.312136612913931009e-17
5.800000000000006928e+00	2.955069608240442852e-17
5.810000000000006715e+00	2.020912210358420365e-17
5.820000000000007390e+00	1.379213976184918790e-17
5.830000000000007176e+00	9.393344734045382216e-18
5.840000000000006963e+00	6.384299101059994219e-18
5.850000000000006750e+00	4.330225215738293197e-18
5.860000000000006537e+00	2.930974114776226083e-18
5.870000000000007212e+00	1.979783336065524544e-18
5.880000000000006999e+00	1.334527336481748769e-18
5.890000000000006786e+00	8.977209456950200122e-19
5.900000000000007461e+00	6.026418156516327609e-19
5.910000000000007248e+00	4.037208093306933582e-19
5.920000000000007034e+00	2.699025098150924965e-19
5.930000000000006821e+00	1.800680140875603132e-19
5.940000000000006608e+00	1.198864332795191750e-19
5.950000000000007283e+00	7.965394086962926287e-20
5.960000000000007070e+00	5.281389623949074179e-20
5.970000000000006857e+00	3.494562500234301208e-20
5.980000000000007532e+00	2.307496398363114110e-20
5.990000000000007319e+00	1.520522386689588074e-20
