X	y
-2.699999999999984635e-01	2.646973407659519123e-11
-2.599999999999984546e-01	3.603088756764786683e-11
-2.499999999999984457e-01	4.894751129665948689e-11
-2.399999999999984368e-01	6.636152565701018542e-11
-2.299999999999984279e-01	8.979083760164384027e-11
-2.199999999999984190e-01	1.212487929610229289e-10
-2.099999999999984102e-01	1.634001287816212578e-10
-1.999999999999984013e-01	2.197641096153889130e-10
-1.899999999999983924e-01	2.949785123424167065e-10
-1.799999999999983835e-01	3.951418920962635818e-10
-1.699999999999983746e-01	5.282563123256250090e-10
-1.599999999999983658e-01	7.047986948992883449e-10
-1.499999999999983569e-01	9.384564354920713672e-10
-1.399999999999983480e-01	1.247072294465021873e-09
-1.299999999999983391e-01	1.653855251368339799e-09
-1.199999999999983302e-01	2.188928532635104688e-09
-1.099999999999983213e-01	2.891304028561246810e-09
-9.999999999999831246e-02	3.811394580320574405e-09
-8.999999999999830358e-02	5.014203068679802517e-09
-7.999999999999829470e-02	6.583360983560516770e-09
-6.999999999999828582e-02	8.626230520938022132e-09
-5.999999999999827693e-02	1.128033481193780271e-08
-4.999999999999826805e-02	1.472144249661384885e-08
-3.999999999999825917e-02	1.917370770075846966e-08
-2.999999999999825029e-02	2.492235712628514571e-08
-1.999999999999824141e-02	3.232952542442451588e-08
-9.999999999998232525e-03	4.185397177594679188e-08
1.776356839400250465e-15	5.407556869496100806e-08
1.000000000000156319e-02	6.972564316031473680e-08
2.000000000000179412e-02	8.972447560392989142e-08
3.000000000000202505e-02	1.152275301460725327e-07
4.000000000000181188e-02	1.476823066860231113e-07
5.000000000000159872e-02	1.888980798483426691e-07
6.000000000000182965e-02	2.411312301223295083e-07
7.000000000000206057e-02	3.071893886008515462e-07
8.000000000000184741e-02	3.905582193682424082e-07
9.000000000000163425e-02	4.955553647363517241e-07
1.000000000000018652e-01	6.275168912098794070e-07
1.100000000000020961e-01	7.930225123803637415e-07
1.200000000000018829e-01	1.000166944030262919e-06
1.300000000000016698e-01	1.258885982632286274e-06
1.400000000000019007e-01	1.581347307998274684e-06
1.500000000000021316e-01	1.982417611493989935e-06
1.600000000000019185e-01	2.480219460729669184e-06
1.700000000000017053e-01	3.096793347662580773e-06
1.800000000000019362e-01	3.858882646831160779e-06
1.900000000000021672e-01	4.798861750192566450e-06
2.000000000000019540e-01	5.955830459309634865e-06
2.100000000000017408e-01	7.376900816562025038e-06
2.200000000000019718e-01	9.118705953471087044e-06
2.300000000000022027e-01	1.124916423064281146e-05
2.400000000000019895e-01	1.384953593930392659e-05
2.500000000000017764e-01	1.701681412126027559e-05
2.600000000000020073e-01	2.086649562655033599e-05
2.700000000000022382e-01	2.553578334068397368e-05
2.800000000000020250e-01	3.118727553950383622e-05
2.900000000000018119e-01	3.801320351984748301e-05
3.000000000000020428e-01	4.624028394419702354e-05
3.100000000000022737e-01	5.613525764693958072e-05
3.200000000000020606e-01	6.801119188033471065e-05
3.300000000000018474e-01	8.223462801188334060e-05
3.400000000000020783e-01	9.923366138273937744e-05
3.500000000000023093e-01	1.195070442383160602e-04
3.600000000000020961e-01	1.436344061637421122e-04
3.700000000000018829e-01	1.722876890915844112e-04
3.800000000000021139e-01	2.062438954675979100e-04
3.900000000000023448e-01	2.463992483103307493e-04
4.000000000000021316e-01	2.937848604096779176e-04
4.100000000000019185e-01	3.495840064871584725e-04
4.200000000000021494e-01	4.151510864810655779e-04
4.300000000000023803e-01	4.920323599063165495e-04
4.400000000000021672e-01	5.819885201502841441e-04
4.500000000000019540e-01	6.870191632817799999e-04
4.600000000000021849e-01	8.093891881597716029e-04
4.700000000000024158e-01	9.516571430383710369e-04
4.800000000000022027e-01	1.116705508210330544e-03
4.900000000000019895e-01	1.307772874287469692e-03
5.000000000000022204e-01	1.528487941309244124e-03
5.100000000000024514e-01	1.782905224891027018e-03
5.200000000000022382e-01	2.075542312040208875e-03
5.300000000000020250e-01	2.411418461141284254e-03
5.400000000000022560e-01	2.796094288107203729e-03
5.500000000000024869e-01	3.235712224098059083e-03
5.600000000000022737e-01	3.737037369936354030e-03
5.700000000000020606e-01	4.307498308958720469e-03
5.800000000000022915e-01	4.955227374247883967e-03
5.900000000000025224e-01	5.689099798854951352e-03
6.000000000000023093e-01	6.518771109781167257e-03
6.100000000000020961e-01	7.454712059334026031e-03
6.200000000000023270e-01	8.508240322357607868e-03
6.300000000000025580e-01	9.691548126264847018e-03
6.400000000000023448e-01	1.101772492440976359e-02
6.500000000000021316e-01	1.250077417388912628e-02
6.600000000000023626e-01	1.415562323821146183e-02
6.700000000000025935e-01	1.599812540533305724e-02
6.800000000000023803e-01	1.804505299428591295e-02
6.900000000000021672e-01	2.031408052094755765e-02
7.000000000000023981e-01	2.282375690730825343e-02
7.100000000000026290e-01	2.559346575065257756e-02
7.200000000000024158e-01	2.864337272100411086e-02
7.300000000000022027e-01	3.199435922837978730e-02
7.400000000000024336e-01	3.566794159699243627e-02
7.500000000000026645e-01	3.968617510232252260e-02
7.600000000000024514e-01	4.407154236935927061e-02
7.700000000000022382e-01	4.884682579626024868e-02
7.800000000000024691e-01	5.403496385668427049e-02
7.900000000000027001e-01	5.965889134507664643e-02
8.000000000000024869e-01	6.574136386063778037e-02
8.100000000000022737e-01	7.230476707540244019e-02
8.200000000000025047e-01	7.937091159705064736e-02
8.300000000000027356e-01	8.696081451441972643e-02
8.400000000000025224e-01	9.509446899928637731e-02
8.500000000000023093e-01	1.037906036274001964e-01
8.600000000000025402e-01	1.130664333700878710e-01
8.700000000000027711e-01	1.229374044896756890e-01
8.800000000000025580e-01	1.334169358418749729e-01
8.900000000000023448e-01	1.445161593402455869e-01
9.000000000000025757e-01	1.562436625659367473e-01
9.100000000000028066e-01	1.686052367041081246e-01
9.200000000000025935e-01	1.816036331509342794e-01
9.300000000000023803e-01	1.952383322562994961e-01
9.400000000000026112e-01	2.095053277421133620e-01
9.500000000000028422e-01	2.243969303600119036e-01
9.600000000000026290e-01	2.399015943212238489e-01
9.700000000000024158e-01	2.560037699425117275e-01
9.800000000000026468e-01	2.726837858033423490e-01
9.900000000000028777e-01	2.899177634997460173e-01
1.000000000000002665e+00	3.076775678098872535e-01
1.010000000000002451e+00	3.259307947565108776e-01
1.020000000000002682e+00	3.446407996648174765e-01
1.030000000000002913e+00	3.637667668748118532e-01
1.040000000000002700e+00	3.832638222799112926e-01
1.050000000000002487e+00	4.030831893348554851e-01
1.060000000000002718e+00	4.231723886132870427e-01
1.070000000000002949e+00	4.434754804070407674e-01
1.080000000000002736e+00	4.639333492546877102e-01
1.090000000000002522e+00	4.844840286760216941e-01
1.100000000000002753e+00	5.050630637826570846e-01
1.110000000000002984e+00	5.256039088433869244e-01
1.120000000000002771e+00	5.460383563174466826e-01
1.130000000000002558e+00	5.662969933399647493e-01
1.140000000000002789e+00	5.863096811621262283e-01
1.150000000000003020e+00	6.060060526235759859e-01
1.160000000000002807e+00	6.253160223753070346e-01
1.170000000000002593e+00	6.441703042854629579e-01
1.180000000000002824e+00	6.625009302548060530e-01
1.190000000000003055e+00	6.802417645481905195e-01
1.200000000000002842e+00	6.973290077168154966e-01
1.210000000000002629e+00	7.137016842453552945e-01
1.220000000000002860e+00	7.293021082084336637e-01
1.230000000000003091e+00	7.440763214608411280e-01
1.240000000000002878e+00	7.579744992121628666e-01
1.250000000000002665e+00	7.709513182440831391e-01
1.260000000000002895e+00	7.829662835110126062e-01
1.270000000000003126e+00	7.939840094140150351e-01
1.280000000000002913e+00	8.039744526446095385e-01
1.290000000000002700e+00	8.129130941489169926e-01
1.300000000000002931e+00	8.207810684520679967e-01
1.310000000000003162e+00	8.275652392960632930e-01
1.320000000000002949e+00	8.332582212689428891e-01
1.330000000000002736e+00	8.378583478265241302e-01
1.340000000000002967e+00	8.413695868178655557e-01
1.350000000000003197e+00	8.438014053098379375e-01
1.360000000000002984e+00	8.451685861533990707e-01
1.370000000000002771e+00	8.454909993336980900e-01
1.380000000000003002e+00	8.447933316886468980e-01
1.390000000000003233e+00	8.431047790575787459e-01
1.400000000000003020e+00	8.404587053264227503e-01
1.410000000000002807e+00	8.368922731628778422e-01
1.420000000000003038e+00	8.324460514807305866e-01
1.430000000000003268e+00	8.271636048343810055e-01
1.440000000000003055e+00	8.210910700225046988e-01
1.450000000000002842e+00	8.142767251743873169e-01
1.460000000000003073e+00	8.067705565066615181e-01
1.470000000000003304e+00	7.986238277758315185e-01
1.480000000000003091e+00	7.898886572184761201e-01
1.490000000000002878e+00	7.806176064729767328e-01
1.500000000000003109e+00	7.708632856213790685e-01
1.510000000000003340e+00	7.606779780860127849e-01
1.520000000000003126e+00	7.501132886715995429e-01
1.530000000000002913e+00	7.392198175690805062e-01
1.540000000000003144e+00	7.280468626419015488e-01
1.550000000000003375e+00	7.166421518083213593e-01
1.560000000000003162e+00	7.050516068239495171e-01
1.570000000000002949e+00	6.933191392659833197e-01
1.580000000000003180e+00	6.814864790328404309e-01
1.590000000000003411e+00	6.695930352078751646e-01
1.600000000000003197e+00	6.576757887003259473e-01
1.610000000000002984e+00	6.457692156766597913e-01
1.620000000000003215e+00	6.339052404358933579e-01
1.630000000000003446e+00	6.221132160672389055e-01
1.640000000000003233e+00	6.104199309604032564e-01
1.650000000000003020e+00	5.988496390197967090e-01
1.660000000000003251e+00	5.874241112645206542e-01
1.670000000000003482e+00	5.761627063760620393e-01
1.680000000000003268e+00	5.650824576838390234e-01
1.690000000000003055e+00	5.541981740531957135e-01
1.700000000000003286e+00	5.435225521581003028e-01
1.710000000000003517e+00	5.330662976783927531e-01
1.720000000000003304e+00	5.228382530547722729e-01
1.730000000000003091e+00	5.128455295594612773e-01
1.740000000000003322e+00	5.030936415918174642e-01
1.750000000000003553e+00	4.935866412812181525e-01
1.760000000000003340e+00	4.843272516692703755e-01
1.770000000000003126e+00	4.753169969448747811e-01
1.780000000000003357e+00	4.665563284141286959e-01
1.790000000000003588e+00	4.580447450978393786e-01
1.800000000000003375e+00	4.497809080583826669e-01
1.810000000000003162e+00	4.417627477609119557e-01
1.820000000000003393e+00	4.339875639680250696e-01
1.830000000000003624e+00	4.264521178490960351e-01
1.840000000000003411e+00	4.191527161530641532e-01
1.850000000000003197e+00	4.120852874447318848e-01
1.860000000000003428e+00	4.052454505380974070e-01
1.870000000000003659e+00	3.986285753751026562e-01
1.880000000000003446e+00	3.922298366940569769e-01
1.890000000000003233e+00	3.860442609089144717e-01
1.900000000000003464e+00	3.800667666790406574e-01
1.910000000000003695e+00	3.742921996899596926e-01
1.920000000000003482e+00	3.687153621899779132e-01
1.930000000000003268e+00	3.633310378369087323e-01
1.940000000000003499e+00	3.581340124050461649e-01
1.950000000000003730e+00	3.531190908867539169e-01
1.960000000000003517e+00	3.482811114974301292e-01
1.970000000000003304e+00	3.436149570589975277e-01
1.980000000000003535e+00	3.391155641973828683e-01
1.990000000000003766e+00	3.347779307453954689e-01
2.000000000000003553e+00	3.305971216957740988e-01
2.010000000000003340e+00	3.265682740014347329e-01
2.020000000000003126e+00	3.226866004725694181e-01
2.030000000000003801e+00	3.189473929744461311e-01
2.040000000000003588e+00	3.153460250865281478e-01
2.050000000000003375e+00	3.118779543437835700e-01
2.060000000000004050e+00	3.085387241453639295e-01
2.070000000000003837e+00	3.053239653847041324e-01
2.080000000000003624e+00	3.022293978287228233e-01
2.090000000000003411e+00	2.992508312523813885e-01
2.100000000000003197e+00	2.963841663182547048e-01
2.110000000000003872e+00	2.936253951787711203e-01
2.120000000000003659e+00	2.909706017712484494e-01
2.130000000000003446e+00	2.884159617721409608e-01
2.140000000000004121e+00	2.859577421768486616e-01
2.150000000000003908e+00	2.835923004742740283e-01
2.160000000000003695e+00	2.813160833907105141e-01
2.170000000000003482e+00	2.791256251849542624e-01
2.180000000000003268e+00	2.770175454852782937e-01
2.190000000000003944e+00	2.749885466686337598e-01
2.200000000000003730e+00	2.730354107926029616e-01
2.210000000000003517e+00	2.711549961008885568e-01
2.220000000000004192e+00	2.693442331331207806e-01
2.230000000000003979e+00	2.676001204791190191e-01
2.240000000000003766e+00	2.659197202263212101e-01
2.250000000000003553e+00	2.643001531566001039e-01
2.260000000000003340e+00	2.627385937550509865e-01
2.270000000000004015e+00	2.612322650984417183e-01
2.280000000000003801e+00	2.597784336948071870e-01
2.290000000000003588e+00	2.583744043481591701e-01
2.300000000000004263e+00	2.570175151234692090e-01
2.310000000000004050e+00	2.557051324870369680e-01
2.320000000000003837e+00	2.544346466960925035e-01
2.330000000000003624e+00	2.532034675091437981e-01
2.340000000000003411e+00	2.520090202851841821e-01
2.350000000000004086e+00	2.508487425355468980e-01
2.360000000000003872e+00	2.497200809870304683e-01
2.370000000000003659e+00	2.486204892089484142e-01
2.380000000000004334e+00	2.475474258501550728e-01
2.390000000000004121e+00	2.464983535248692070e-01
2.400000000000003908e+00	2.454707383783843733e-01
2.410000000000003695e+00	2.444620503555980096e-01
2.420000000000003482e+00	2.434697641867844820e-01
2.430000000000004157e+00	2.424913610962713961e-01
2.440000000000003944e+00	2.415243312307580326e-01
2.450000000000003730e+00	2.405661767949969221e-01
2.460000000000004405e+00	2.396144158736150387e-01
2.470000000000004192e+00	2.386665869090073000e-01
2.480000000000003979e+00	2.377202537966683349e-01
2.490000000000003766e+00	2.367730115511339217e-01
2.500000000000003553e+00	2.358224924879950279e-01
2.510000000000004228e+00	2.348663728603506140e-01
2.520000000000004015e+00	2.339023798817116417e-01
2.530000000000003801e+00	2.329282990618388172e-01
2.540000000000004476e+00	2.319419817774233117e-01
2.550000000000004263e+00	2.309413529959541134e-01
2.560000000000004050e+00	2.299244190686526301e-01
2.570000000000003837e+00	2.288892755070457696e-01
2.580000000000003624e+00	2.278341146575627307e-01
2.590000000000004299e+00	2.267572331895686411e-01
2.600000000000004086e+00	2.256570393143765285e-01
2.610000000000003872e+00	2.245320596559935988e-01
2.620000000000004547e+00	2.233809456985986486e-01
2.630000000000004334e+00	2.222024797408602703e-01
2.640000000000004121e+00	2.209955802931334590e-01
2.650000000000003908e+00	2.197593068601140232e-01
2.660000000000003695e+00	2.184928640586109583e-01
2.670000000000004370e+00	2.171956050274753136e-01
2.680000000000004157e+00	2.158670340943488752e-01
2.690000000000003944e+00	2.145068086715076205e-01
2.700000000000004619e+00	2.131147403606447888e-01
2.710000000000004405e+00	2.116907952537372961e-01
2.720000000000004192e+00	2.102350934241550284e-01
2.730000000000003979e+00	2.087479076087550567e-01
2.740000000000003766e+00	2.072296610878296697e-01
2.750000000000004441e+00	2.056809247754174952e-01
2.760000000000004228e+00	2.041024135376141579e-01
2.770000000000004015e+00	2.024949817611715608e-01
2.780000000000004690e+00	2.008596181988995810e-01
2.790000000000004476e+00	1.991974401222141033e-01
2.800000000000004263e+00	1.975096868147204754e-01
2.810000000000004050e+00	1.957977124440370698e-01
2.820000000000003837e+00	1.940629783522541951e-01
2.830000000000004512e+00	1.923070448085675843e-01
2.840000000000004299e+00	1.905315622707998702e-01
2.850000000000004086e+00	1.887382622057755255e-01
2.860000000000004761e+00	1.869289475219287899e-01
2.870000000000004547e+00	1.851054826710643031e-01
2.880000000000004334e+00	1.832697834798878711e-01
2.890000000000004121e+00	1.814238067757424078e-01
2.900000000000003908e+00	1.795695398748387295e-01
2.910000000000004583e+00	1.777089900051015692e-01
2.920000000000004370e+00	1.758441737394201565e-01
2.930000000000004157e+00	1.739771065184619325e-01
2.940000000000004832e+00	1.721097923451715139e-01
2.950000000000004619e+00	1.702442137353910867e-01
2.960000000000004405e+00	1.683823220106072660e-01
2.970000000000004192e+00	1.665260280194711118e-01
2.980000000000003979e+00	1.646771933742526284e-01
2.990000000000004654e+00	1.628376222867137513e-01
3.000000000000004441e+00	1.610090540848410356e-01
3.010000000000004228e+00	1.591931564874177474e-01
3.020000000000004903e+00	1.573915197074695349e-01
3.030000000000004690e+00	1.556056514481800879e-01
3.040000000000004476e+00	1.538369728459845764e-01
3.050000000000004263e+00	1.520868154052498755e-01
3.060000000000004050e+00	1.503564189573897980e-01
3.070000000000004725e+00	1.486469306645573363e-01
3.080000000000004512e+00	1.469594050744312264e-01
3.090000000000004299e+00	1.452948052182453931e-01
3.100000000000004974e+00	1.436540047293891897e-01
3.110000000000004761e+00	1.420377909448682363e-01
3.120000000000004547e+00	1.404468689369435253e-01
3.130000000000004334e+00	1.388818664076770237e-01
3.140000000000004121e+00	1.373433393651229129e-01
3.150000000000004796e+00	1.358317784868602607e-01
3.160000000000004583e+00	1.343476160646681350e-01
3.170000000000004370e+00	1.328912334136435613e-01
3.180000000000005045e+00	1.314629686201913561e-01
3.190000000000004832e+00	1.300631244961815980e-01
3.200000000000004619e+00	1.286919766013790989e-01
3.210000000000004405e+00	1.273497811930543455e-01
3.220000000000004192e+00	1.260367829605499590e-01
3.230000000000004867e+00	1.247532224035416831e-01
3.240000000000004654e+00	1.234993427157640294e-01
3.250000000000004441e+00	1.222753960410106200e-01
3.260000000000005116e+00	1.210816489752160330e-01
3.270000000000004903e+00	1.199183871972200471e-01
3.280000000000004690e+00	1.187859191213226501e-01
3.290000000000004476e+00	1.176845784767651254e-01
3.300000000000004263e+00	1.166147257326696357e-01
3.310000000000004938e+00	1.155767483015552183e-01
3.320000000000004725e+00	1.145710594701284529e-01
3.330000000000004512e+00	1.135980960224366454e-01
3.340000000000005187e+00	1.126583145374892847e-01
3.350000000000004974e+00	1.117521863608881005e-01
3.360000000000004761e+00	1.108801912677076923e-01
3.370000000000004547e+00	1.100428098516256642e-01
3.380000000000004334e+00	1.092405146929696647e-01
3.390000000000005009e+00	1.084737603757396779e-01
3.400000000000004796e+00	1.077429724406351597e-01
3.410000000000004583e+00	1.070485353774973253e-01
3.420000000000005258e+00	1.063907797762307511e-01
3.430000000000005045e+00	1.057699687700291852e-01
3.440000000000004832e+00	1.051862839184723730e-01
3.450000000000004619e+00	1.046398106906196862e-01
3.460000000000004405e+00	1.041305237194855571e-01
3.470000000000005080e+00	1.036582720090598042e-01
3.480000000000004867e+00	1.032227642832542064e-01
3.490000000000004654e+00	1.028235546726083693e-01
3.500000000000005329e+00	1.024600289392071234e-01
3.510000000000005116e+00	1.021313914428769731e-01
3.520000000000004903e+00	1.018366530522465951e-01
3.530000000000004690e+00	1.015746202025658712e-01
3.540000000000004476e+00	1.013438852981842081e-01
3.550000000000005151e+00	1.011428186512215444e-01
3.560000000000004938e+00	1.009695621391703269e-01
3.570000000000004725e+00	1.008220247529085511e-01
3.580000000000005400e+00	1.006978801928910261e-01
3.590000000000005187e+00	1.005945666551251588e-01
3.600000000000004974e+00	1.005092889300111952e-01
3.610000000000004761e+00	1.004390229163007187e-01
3.620000000000004547e+00	1.003805226294536002e-01
3.630000000000005222e+00	1.003303297586987941e-01
3.640000000000005009e+00	1.002847858003424880e-01
3.650000000000004796e+00	1.002400467665485462e-01
3.660000000000005471e+00	1.001921004392255787e-01
3.670000000000005258e+00	1.001367861080885158e-01
3.680000000000005045e+00	1.000698167007763734e-01
3.690000000000004832e+00	9.998680318146228874e-02
3.700000000000004619e+00	9.988328106308341781e-02
3.710000000000005294e+00	9.975473884756726195e-02
3.720000000000005080e+00	9.959664817866531461e-02
3.730000000000004867e+00	9.940449546366372791e-02
