# Y X drop drop_diff a0 a1
4.264705882352941124e+00 1.176470588235294157e+00 -8.445927035520828241e-04 -1.177315180938846240e+00 1.113056800583090283e-01 7.694646743760992225e-01
4.411764705882353255e+00 1.176470588235294157e+00 -8.930895672467631385e-04 -1.177363677802540920e+00 9.176811577085923488e-02 7.862353695848171009e-01
4.558823529411764497e+00 1.176470588235294157e+00 -2.416757267871272319e-04 -1.176712263962081284e+00 7.510977565881306328e-02 8.015829611330141935e-01
4.705882352941176627e+00 1.176470588235294157e+00 -4.500648552214769893e-04 -1.176920653090515634e+00 6.130811388654117122e-02 8.153670656737800337e-01
4.852941176470588758e+00 1.176470588235294157e+00 -4.863028435180272169e-04 -1.176956891078812184e+00 4.999783950498219026e-02 8.275194264695602264e-01
5.000000000000000000e+00 1.176470588235294157e+00 4.280860500069927355e-04 -1.176042502185287164e+00 4.088800593762096508e-02 8.382223805793669325e-01
0.000000000000000000e+00 1.323529411764705843e+00 4.874446962404022088e-04 -1.323041967068465441e+00 1.959846827047904139e-01 4.209389062321809982e-01
1.470588235294117696e-01 1.323529411764705843e+00 -8.092470161427112174e-04 -1.324338658780848554e+00 2.180599515090778651e-01 4.652893920571791742e-01
2.941176470588235392e-01 1.323529411764705843e+00 3.198035975371382733e-05 -1.323497431404952129e+00 2.383164362679881521e-01 5.026592433138205029e-01
4.411764705882352811e-01 1.323529411764705843e+00 -8.679959022599437191e-04 -1.324397407666965787e+00 2.563510659217624332e-01 5.332120458800013729e-01
5.882352941176470784e-01 1.323529411764705843e+00 -1.587769013332129830e-03 -1.325117180778037973e+00 2.723224754615620191e-01 5.568552333722134318e-01
7.352941176470588758e-01 1.323529411764705843e+00 4.901225361388927837e-04 -1.323039289228566950e+00 2.865409178899275267e-01 5.744950583860073401e-01
8.823529411764705621e-01 1.323529411764705843e+00 -7.696731505713039212e-04 -1.324299084915277147e+00 2.989671026921093544e-01 5.870085270828098167e-01
1.029411764705882470e+00 1.323529411764705843e+00 -3.816330877530749177e-04 -1.323911044852458918e+00 3.102861025351534296e-01 5.951012113506345402e-01
1.176470588235294157e+00 1.323529411764705843e+00 -4.031092531904256759e-04 -1.323932521017896269e+00 3.197427743534520528e-01 6.005709795620799429e-01
1.323529411764705843e+00 1.323529411764705843e+00 2.223502558160728171e-04 -1.323307061508889770e+00 3.280904298631895366e-01 6.035546742422976951e-01
1.470588235294117752e+00 1.323529411764705843e+00 6.502685286309262125e-04 -1.322879143236074917e+00 3.349651575964140426e-01 6.051017357588475143e-01
1.617647058823529438e+00 1.323529411764705843e+00 2.883088422163115894e-04 -1.323241102922489532e+00 3.400239500672967985e-01 6.061262720435344198e-01
1.764705882352941124e+00 1.323529411764705843e+00 -8.573174584314280366e-04 -1.324386729223137271e+00 3.432095928477840174e-01 6.071450652858461083e-01
1.911764705882353033e+00 1.323529411764705843e+00 7.145742825551693045e-04 -1.322814837482150674e+00 3.442973802508521586e-01 6.086891112230067291e-01
2.058823529411764941e+00 1.323529411764705843e+00 -7.672072597220136458e-07 -1.323530178971965565e+00 3.430221081821469564e-01 6.112394496170702185e-01
2.205882352941176627e+00 1.323529411764705843e+00 2.636245354874500180e-04 -1.323265787229218393e+00 3.389173121667830024e-01 6.154382882282490863e-01
2.352941176470588314e+00 1.323529411764705843e+00 6.257053668097256605e-04 -1.322903706397896118e+00 3.319023408927342378e-01 6.214358001838269363e-01
2.500000000000000000e+00 1.323529411764705843e+00 -3.717232799684833111e-04 -1.323901135044674326e+00 3.220908570226921896e-01 6.292216594391092377e-01
2.647058823529411686e+00 1.323529411764705843e+00 -7.045624319337306929e-04 -1.324233974196639574e+00 3.092272635049169160e-01 6.390056872522225095e-01
2.794117647058823817e+00 1.323529411764705843e+00 5.016225975231769496e-04 -1.323027789167182666e+00 2.930659301592525856e-01 6.511861794211826204e-01
2.941176470588235503e+00 1.323529411764705843e+00 -5.483876643144203200e-04 -1.324077799429020263e+00 2.743729373659394288e-01 6.649891070889175637e-01
3.088235294117647189e+00 1.323529411764705843e+00 -4.784465335394560981e-04 -1.324007858298245299e+00 2.531123152315394309e-01 6.805974771488040309e-01
3.235294117647058876e+00 1.323529411764705843e+00 -7.965671568430643390e-04 -1.324325978921548908e+00 2.302406462323847713e-01 6.972383465021837479e-01
3.382352941176470562e+00 1.323529411764705843e+00 4.631815585312004657e-04 -1.323066230206174643e+00 2.060739909084221277e-01 7.147158559497894803e-01
3.529411764705882248e+00 1.323529411764705843e+00 4.420003705456476695e-04 -1.323087411394160195e+00 1.817330958642101035e-01 7.323115299685619695e-01
3.676470588235294379e+00 1.323529411764705843e+00 -6.710021193965243214e-04 -1.324200413884102367e+00 1.578177423858980466e-01 7.496179337698459788e-01
3.823529411764706065e+00 1.323529411764705843e+00 -1.205328665718541359e-03 -1.324734740430424385e+00 1.349677325923222815e-01 7.665274792491232336e-01
3.970588235294117752e+00 1.323529411764705843e+00 5.121914523016357634e-04 -1.323017220312404207e+00 1.139868725531708177e-01 7.821886700959899130e-01
4.117647058823529882e+00 1.323529411764705843e+00 -4.458671394000912613e-04 -1.323975278904105934e+00 9.512493397732335598e-02 7.966099258535335181e-01
4.264705882352941124e+00 1.323529411764705843e+00 8.614907820594375210e-04 -1.322667920982646406e+00 7.861466406485771719e-02 8.097731683574709294e-01
4.411764705882353255e+00 1.323529411764705843e+00 -5.349944737518264049e-04 -1.324064406238457670e+00 6.459077928745084185e-02 8.212930785157410707e-01
4.558823529411764497e+00 1.323529411764705843e+00 2.853965929738855323e-05 -1.323500872105408455e+00 5.280822013483067734e-02 8.315495496126739106e-01
4.705882352941176627e+00 1.323529411764705843e+00 -7.187341811953906756e-05 -1.323601285182825382e+00 4.318376112925258886e-02 8.401952463656855441e-01
4.852941176470588758e+00 1.323529411764705843e+00 -2.635318052761626006e-04 -1.323792943569982006e+00 3.536581239843280405e-02 8.474482098767244231e-01
5.000000000000000000e+00 1.323529411764705843e+00 -3.146886477960464390e-04 -1.323844100412501890e+00 2.912813977179116998e-02 8.531698274347496724e-01
0.000000000000000000e+00 1.470588235294117752e+00 -2.338309966605223167e-04 -1.470822066290778274e+00 1.799277503228892683e-01 4.347476890408409345e-01
1.470588235294117696e-01 1.470588235294117752e+00 -4.887350797564415927e-04 -1.471076970373874193e+00 1.986963219314375473e-01 4.791600964905766702e-01
2.941176470588235392e-01 1.470588235294117752e+00 -7.311178014084429577e-04 -1.471319353095526195e+00 2.151627184083319544e-01 5.174956703052036033e-01
4.411764705882352811e-01 1.470588235294117752e+00 8.155714210178466317e-05 -1.470506678152015967e+00 2.296674010202664762e-01 5.495191525682370237e-01
5.882352941176470784e-01 1.470588235294117752e+00 -8.762690582342358425e-04 -1.471464504352351987e+00 2.424759858323248252e-01 5.749808226498461794e-01
7.352941176470588758e-01 1.470588235294117752e+00 2.698440961057535503e-04 -1.470318391198011998e+00 2.533770769089378483e-01 5.950797573456297895e-01
8.823529411764705621e-01 1.470588235294117752e+00 1.041152205123241359e-03 -1.469547083088994510e+00 2.624220884223934513e-01 6.109363955937515689e-01
1.029411764705882470e+00 1.470588235294117752e+00 -2.369801835631069054e-04 -1.470825215477680858e+00 2.699754968799243926e-01 6.230819566765153361e-01
1.176470588235294157e+00 1.470588235294117752e+00 -1.931617286587972160e-04 -1.470781397022776549e+00 2.762175787624506773e-01 6.322352102227941639e-01
1.323529411764705843e+00 1.470588235294117752e+00 -8.381265632519951936e-04 -1.471426361857369747e+00 2.806625849983900300e-01 6.396172633433733212e-01
1.470588235294117752e+00 1.470588235294117752e+00 -7.445832213348602124e-04 -1.471332818515452612e+00 2.837548121299928727e-01 6.455189852930319772e-01
1.617647058823529438e+00 1.470588235294117752e+00 -8.660718922337551362e-05 -1.470674842483341127e+00 2.851244233924048466e-01 6.508652082471013678e-01
1.764705882352941124e+00 1.470588235294117752e+00 1.864448698527532144e-04 -1.470401790424264998e+00 2.846153576691103360e-01 6.561114371103067278e-01
1.911764705882353033e+00 1.470588235294117752e+00 4.671272039429297251e-04 -1.470121108090174822e+00 2.820997760318305070e-01 6.617383722407014224e-01
2.058823529411764941e+00 1.470588235294117752e+00 4.917929225916051195e-04 -1.470096442371526146e+00 2.775563689880222729e-01 6.680159284388869079e-01
2.205882352941176627e+00 1.470588235294117752e+00 2.677994151458751304e-04 -1.470320435878971876e+00 2.707547670393899986e-01 6.752944455311812311e-01
2.352941176470588314e+00 1.470588235294117752e+00 -7.986790292453527229e-04 -1.471386914323363104e+00 2.614930848372906125e-01 6.839570127157605928e-01
2.500000000000000000e+00 1.470588235294117752e+00 -1.596005385982035563e-04 -1.470747835832715955e+00 2.499480934228368312e-01 6.938369860603549322e-01
2.647058823529411686e+00 1.470588235294117752e+00 -3.725172451685132557e-05 -1.470625487018634603e+00 2.360023763639950700e-01 7.052052690746051233e-01
2.794117647058823817e+00 1.470588235294117752e+00 -1.812549909170346751e-04 -1.470769490285034786e+00 2.203185266660873665e-01 7.174129464262350986e-01
2.941176470588235503e+00 1.470588235294117752e+00 6.504242803322402011e-04 -1.469937811013785511e+00 2.028961607132711564e-01 7.305277076837607408e-01
3.088235294117647189e+00 1.470588235294117752e+00 -1.056842016425640907e-03 -1.471645077310543392e+00 1.839997688601968107e-01 7.445796753716226180e-01
3.235294117647058876e+00 1.470588235294117752e+00 1.539836561077478905e-04 -1.470434251638010004e+00 1.646220497378052539e-01 7.586277966669306982e-01
3.382352941176470562e+00 1.470588235294117752e+00 -6.720504405310911977e-04 -1.471260285734648843e+00 1.449759982435171179e-01 7.726598090640292016e-01
3.529411764705882248e+00 1.470588235294117752e+00 8.571292431704957693e-04 -1.469731106050947256e+00 1.261642845166272286e-01 7.857151268864132065e-01
3.676470588235294379e+00 1.470588235294117752e+00 1.111523490979759998e-04 -1.470477082945019776e+00 1.080430776822673411e-01 7.982447444675077053e-01
3.823529411764706065e+00 1.470588235294117752e+00 -1.168093342447829031e-03 -1.471756328636565581e+00 9.153630604450276043e-02 8.094147487009254460e-01
3.970588235294117752e+00 1.470588235294117752e+00 6.938932641453732231e-05 -1.470518845967703214e+00 7.660870478345301049e-02 8.194699108909815344e-01
4.117647058823529882e+00 1.470588235294117752e+00 -5.534305367569380962e-04 -1.471141665830874690e+00 6.356075050201892562e-02 8.280825648871824596e-01
4.264705882352941124e+00 1.470588235294117752e+00 2.506148273286878947e-04 -1.470337620466789064e+00 5.239841689034523131e-02 8.353209909183801907e-01
4.411764705882353255e+00 1.470588235294117752e+00 -1.526282043582405379e-04 -1.470740863498475992e+00 4.304743107574907773e-02 8.411641753326072335e-01
4.558823529411764497e+00 1.470588235294117752e+00 -1.905297310735853955e-04 -1.470778765025191337e+00 3.528211993192131857e-02 8.457037000659131110e-01
4.705882352941176627e+00 1.470588235294117752e+00 1.342476701905015446e-03 -1.469245758592212736e+00 2.895972209937653849e-02 8.489325377644030279e-01
4.852941176470588758e+00 1.470588235294117752e+00 -6.549960892028305892e-04 -1.471243231383320582e+00 2.388790586625120019e-02 8.508494775791660691e-01
5.000000000000000000e+00 1.470588235294117752e+00 -3.952621969018910164e-04 -1.470983497491019643e+00 1.986613191382880297e-02 8.514469831167231773e-01
0.000000000000000000e+00 1.617647058823529438e+00 1.744642558154652079e-05 -1.617629612397947891e+00 1.608895560427749949e-01 4.514496938067688037e-01
1.470588235294117696e-01 1.617647058823529438e+00 5.610203355210785503e-06 -1.617641448620174227e+00 1.758032333517358659e-01 4.964937717030239450e-01
2.941176470588235392e-01 1.617647058823529438e+00 2.721838722066216576e-04 -1.617374874951322816e+00 1.886494846222502297e-01 5.358399246936044191e-01
4.411764705882352811e-01 1.617647058823529438e+00 3.575974776373058717e-04 -1.617289461345892132e+00 1.995001540803312545e-01 5.691027238604809968e-01
5.882352941176470784e-01 1.617647058823529438e+00 4.507988890469771803e-04 -1.617196259934482461e+00 2.084549554659527182e-01 5.968001028184189982e-01
7.352941176470588758e-01 1.617647058823529438e+00 -4.443187609586285447e-04 -1.618091377584488066e+00 2.155744663151825946e-01 6.196945910268254476e-01
8.823529411764705621e-01 1.617647058823529438e+00 -4.706010594635046118e-05 -1.617694118929475788e+00 2.211353037042402270e-01 6.385353470062191672e-01
1.029411764705882470e+00 1.617647058823529438e+00 -6.378489399372355706e-05 -1.617710843717523161e+00 2.251225036815264202e-01 6.540870593671640476e-01
1.176470588235294157e+00 1.617647058823529438e+00 -6.943947029891539557e-04 -1.618341453526518592e+00 2.275409492090927910e-01 6.673401547375527043e-01
1.323529411764705843e+00 1.617647058823529438e+00 -1.579044245691996196e-05 -1.617662849265986358e+00 2.288109082339910838e-01 6.782814050242302883e-01
1.470588235294117752e+00 1.617647058823529438e+00 -5.812827354600980101e-04 -1.618228341558989536e+00 2.281440195893547351e-01 6.883809871326984631e-01
1.617647058823529438e+00 1.617647058823529438e+00 -5.175459604660481716e-04 -1.618164604783995486e+00 2.264973014788760064e-01 6.971375021081972490e-01
1.764705882352941124e+00 1.617647058823529438e+00 -6.458749556910170497e-04 -1.618292933779220455e+00 2.229182095687272658e-01 7.059670887993937383e-01
1.911764705882353033e+00 1.617647058823529438e+00 -8.649828713636065203e-04 -1.618512041694893044e+00 2.178369153016795068e-01 7.145864693463386264e-01
2.058823529411764941e+00 1.617647058823529438e+00 -3.860869303142777653e-04 -1.618033145753843716e+00 2.109211141414310542e-01 7.236235349730367750e-01
2.205882352941176627e+00 1.617647058823529438e+00 -2.964611412108464350e-04 -1.617943519964740284e+00 2.024240769835229659e-01 7.329645223060886616e-01
2.352941176470588314e+00 1.617647058823529438e+00 1.625478133839841632e-04 -1.617484511010145454e+00 1.922178703648287357e-01 7.429488683774929658e-01
2.500000000000000000e+00 1.617647058823529438e+00 5.115801982165102402e-04 -1.617135478625312928e+00 1.805733970445440595e-01 7.533068946538103994e-01
2.647058823529411686e+00 1.617647058823529438e+00 -5.554682181077019720e-04 -1.618202527041637140e+00 1.677647990702116343e-01 7.638531081268837841e-01
2.794117647058823817e+00 1.617647058823529438e+00 -3.310898342245849335e-05 -1.617680167806951896e+00 1.538599479593646957e-01 7.747030399683018098e-01
2.941176470588235503e+00 1.617647058823529438e+00 3.771450215841465337e-04 -1.617269913801945291e+00 1.391389573194929952e-01 7.856305056534449438e-01
3.088235294117647189e+00 1.617647058823529438e+00 1.595800844669259533e-04 -1.617487478739062512e+00 1.243053485471091596e-01 7.959371990916525030e-01
3.235294117647058876e+00 1.617647058823529438e+00 5.698656909998156550e-04 -1.617077193132529622e+00 1.095451185000353017e-01 8.057430377816084954e-01
3.382352941176470562e+00 1.617647058823529438e+00 7.672177949904490646e-04 -1.616879841028538989e+00 9.518274599521860113e-02 8.147517013970462241e-01
3.529411764705882248e+00 1.617647058823529438e+00 -3.770730612195904996e-07 -1.617647435896590657e+00 8.168702168930801200e-02 8.226959268072512321e-01
3.676470588235294379e+00 1.617647058823529438e+00 -9.004015624931582806e-04 -1.618547460386022596e+00 6.933284990882675192e-02 8.291814291238897017e-01
3.823529411764706065e+00 1.617647058823529438e+00 -9.975857470421178874e-04 -1.618644644570571556e+00 5.821726127274372969e-02 8.344510089715789780e-01
3.970588235294117752e+00 1.617647058823529438e+00 -9.618185344673069181e-04 -1.618608877357996745e+00 4.846858973538211574e-02 8.382718217667073368e-01
4.117647058823529882e+00 1.617647058823529438e+00 -4.925841918888007598e-04 -1.618139643015418239e+00 4.013475691690156916e-02 8.408185657966488202e-01
4.264705882352941124e+00 1.617647058823529438e+00 -2.270061868083761425e-04 -1.617874065010337814e+00 3.309666764471454886e-02 8.418454872495185759e-01
4.411764705882353255e+00 1.617647058823529438e+00 6.900961329736610139e-05 -1.617578049210232072e+00 2.723758389970134738e-02 8.416507143279275960e-01
4.558823529411764497e+00 1.617647058823529438e+00 -3.481827604765452833e-04 -1.617995241584005983e+00 2.242858009689760457e-02 8.402854442544367419e-01
4.705882352941176627e+00 1.617647058823529438e+00 4.658660648499957091e-04 -1.617181192758679442e+00 1.858009478879591239e-02 8.376099133970453803e-01
4.852941176470588758e+00 1.617647058823529438e+00 -1.096656055581402001e-04 -1.617756724429087578e+00 1.547652482224343845e-02 8.339833781791542444e-01
5.000000000000000000e+00 1.617647058823529438e+00 -8.228304931063856742e-04 -1.618469889316635824e+00 1.302557362719981675e-02 8.291457871168422811e-01
0.000000000000000000e+00 1.764705882352941124e+00 -5.335440222746790084e-04 -1.765239426375215803e+00 1.404476467218228053e-01 4.703844193821368203e-01
1.470588235294117696e-01 1.764705882352941124e+00 -2.382118568551305771e-04 -1.764944094209796255e+00 1.515860039761250389e-01 5.163069076932578216e-01
2.941176470588235392e-01 1.764705882352941124e+00 -5.910070160020097774e-04 -1.765296889368943134e+00 1.605963587923014968e-01 5.565473557926481352e-01
4.411764705882352811e-01 1.764705882352941124e+00 6.955500545724468964e-05 -1.764636327347483880e+00 1.676453517071826160e-01 5.908727243314989552e-01
5.882352941176470784e-01 1.764705882352941124e+00 -2.575988809585538775e-04 -1.764963481233899678e+00 1.728647505425152109e-01 6.204171868401143763e-01
7.352941176470588758e-01 1.764705882352941124e+00 5.110522501041714349e-04 -1.764194830102836953e+00 1.765058549892611905e-01 6.456231527459563857e-01
8.823529411764705621e-01 1.764705882352941124e+00 -6.919934576170572171e-04 -1.765397875810558181e+00 1.785126569948916053e-01 6.671053247891017834e-01
1.029411764705882470e+00 1.764705882352941124e+00 -5.328815213188065059e-04 -1.765238763874259931e+00 1.793447910664568157e-01 6.854279798824719494e-01
1.176470588235294157e+00 1.764705882352941124e+00 5.317017371289090022e-04 -1.764174180615812215e+00 1.787443473432439311e-01 7.014953952757673195e-01
1.323529411764705843e+00 1.764705882352941124e+00 9.482033495535890921e-04 -1.763757679003387535e+00 1.768679999985055540e-01 7.156501673179345158e-01
1.470588235294117752e+00 1.764705882352941124e+00 2.997522092307303154e-04 -1.764406130143710394e+00 1.739280203810394387e-01 7.281680833182384571e-01
1.617647058823529438e+00 1.764705882352941124e+00 -3.658223841016550182e-04 -1.765071704737042779e+00 1.696838558787638618e-01 7.399357177928006513e-01
1.764705882352941124e+00 1.764705882352941124e+00 -6.205268557286647280e-04 -1.765326409208669789e+00 1.643284320725665049e-01 7.507278451821961518e-01
1.911764705882353033e+00 1.764705882352941124e+00 2.034812670737018436e-04 -1.764502401085867422e+00 1.577928595554698998e-01 7.611222135321359383e-01
2.058823529411764941e+00 1.764705882352941124e+00 -5.012876706360636092e-04 -1.765207170023577188e+00 1.501321697341717887e-01 7.711059504790260810e-01
2.205882352941176627e+00 1.764705882352941124e+00 -1.401822549174092103e-03 -1.766107704902115216e+00 1.415226107105010400e-01 7.808585954815095986e-01
2.352941176470588314e+00 1.764705882352941124e+00 -2.773464974932249305e-04 -1.764983228850434349e+00 1.319264555008820283e-01 7.903246005327635437e-01
2.500000000000000000e+00 1.764705882352941124e+00 -9.216775089293527401e-04 -1.765627559861870477e+00 1.217767336631629671e-01 7.993129693277857273e-01
2.647058823529411686e+00 1.764705882352941124e+00 1.362504880595416523e-04 -1.764569631864881583e+00 1.109500765903976838e-01 8.079695012341030491e-01
2.794117647058823817e+00 1.764705882352941124e+00 1.285702387585629936e-04 -1.764577312114182561e+00 1.000141557717432461e-01 8.158581797249980783e-01
2.941176470588235503e+00 1.764705882352941124e+00 -1.129878416510354810e-04 -1.764818870194592160e+00 8.903687212762914638e-02 8.229103927246271821e-01
3.088235294117647189e+00 1.764705882352941124e+00 -7.219649204028844025e-04 -1.765427847273344009e+00 7.826627254512269483e-02 8.290522805490891933e-01
3.235294117647058876e+00 1.764705882352941124e+00 1.285775023933677375e-04 -1.764577304850547756e+00 6.802221432890173669e-02 8.337390878758620394e-01
3.382352941176470562e+00 1.764705882352941124e+00 8.547980381501396607e-05 -1.764620402549126110e+00 5.842170441460112218e-02 8.372701608750031665e-01
3.529411764705882248e+00 1.764705882352941124e+00 -3.603869346462396095e-04 -1.765066269287587364e+00 4.966008501386108553e-02 8.393498308099538452e-01
3.676470588235294379e+00 1.764705882352941124e+00 -8.444207781015400371e-04 -1.765550303131042664e+00 4.186195200176392323e-02 8.399192972651132738e-01
3.823529411764706065e+00 1.764705882352941124e+00 4.118613743857579834e-04 -1.764294020978555366e+00 3.498801189844377019e-02 8.388784603380347038e-01
3.970588235294117752e+00 1.764705882352941124e+00 -9.353251288584107925e-04 -1.765641207481799535e+00 2.905786628420094914e-02 8.364323104935047493e-01
4.117647058823529882e+00 1.764705882352941124e+00 -3.762795920352335344e-04 -1.765082161944976358e+00 2.405916003887191221e-02 8.324359761549013914e-01
4.264705882352941124e+00 1.764705882352941124e+00 -2.756505990817448293e-04 -1.764981532952022869e+00 1.988652435354679865e-02 8.271948909271076289e-01
4.411764705882353255e+00 1.764705882352941124e+00 -1.097692401821337427e-04 -1.764815651593123258e+00 1.644767866636116099e-02 8.205802463201065100e-01
4.558823529411764497e+00 1.764705882352941124e+00 -3.192915381198258018e-04 -1.765025173891060950e+00 1.365654396756671961e-02 8.127357062209151772e-01
4.705882352941176627e+00 1.764705882352941124e+00 -1.171782421852674005e-03 -1.765877664774793798e+00 1.140187074985667300e-02 8.038542415399854146e-01
4.852941176470588758e+00 1.764705882352941124e+00 -6.375902064934546587e-04 -1.765343472559434579e+00 9.622600058628591815e-03 7.938713289841444753e-01
5.000000000000000000e+00 1.764705882352941124e+00 1.691248356023855592e-04 -1.764536757517338739e+00 8.208310766669359854e-03 7.830059075390711776e-01
0.000000000000000000e+00 1.911764705882353033e+00 5.627440675166628381e-04 -1.911201961814836370e+00 1.195216746215820164e-01 4.907942150829064931e-01
1.470588235294117696e-01 1.911764705882353033e+00 -1.607610306790796528e-04 -1.911925466913032112e+00 1.271308062869023758e-01 5.376807527561234812e-01
2.941176470588235392e-01 1.911764705882353033e+00 3.344384581067672002e-04 -1.911430267424246265e+00 1.326530335559702178e-01 5.784370231813554808e-01
4.411764705882352811e-01 1.911764705882353033e+00 -7.930054849021317409e-04 -1.912557711367255164e+00 1.363213316565915489e-01 6.136343314872294563e-01
5.882352941176470784e-01 1.911764705882353033e+00 -2.571621002644963738e-04 -1.912021867982617529e+00 1.382875173939604740e-01 6.443587425139658542e-01
7.352941176470588758e-01 1.911764705882353033e+00 -6.221427847419302992e-04 -1.912386848667094963e+00 1.390070712476152437e-01 6.705839298509825852e-01
8.823529411764705621e-01 1.911764705882353033e+00 -4.508115436898663120e-04 -1.912215517426042899e+00 1.382845767598855080e-01 6.936963970088743103e-01
1.029411764705882470e+00 1.911764705882353033e+00 1.081559841027646129e-03 -1.910683146041325386e+00 1.366097073874824874e-01 7.137184853636575621e-01
1.176470588235294157e+00 1.911764705882353033e+00 -1.949263258189670722e-04 -1.911959632208172000e+00 1.337092443107719686e-01 7.315848766994006436e-01
1.323529411764705843e+00 1.911764705882353033e+00 -6.344268651250484226e-04 -1.912399132747478081e+00 1.300176988546825896e-01 7.473915154908671310e-01
1.470588235294117752e+00 1.911764705882353033e+00 -3.470831783531913572e-04 -1.912111789060706224e+00 1.255189958802599703e-01 7.613340517786982842e-01
1.617647058823529438e+00 1.911764705882353033e+00 -3.803363212759869327e-04 -1.912145042203629020e+00 1.201476368920657428e-01 7.740244036811356754e-01
1.764705882352941124e+00 1.911764705882353033e+00 2.569341598179786246e-04 -1.911507771722535054e+00 1.141011960742786685e-01 7.856199284405399608e-01
1.911764705882353033e+00 1.911764705882353033e+00 -7.834012394392075862e-05 -1.911843046006296953e+00 1.074470318006384706e-01 7.961388819857744270e-01
2.058823529411764941e+00 1.911764705882353033e+00 5.052238034459755056e-04 -1.911259482078907057e+00 1.001784588146120841e-01 8.057754454993565352e-01
2.205882352941176627e+00 1.911764705882353033e+00 1.646999099409462985e-04 -1.911600005972412086e+00 9.268187350528397928e-02 8.142723919428004331e-01
2.352941176470588314e+00 1.911764705882353033e+00 3.500494201875703482e-04 -1.911414656462165462e+00 8.484966934230668556e-02 8.218283706269167155e-01
2.500000000000000000e+00 1.911764705882353033e+00 9.839210571989109866e-04 -1.910780784825154122e+00 7.681777083120329419e-02 8.284116102592966602e-01
2.647058823529411686e+00 1.911764705882353033e+00 -2.889127824068360439e-04 -1.912053618664759869e+00 6.880363394074122396e-02 8.338259775380042482e-01
2.794117647058823817e+00 1.911764705882353033e+00 -4.564646823994600311e-04 -1.912221170564752493e+00 6.102679043777872042e-02 8.378825015438742252e-01
2.941176470588235503e+00 1.911764705882353033e+00 -6.744461490770792267e-04 -1.912439152031430112e+00 5.350059307786006468e-02 8.407159892367200849e-01
3.088235294117647189e+00 1.911764705882353033e+00 -1.164310677630675528e-03 -1.912929016559983708e+00 4.642743941538950148e-02 8.419258762307492150e-01
3.235294117647058876e+00 1.911764705882353033e+00 -5.918965562834443972e-04 -1.912356602438636477e+00 3.987652165157731105e-02 8.415933367686263544e-01
3.382352941176470562e+00 1.911764705882353033e+00 -1.234353648412289672e-03 -1.912999059530765322e+00 3.395832222582324117e-02 8.394439648609206550e-01
3.529411764705882248e+00 1.911764705882353033e+00 8.488101973482820028e-04 -1.910915895685004751e+00 2.867104530820164740e-02 8.355486302039308866e-01
3.676470588235294379e+00 1.911764705882353033e+00 -1.938853252727579246e-04 -1.911958591207625791e+00 2.403024255523010869e-02 8.301282271952612479e-01
3.823529411764706065e+00 1.911764705882353033e+00 -2.226336334820722129e-05 -1.911786969245701240e+00 2.002527085185664552e-02 8.226833871306583612e-01
3.970588235294117752e+00 1.911764705882353033e+00 -4.560073186585800187e-04 -1.912220713201011613e+00 1.664048610759809657e-02 8.135720476962053915e-01
4.117647058823529882e+00 1.911764705882353033e+00 -4.693342725814453331e-04 -1.912234040154934478e+00 1.381023952287885326e-02 8.029179140448570173e-01
4.264705882352941124e+00 1.911764705882353033e+00 -2.082100202775993836e-04 -1.911972915902630632e+00 1.145463417666694843e-02 7.908349787095412253e-01
4.411764705882353255e+00 1.911764705882353033e+00 -6.188256000378977717e-04 -1.912383531482390930e+00 9.536569136298290311e-03 7.770032029453544098e-01
4.558823529411764497e+00 1.911764705882353033e+00 2.490509129504658858e-04 -1.911515654969402567e+00 7.984581974172543992e-03 7.622959994721074661e-01
4.705882352941176627e+00 1.911764705882353033e+00 -4.133669438191045487e-04 -1.912178072826172137e+00 6.735706473217282358e-03 7.463452348417938254e-01
4.852941176470588758e+00 1.911764705882353033e+00 5.935541011954370560e-04 -1.911171151781157596e+00 5.749090254109650092e-03 7.296566655509419963e-01
5.000000000000000000e+00 1.911764705882353033e+00 2.335881915414006471e-04 -1.911531117690811632e+00 4.974226563558291174e-03 7.121607456300313999e-01
0.000000000000000000e+00 2.058823529411764941e+00 -1.847982010765303329e-04 -2.059008327612841249e+00 9.935280765733608965e-02 5.120858110349448822e-01
1.470588235294117696e-01 2.058823529411764941e+00 -2.613776550346447181e-04 -2.059084907066799808e+00 1.038148595549636261e-01 5.594456556029626659e-01
2.941176470588235392e-01 2.058823529411764941e+00 -4.430945331386215713e-04 -2.059266623944903785e+00 1.064277424345949352e-01 6.003673315238737818e-01
4.411764705882352811e-01 2.058823529411764941e+00 -3.749222354998416051e-04 -2.059198451647264783e+00 1.074002589811306890e-01 6.357189387908472877e-01
5.882352941176470784e-01 2.058823529411764941e+00 -6.989104671673018743e-04 -2.059522439878932243e+00 1.069214195231344700e-01 6.664820667843975865e-01
7.352941176470588758e-01 2.058823529411764941e+00 5.651534978468042425e-05 -2.058767014061980483e+00 1.054399775909563852e-01 6.931695533448533064e-01
8.823529411764705621e-01 2.058823529411764941e+00 2.581640786014638422e-04 -2.058565365333163477e+00 1.029395396652486444e-01 7.166018606121417056e-01
1.029411764705882470e+00 2.058823529411764941e+00 -7.289692265992631093e-04 -2.059552498638364426e+00 9.961941191323922529e-02 7.370279289779790854e-01
