# X mu
9.163646301628882718e-01 -1.989974937343358397e-01
9.211361200361655177e-01 -1.989974937343358397e-01
9.259076099094427637e-01 -2.000000000000000111e-01
9.306790997827198986e-01 2.000000000000000111e-01
9.354505896559971445e-01 2.000000000000000111e-01
9.402220795292743905e-01 2.000000000000000111e-01
9.449935694025515254e-01 2.000000000000000111e-01
9.497650592758287713e-01 2.000000000000000111e-01
9.545365491491060173e-01 2.000000000000000111e-01
9.593080390223831522e-01 2.000000000000000111e-01
9.640795288956603981e-01 2.000000000000000111e-01
9.688510187689376441e-01 -1.719298245614035159e-01
9.736225086422148900e-01 -1.729323308270676873e-01
9.783939985154920249e-01 2.000000000000000111e-01
9.831654883887692709e-01 2.000000000000000111e-01
9.879369782620465168e-01 2.000000000000000111e-01
9.927084681353236517e-01 -6.365914786967419303e-02
9.974799580086008977e-01 -6.365914786967419303e-02
1.002251447881878033e+00 -6.466165413533836448e-02
1.007022937755155390e+00 -6.566416040100250817e-02
1.011794427628432524e+00 -6.566416040100250817e-02
1.016565917501709659e+00 -6.365914786967419303e-02
1.021337407374987016e+00 -1.659147869674185705e-01
1.026108897248264151e+00 -1.649122807017543990e-01
1.030880387121541286e+00 -1.649122807017543990e-01
1.035651876994818643e+00 -1.649122807017543990e-01
1.040423366868095778e+00 -1.649122807017543990e-01
1.045194856741372913e+00 -1.649122807017543990e-01
1.049966346614650270e+00 -1.659147869674185705e-01
1.054737836487927405e+00 -1.659147869674185705e-01
1.059509326361204540e+00 -1.669172932330827142e-01
1.064280816234481897e+00 -1.669172932330827142e-01
1.069052306107759032e+00 -1.954887218045114894e-02
1.073823795981036167e+00 -2.055137844611529263e-02
1.078595285854313524e+00 -2.055137844611529263e-02
1.083366775727590658e+00 -1.954887218045114894e-02
1.088138265600867793e+00 -1.954887218045114894e-02
1.092909755474145150e+00 -1.854636591478697749e-02
1.097681245347422285e+00 -1.453634085213034721e-02
1.102452735220699420e+00 -1.253132832080203207e-02
1.107224225093976777e+00 -9.523809523809545485e-03
1.111995714967253912e+00 -8.521303258145374038e-03
1.116767204840531047e+00 -8.521303258145374038e-03
1.121538694713808404e+00 -7.518796992481202590e-03
1.126310184587085539e+00 -7.518796992481202590e-03
1.131081674460362896e+00 -7.518796992481202590e-03
1.135853164333640031e+00 -8.521303258145374038e-03
1.140624654206917166e+00 -9.523809523809545485e-03
1.145396144080194523e+00 -1.052631578947368918e-02
1.150167633953471658e+00 -1.689223057644110293e-01
1.154939123826748792e+00 -1.689223057644110293e-01
1.159710613700026149e+00 -1.709273182957393722e-01
1.164482103573303284e+00 -1.729323308270676873e-01
1.169253593446580419e+00 -1.769423558897243176e-01
1.174025083319857776e+00 -1.809523809523809756e-01
1.178796573193134911e+00 -1.849624060150376059e-01
1.183568063066412046e+00 -1.889724310776942362e-01
1.188339552939689403e+00 -1.929824561403508942e-01
1.193111042812966538e+00 -1.959899749373433808e-01
1.197882532686243673e+00 -1.989974937343358397e-01
1.202654022559521030e+00 -2.000000000000000111e-01
1.207425512432798165e+00 -2.000000000000000111e-01
1.212197002306075300e+00 -2.000000000000000111e-01
1.216968492179352657e+00 -2.000000000000000111e-01
1.221739982052629792e+00 -2.000000000000000111e-01
1.226511471925906926e+00 -1.919799498746867228e-01
1.231282961799184283e+00 -1.919799498746867228e-01
1.236054451672461418e+00 -1.909774436090225791e-01
1.240825941545738553e+00 -1.899749373433584076e-01
1.245597431419015910e+00 -1.899749373433584076e-01
1.250368921292293045e+00 -1.899749373433584076e-01
1.255140411165570180e+00 -1.899749373433584076e-01
1.259911901038847537e+00 -1.899749373433584076e-01
1.264683390912124672e+00 -1.879699248120300925e-01
1.269454880785401807e+00 -1.849624060150376059e-01
1.274226370658679164e+00 -1.829573934837092908e-01
1.278997860531956299e+00 -1.789473684210526327e-01
1.283769350405233434e+00 -1.789473684210526327e-01
1.288540840278510791e+00 -1.779448621553884891e-01
1.293312330151787926e+00 -1.769423558897243176e-01
1.298083820025065060e+00 -5.513784461152887451e-03
1.302855309898342417e+00 -7.518796992481202590e-03
1.307626799771619552e+00 -9.523809523809545485e-03
1.312398289644896687e+00 -1.152882205513786062e-02
1.317169779518174044e+00 -1.152882205513786062e-02
1.321941269391451179e+00 -1.052631578947368918e-02
1.326712759264728536e+00 -1.152882205513786062e-02
1.331484249138005671e+00 -1.152882205513786062e-02
1.336255739011282806e+00 -1.253132832080203207e-02
1.341027228884560163e+00 -1.353383458646617576e-02
1.345798718757837298e+00 -1.453634085213034721e-02
1.350570208631114433e+00 -1.619047619047619124e-01
1.355341698504391790e+00 -1.619047619047619124e-01
1.360113188377668925e+00 1.228070175438596423e-01
1.364884678250946060e+00 1.228070175438596423e-01
1.369656168124223417e+00 1.228070175438596423e-01
1.374427657997500551e+00 1.218045112781954709e-01
1.379199147870777686e+00 1.218045112781954709e-01
1.383970637744055043e+00 1.218045112781954709e-01
1.388742127617332178e+00 1.218045112781954709e-01
1.393513617490609313e+00 1.228070175438596423e-01
1.398285107363886670e+00 1.218045112781954709e-01
1.403056597237163805e+00 1.779448621553884613e-01
1.407828087110440940e+00 1.789473684210526327e-01
1.412599576983718297e+00 1.789473684210526327e-01
1.417371066856995432e+00 1.789473684210526327e-01
1.422142556730272567e+00 -4.511278195488743759e-03
1.426914046603549924e+00 -4.511278195488743759e-03
1.431685536476827059e+00 -1.609022556390977687e-01
1.436457026350104194e+00 -1.609022556390977687e-01
1.441228516223381551e+00 -1.609022556390977687e-01
1.446000006096658685e+00 -1.629072681704260839e-01
1.450771495969935820e+00 -1.649122807017543990e-01
1.455542985843213177e+00 -5.563909774436090472e-02
1.460314475716490312e+00 -5.664160401002507617e-02
1.465085965589767447e+00 -5.764411027568924761e-02
1.469857455463044804e+00 -5.664160401002507617e-02
1.474628945336321939e+00 -5.563909774436090472e-02
1.479400435209599074e+00 -5.463659147869676103e-02
1.484171925082876431e+00 -5.463659147869676103e-02
1.488943414956153566e+00 -1.248120300751879852e-01
1.493714904829430701e+00 -1.248120300751879852e-01
1.498486394702708058e+00 -1.238095238095238276e-01
1.503257884575985193e+00 -1.839598997493734345e-01
1.508029374449262328e+00 -1.859649122807017774e-01
1.512800864322539685e+00 -1.879699248120300925e-01
1.517572354195816819e+00 -1.899749373433584076e-01
1.522343844069093954e+00 -1.899749373433584076e-01
1.527115333942371311e+00 -5.263157894736844589e-02
1.531886823815648446e+00 -5.263157894736844589e-02
1.536658313688925803e+00 -5.062656641604010299e-02
1.541429803562202938e+00 -4.862155388471178785e-02
1.546201293435480073e+00 -4.661654135338347271e-02
1.550972783308757430e+00 -4.461152882205515757e-02
1.555744273182034565e+00 1.553884711779446315e-02
1.560515763055311700e+00 1.854636591478694974e-02
1.565287252928589057e+00 2.055137844611526488e-02
1.570058742801866192e+00 2.255639097744360777e-02
1.574830232675143327e+00 2.556390977443606660e-02
1.579601722548420684e+00 2.857142857142855319e-02
1.584373212421697819e+00 3.258145363408521122e-02
1.589144702294974953e+00 3.558897243107767006e-02
1.593916192168252310e+00 3.959899749373432809e-02
1.598687682041529445e+00 4.260651629072681468e-02
1.603459171914806580e+00 4.761904761904761640e-02
1.608230661788083937e+00 5.162907268170424668e-02
1.613002151661361072e+00 5.563909774436087696e-02
1.617773641534638207e+00 6.065162907268167869e-02
1.622545131407915564e+00 6.466165413533830897e-02
1.627316621281192699e+00 6.766917293233082331e-02
1.632088111154469834e+00 -7.368421052631579649e-02
1.636859601027747191e+00 -7.067669172932330990e-02
1.641631090901024326e+00 -6.766917293233085107e-02
1.646402580774301461e+00 -6.666666666666667962e-02
1.651174070647578818e+00 9.172932330827066050e-02
1.655945560520855953e+00 -1.488721804511278224e-01
1.660717050394133087e+00 -2.000000000000000111e-01
1.665488540267410444e+00 -2.000000000000000111e-01
1.670260030140687579e+00 -2.000000000000000111e-01
1.675031520013964714e+00 -2.000000000000000111e-01
1.679803009887242071e+00 -2.000000000000000111e-01
1.684574499760519206e+00 -2.000000000000000111e-01
1.689345989633796341e+00 -2.000000000000000111e-01
1.694117479507073698e+00 -2.000000000000000111e-01
1.698888969380350833e+00 -2.000000000000000111e-01
1.703660459253627968e+00 -2.000000000000000111e-01
1.708431949126905325e+00 -2.000000000000000111e-01
1.713203439000182460e+00 -2.000000000000000111e-01
1.717974928873459595e+00 -2.000000000000000111e-01
1.722746418746736952e+00 -2.000000000000000111e-01
1.727517908620014087e+00 -2.000000000000000111e-01
