# X align relalign posterior
-1.731812249505963575e+00 -1.704121474362067179e+00 -3.323099465672346708e-02 -2.027819432001070066e+00
-1.727040759632686440e+00 -1.699521989127408483e+00 -3.340299929534190637e-02 -2.009955539250231737e+00
-1.722269269759409083e+00 -1.694902216646418269e+00 -3.355471668762904924e-02 -1.975726295033389146e+00
-1.717497779886131948e+00 -1.690259990305891913e+00 -3.368398022037982775e-02 -1.926300526712140915e+00
-1.712726290012854813e+00 -1.685593672887312877e+00 -3.378915267507792697e-02 -1.865225203821422983e+00
-1.707954800139577456e+00 -1.680901342754336669e+00 -3.386831241537907600e-02 -1.797654553018642964e+00
-1.703183310266300321e+00 -1.676181446822604615e+00 -3.391990635692415657e-02 -1.729302331359130918e+00
-1.698411820393023186e+00 -1.671432540707544989e+00 -3.394249011514166581e-02 -1.665509113164505894e+00
-1.693640330519745829e+00 -1.666653178081402453e+00 -3.393461736227648684e-02 -1.610679105535037348e+00
-1.688868840646468694e+00 -1.661842259196169014e+00 -3.389518835032018229e-02 -1.568067538513287396e+00
-1.684097350773191559e+00 -1.656998606489333170e+00 -3.382302551676147351e-02 -1.539712554442983272e+00
-1.679325860899914202e+00 -1.652121338749568569e+00 -3.371724765027422910e-02 -1.526397642223341400e+00
-1.674554371026637067e+00 -1.647209781210415613e+00 -3.357717998439840867e-02 -1.527622592734984242e+00
-1.669782881153359932e+00 -1.642263228234567496e+00 -3.340211688182742611e-02 -1.541737442415939796e+00
-1.665011391280082576e+00 -1.637281205108245263e+00 -3.319158362878255053e-02 -1.566284087054541363e+00
-1.660239901406805441e+00 -1.632263444632107152e+00 -3.294531302592157429e-02 -1.598428810530527322e+00
-1.655468411533528306e+00 -1.627209823834728786e+00 -3.266318210182034276e-02 -1.635207399119950722e+00
-1.650696921660250949e+00 -1.622120355921355506e+00 -3.234520406172441964e-02 -1.673430189722205697e+00
-1.645925431786973814e+00 -1.616995324933407918e+00 -3.199166294705396707e-02 -1.709406943641158971e+00
-1.641153941913696679e+00 -1.611834942076000088e+00 -3.160276996292327167e-02 -1.739003155955287205e+00
-1.636382452040419322e+00 -1.606639898637877595e+00 -3.117921639807813561e-02 -1.758460837007474353e+00
-1.631610962167142187e+00 -1.601410703636930277e+00 -3.072151127040795293e-02 -1.765928647218878655e+00
-1.626839472293865052e+00 -1.596148333139276065e+00 -3.023063064603087602e-02 -1.762912193020262919e+00
-1.622067982420587695e+00 -1.590853758767317272e+00 -2.970754614734943955e-02 -1.754576335456891734e+00
-1.617296492547310560e+00 -1.585528199824418616e+00 -2.915347707772791841e-02 -1.748269239040852074e+00
-1.612525002674033425e+00 -1.580172876011128658e+00 -2.856964313771509500e-02 -1.750722860213361098e+00
-1.607753512800756068e+00 -1.574789330514333230e+00 -2.795758751419702426e-02 -1.765317963384953615e+00
-1.602982022927478933e+00 -1.569379287701818892e+00 -2.731903457495982179e-02 -1.790893567517808815e+00
-1.598210533054201798e+00 -1.563944465694279584e+00 -2.665570244069764838e-02 -1.822614493652887635e+00
-1.593439043180924442e+00 -1.558486697137375643e+00 -2.596942375707106399e-02 -1.854053175490570471e+00
-1.588667553307647307e+00 -1.553008143240040662e+00 -2.526235973301321769e-02 -1.878925502832768046e+00
-1.583896063434370172e+00 -1.547510971743208508e+00 -2.453667810945819872e-02 -1.891463520614407923e+00
-1.579124573561092815e+00 -1.541997574196353415e+00 -2.379477043588046348e-02 -1.885802371963709589e+00
-1.574353083687815680e+00 -1.536470253786061946e+00 -2.303893989886612870e-02 -1.855904679099984467e+00
-1.569581593814538545e+00 -1.530931713571548114e+00 -2.227188955762943179e-02 -1.797370220500473792e+00
