# X align relalign posterior
-1.731812249505963575e+00 -1.712530726064595665e+00 -4.164024635925195339e-02 -1.021145137815514303e+00
-1.727040759632686440e+00 -1.706547352354367941e+00 -4.042836252230136429e-02 -1.048478900741620645e+00
-1.722269269759409083e+00 -1.700597295504702844e+00 -3.924979554591362385e-02 -1.095454342147629045e+00
-1.717497779886131948e+00 -1.694682513082114594e+00 -3.810650299660250928e-02 -1.147974042285695884e+00
-1.712726290012854813e+00 -1.688804193117711794e+00 -3.699967290547684362e-02 -1.197274095707566932e+00
-1.707954800139577456e+00 -1.682964167975014247e+00 -3.593113763605665367e-02 -1.239286134368262626e+00
-1.703183310266300321e+00 -1.677163366834660385e+00 -3.490182636897992685e-02 -1.272869870189123009e+00
-1.698411820393023186e+00 -1.671403063520831900e+00 -3.391301292842857640e-02 -1.298772234049491603e+00
-1.693640330519745829e+00 -1.665684043758321575e+00 -3.296548303919560885e-02 -1.319940058340632216e+00
-1.688868840646468694e+00 -1.660007068199227165e+00 -3.205999735337833334e-02 -1.342123630561615766e+00
-1.684097350773191559e+00 -1.654372832060025056e+00 -3.119725108745335929e-02 -1.373131999925779834e+00
-1.679325860899914202e+00 -1.648781734563118384e+00 -3.037764346382404446e-02 -1.420067780704517002e+00
-1.674554371026637067e+00 -1.643234115281432706e+00 -2.960151405541550096e-02 -1.485569110289756800e+00
-1.669782881153359932e+00 -1.637729759997753609e+00 -2.886864864501353933e-02 -1.565213475705931501e+00
-1.665011391280082576e+00 -1.632268985628265501e+00 -2.817936414880278795e-02 -1.647799870048575421e+00
-1.660239901406805441e+00 -1.626851290744075973e+00 -2.753315913789039504e-02 -1.718758488235999859e+00
-1.655468411533528306e+00 -1.621476475477974466e+00 -2.692983374506602301e-02 -1.765184961581260925e+00
-1.650696921660250949e+00 -1.616143574240771041e+00 -2.636842238113995540e-02 -1.780418703013336934e+00
-1.645925431786973814e+00 -1.610852371794947446e+00 -2.584870980859349521e-02 -1.766336233403368094e+00
-1.641153941913696679e+00 -1.605601550024494450e+00 -2.536937791141763432e-02 -1.732687074115046855e+00
-1.636382452040419322e+00 -1.600390440133750314e+00 -2.492975789395085462e-02 -1.693871391738815735e+00
-1.631610962167142187e+00 -1.595217561270856566e+00 -2.452836890433424122e-02 -1.664423434321247619e+00
-1.626839472293865052e+00 -1.590081674886878238e+00 -2.416397239363304861e-02 -1.654782653294267991e+00
-1.622067982420587695e+00 -1.584981260634113154e+00 -2.383504801414532137e-02 -1.668667387165195581e+00
-1.617296492547310560e+00 -1.579914749430419985e+00 -2.354002668372928708e-02 -1.702720554650034135e+00
-1.612525002674033425e+00 -1.574880427454461662e+00 -2.327719458104809958e-02 -1.748217142574139071e+00
-1.607753512800756068e+00 -1.569876403744676852e+00 -2.304466074454064595e-02 -1.793960205580410694e+00
-1.602982022927478933e+00 -1.564900645889011788e+00 -2.284039276215271697e-02 -1.829247933554650096e+00
-1.598210533054201798e+00 -1.559951151152255466e+00 -2.266238789867353054e-02 -1.846041445126242575e+00
-1.593439043180924442e+00 -1.555025716185921336e+00 -2.250844280561675737e-02 -1.839987914264806346e+00
-1.588667553307647307e+00 -1.550121983014792759e+00 -2.237619950776531530e-02 -1.810416460815965856e+00
-1.583896063434370172e+00 -1.545237686198411842e+00 -2.226339256466153271e-02 -1.759722060363781981e+00
-1.579124573561092815e+00 -1.540370391389031202e+00 -2.216758762855824960e-02 -1.692537196064158422e+00
-1.574353083687815680e+00 -1.535517535256051058e+00 -2.208622136885524112e-02 -1.614961495305203609e+00
-1.569581593814538545e+00 -1.530676624007822673e+00 -2.201679999390399045e-02 -1.533957082771611802e+00
-1.564810103941261188e+00 -1.525844852462545198e+00 -2.195651832190387287e-02 -1.456855741560615147e+00
-1.560038614067984053e+00 -1.521019821096061042e+00 -2.190297682869685181e-02 -1.390920294309231586e+00
-1.555267124194706918e+00 -1.516198756672280767e+00 -2.185340227819371206e-02 -1.342821703550608259e+00
