# X align relalign posterior
-1.731812249505963575e+00 -1.680907799137571157e+00 -1.001731943222744503e-02 -2.236693712002862267e+00
-1.727040759632686440e+00 -1.680548124545047761e+00 -1.442913471298118422e-02 -2.236869422878370095e+00
-1.722269269759409083e+00 -1.679968967459605222e+00 -1.862146750081600244e-02 -2.236970289392939293e+00
-1.717497779886131948e+00 -1.679166210929195824e+00 -2.259020084368373871e-02 -2.236736268712567810e+00
-1.712726290012854813e+00 -1.678136139594266885e+00 -2.633161938203193442e-02 -2.235787486722740081e+00
-1.707954800139577456e+00 -1.676875622213572559e+00 -2.984259187461496543e-02 -2.233624766739719991e+00
-1.703183310266300321e+00 -1.675381955624124508e+00 -3.312041515844404982e-02 -2.229628920320209318e+00
-1.698411820393023186e+00 -1.673653125586850088e+00 -3.616307499444676443e-02 -2.223092237314423070e+00
-1.693640330519745829e+00 -1.671687511989773833e+00 -3.896895127064786690e-02 -2.213262103221762533e+00
-1.688868840646468694e+00 -1.669484244802988515e+00 -4.153717395713968363e-02 -2.199428316289788299e+00
-1.684097350773191559e+00 -1.667042890495285867e+00 -4.386730952271417072e-02 -2.181040437324614167e+00
-1.679325860899914202e+00 -1.664363770049377855e+00 -4.595967895008351567e-02 -2.157846075419079579e+00
-1.674554371026637067e+00 -1.661447613430645287e+00 -4.781501220462808233e-02 -2.130016112774152148e+00
-1.669782881153359932e+00 -1.658295835197191703e+00 -4.943472384445163348e-02 -2.098215285175137446e+00
-1.665011391280082576e+00 -1.654910280442556392e+00 -5.082065896309367892e-02 -2.063548751231699008e+00
-1.660239901406805441e+00 -1.651293775496784022e+00 -5.197564389059844414e-02 -2.027347491183137507e+00
-1.655468411533528306e+00 -1.647449277443142623e+00 -5.290263571023418043e-02 -1.990794398847574254e+00
-1.650696921660250949e+00 -1.643380589046867346e+00 -5.360543718723626005e-02 -1.954539270038752719e+00
-1.645925431786973814e+00 -1.639092107911277019e+00 -5.408844592492306758e-02 -1.918506364561903155e+00
-1.641153941913696679e+00 -1.634588571204966145e+00 -5.435639909188932917e-02 -1.882169027979544218e+00
-1.636382452040419322e+00 -1.629875835285272689e+00 -5.441515304547323018e-02 -1.845393001503153219e+00
-1.631610962167142187e+00 -1.624959558168853846e+00 -5.427036580233152163e-02 -1.809538378077754306e+00
-1.626839472293865052e+00 -1.619846580755835763e+00 -5.392887826259057382e-02 -1.778137151342090938e+00
-1.622067982420587695e+00 -1.614543909412774259e+00 -5.339769679280642611e-02 -1.756270404951807418e+00
-1.617296492547310560e+00 -1.609059257028169654e+00 -5.268453428147895634e-02 -1.748389766336064355e+00
-1.612525002674033425e+00 -1.603400780656452307e+00 -5.179754778303874430e-02 -1.755406720956814492e+00
-1.607753512800756068e+00 -1.597577050727512438e+00 -5.074530772737623208e-02 -1.772961510846334576e+00
-1.602982022927478933e+00 -1.591597271630109889e+00 -4.953701850325081812e-02 -1.792622970273330285e+00
-1.598210533054201798e+00 -1.585471029638158891e+00 -4.818226638457695499e-02 -1.806119889019192293e+00
-1.593439043180924442e+00 -1.579208302870740654e+00 -4.669102949043607564e-02 -1.810368833179657688e+00
-1.588667553307647307e+00 -1.572819400814847945e+00 -4.507361730782050158e-02 -1.809939448126399508e+00
