# X align relalign posterior
-1.731812249505963575e+00 -1.702414076101686824e+00 -3.152359639634311206e-02 -2.234991364694217442e+00
-1.727040759632686440e+00 -1.698187084787621037e+00 -3.206809495555446032e-02 -2.103358001070527283e+00
-1.722269269759409083e+00 -1.693899036197193730e+00 -3.255153623840451038e-02 -1.971473893982235381e+00
-1.717497779886131948e+00 -1.689550343203781502e+00 -3.297433311826941660e-02 -1.842642409392459157e+00
-1.712726290012854813e+00 -1.685141139000236876e+00 -3.333661878800192602e-02 -1.720590330426157610e+00
-1.707954800139577456e+00 -1.680672012356896339e+00 -3.363898201793874554e-02 -1.608909914744482528e+00
-1.703183310266300321e+00 -1.676143432861020521e+00 -3.388189239534006303e-02 -1.510336265535109579e+00
-1.698411820393023186e+00 -1.671555852682345966e+00 -3.406580208994264281e-02 -1.426219776439137110e+00
-1.693640330519745829e+00 -1.666909929249634104e+00 -3.419136853050813718e-02 -1.356447286022817167e+00
-1.688868840646468694e+00 -1.662206528472186751e+00 -3.425945762633791913e-02 -1.299942199728946424e+00
-1.684097350773191559e+00 -1.657446391596970603e+00 -3.427081062439890635e-02 -1.255637192312514916e+00
-1.679325860899914202e+00 -1.652630389245837828e+00 -3.422629814654348790e-02 -1.223574854853993532e+00
-1.674554371026637067e+00 -1.647759408768768807e+00 -3.412680754275160266e-02 -1.205659566444281294e+00
-1.669782881153359932e+00 -1.642834710879139903e+00 -3.397359952639983360e-02 -1.205629718101320469e+00
-1.665011391280082576e+00 -1.637857320722929000e+00 -3.376769924346628704e-02 -1.228083908438704297e+00
-1.660239901406805441e+00 -1.632828579521004908e+00 -3.351044791481933016e-02 -1.276734918447223865e+00
-1.655468411533528306e+00 -1.627749900077185563e+00 -3.320325834427712008e-02 -1.352424525208618222e+00
-1.650696921660250949e+00 -1.622622573108462474e+00 -3.284742124883138770e-02 -1.451599208009844322e+00
-1.645925431786973814e+00 -1.617448381368735921e+00 -3.244471938238197017e-02 -1.565904550745919721e+00
-1.641153941913696679e+00 -1.612228888654265502e+00 -3.199671654118868558e-02 -1.683252606899020343e+00
-1.636382452040419322e+00 -1.606965752292472960e+00 -3.150507005267350058e-02 -1.790162380864162017e+00
-1.631610962167142187e+00 -1.601661036041893027e+00 -3.097184367537070271e-02 -1.874731705652463720e+00
-1.626839472293865052e+00 -1.596316689414772449e+00 -3.039898692152726012e-02 -1.929342214353679807e+00
-1.622067982420587695e+00 -1.590934807613139101e+00 -2.978859499317126902e-02 -1.952233605042057452e+00
-1.617296492547310560e+00 -1.585517659535386370e+00 -2.914293678869567250e-02 -1.947569668644058893e+00
-1.612525002674033425e+00 -1.580067362974330702e+00 -2.846413010091713991e-02 -1.924038851791245897e+00
-1.607753512800756068e+00 -1.574586493803952214e+00 -2.775475080381600845e-02 -1.892428422467173910e+00
-1.602982022927478933e+00 -1.569077569313874321e+00 -2.701731618701525006e-02 -1.862706558984037031e+00
-1.598210533054201798e+00 -1.563543181810319371e+00 -2.625441855673743552e-02 -1.841281709338977279e+00
-1.593439043180924442e+00 -1.557986149198024250e+00 -2.546887581771967168e-02 -1.829138708755682519e+00
-1.588667553307647307e+00 -1.552409141971735851e+00 -2.466335846470840698e-02 -1.821554690571467461e+00
-1.583896063434370172e+00 -1.546815244699050407e+00 -2.384095106530009778e-02 -1.809732663302637157e+00
-1.579124573561092815e+00 -1.541207556458470629e+00 -2.300475269799767686e-02 -1.784018416833232923e+00
-1.574353083687815680e+00 -1.535589014931414198e+00 -2.215770104421838083e-02 -1.737641627371688369e+00
-1.569581593814538545e+00 -1.529962938755511370e+00 -2.130311474159268803e-02 -1.669650436637564184e+00
-1.564810103941261188e+00 -1.524332570952746657e+00 -2.044423681210533195e-02 -1.586023165177351313e+00
-1.560038614067984053e+00 -1.518701291255339925e+00 -1.958444698797573436e-02 -1.498658114929059426e+00
-1.555267124194706918e+00 -1.513072653830704661e+00 -1.872729943661760599e-02 -1.422617400524179621e+00
-1.550495634321429561e+00 -1.507449961213043199e+00 -1.787609669223350073e-02 -1.372438461352970318e+00
-1.545724144448152426e+00 -1.501837047246125101e+00 -1.703467259859253735e-02 -1.358528847427923569e+00
-1.540952654574875291e+00 -1.496237295656458910e+00 -1.620641088220348136e-02 -1.384565718533228518e+00
-1.536181164701597934e+00 -1.490654397208163839e+00 -1.539500230718576779e-02 -1.446565523108100493e+00
-1.531409674828320799e+00 -1.485092130906857655e+00 -1.460422587915671810e-02 -1.533677473037823979e+00
-1.526638184955043664e+00 -1.479554167230137107e+00 -1.383775207571330546e-02 -1.630272146249515774e+00
-1.521866695081766307e+00 -1.474044321415559855e+00 -1.309939613441341022e-02 -1.718594242740995703e+00
