# X mode_0 mode_1 mode_2 mode_3
-1.229458917835671272e+01 1.858767647151199631e-01 1.003960463783270113e-01 4.592370529060486040e-01 2.544901360005044078e-01
-1.223446893787575185e+01 1.818930000369505251e-01 9.872516387285359962e-02 4.651812310392851035e-01 2.542006050509106885e-01
-1.217434869739478920e+01 1.779519878758617502e-01 9.704777452886118039e-02 4.710182159534308521e-01 2.539820216418463561e-01
-1.211422845691382832e+01 1.739392484305621045e-01 9.534828612963754113e-02 4.769190531759365803e-01 2.537934122638638157e-01
-1.205410821643286567e+01 1.698607970673645107e-01 9.366588144834418761e-02 4.828583856682625575e-01 2.536149358160286194e-01
-1.199398797595190302e+01 1.657791344030583591e-01 9.191577579394068220e-02 4.888402925265676324e-01 2.534647972764332291e-01
-1.193386773547094215e+01 1.616405162258268136e-01 9.021525563657288582e-02 4.948465291046389991e-01 2.532976990329612321e-01
-1.187374749498997950e+01 1.574762358684529961e-01 8.846379789401061233e-02 5.008444776973381973e-01 2.532154885401982636e-01
-1.181362725450901863e+01 1.533300492483671285e-01 8.673661642781661796e-02 5.067635713627127725e-01 2.531697629611034950e-01
-1.175350701402805598e+01 1.491880400765558667e-01 8.498031254093751929e-02 5.127510384420446155e-01 2.530806089404620818e-01
-1.169338677354709333e+01 1.449986666637180788e-01 8.322641512940547048e-02 5.186885832746430669e-01 2.530863349322333700e-01
-1.163326653306613245e+01 1.408176336976255105e-01 8.146692936819124875e-02 5.246193750950022272e-01 2.530960618391810413e-01
-1.157314629258517158e+01 1.365853860692914645e-01 7.972045464717231189e-02 5.305724258296941054e-01 2.531217334538420349e-01
-1.151302605210420893e+01 1.324449585468726875e-01 7.796413656866756081e-02 5.364479456499109400e-01 2.531429592345487700e-01
-1.145290581162324628e+01 1.282964584750059256e-01 7.619034032074724350e-02 5.422760516270520581e-01 2.532371495771948422e-01
-1.139278557114228363e+01 1.241812326055389271e-01 7.442608561123995048e-02 5.480236380924649042e-01 2.533690436907562460e-01
-1.133266533066132276e+01 1.200477228036026106e-01 7.267289097463296155e-02 5.538065051832096186e-01 2.534728810385547537e-01
-1.127254509018036188e+01 1.159819765692061549e-01 7.090913777155959108e-02 5.594160899467741643e-01 2.536927957124601174e-01
-1.121242484969939923e+01 1.119832897954999296e-01 6.917385665278683038e-02 5.650366415915246687e-01 2.538062119601887101e-01
-1.115230460921843658e+01 1.079725773748830275e-01 6.743532606968069554e-02 5.705273263231916969e-01 2.540647702322446078e-01
-1.109218436873747571e+01 1.040652618156470838e-01 6.570842889862242575e-02 5.759371400995139112e-01 2.542891691862166903e-01
-1.103206412825651306e+01 1.001772395494142376e-01 6.396471020725597034e-02 5.812947661923605347e-01 2.545632840509691741e-01
-1.097194388777555218e+01 9.634768934876108970e-02 6.226104874286110535e-02 5.865308808647859973e-01 2.548603810435918215e-01
-1.091182364729458953e+01 9.261192185952631106e-02 6.056060663822551704e-02 5.916309813476837709e-01 2.551964901545643039e-01
-1.085170340681362688e+01 8.892610506923799563e-02 5.887910040596414096e-02 5.966521077429520759e-01 2.555426867818457737e-01
-1.079158316633266423e+01 8.526853132117216683e-02 5.719919806133090534e-02 6.015923973618135800e-01 2.559398732556834033e-01
-1.073146292585170336e+01 8.176486375061001177e-02 5.554420175781601271e-02 6.063376237445052830e-01 2.563533107470686301e-01
-1.067134268537074249e+01 7.827766206585355657e-02 5.390237666799709698e-02 6.110273190333244120e-01 2.567926422328248304e-01
-1.061122244488977984e+01 7.491252165177016142e-02 5.228914141143520267e-02 6.155034797794280976e-01 2.572948571573665522e-01
-1.055110220440881719e+01 7.162357307274347384e-02 5.069329704027310951e-02 6.199146088528671994e-01 2.577685210341161826e-01
-1.049098196392785631e+01 6.839367832499393396e-02 4.911197070447923668e-02 6.242186916992884527e-01 2.582756592712384669e-01
-1.043086172344689366e+01 6.526870148345530198e-02 4.756496469901648483e-02 6.282984818546331063e-01 2.588678519628951347e-01
-1.037074148296593279e+01 6.222667251649055542e-02 4.602446125649016506e-02 6.322651860928463208e-01 2.594836801341730559e-01
-1.031062124248497014e+01 5.927204288219230927e-02 4.452208394309620232e-02 6.361005066011542475e-01 2.601053665735570952e-01
-1.025050100200400749e+01 5.643427324109638599e-02 4.305026006021935719e-02 6.397122644466711749e-01 2.608032022520131998e-01
-1.019038076152304662e+01 5.366071982242929389e-02 4.159547822837467851e-02 6.432497113514499265e-01 2.614940905977460872e-01
-1.013026052104208397e+01 5.099273173475930843e-02 4.016624601801887379e-02 6.466240213869158815e-01 2.622170008603059155e-01
-1.007014028056112309e+01 4.841808318570282182e-02 3.877636412632946145e-02 6.498418419649027999e-01 2.629637107230648474e-01
-1.001002004008016044e+01 4.594421974850372570e-02 3.741480518770824715e-02 6.528452140114678892e-01 2.637957610523201102e-01
-9.949899799599197792e+00 4.355570574937869116e-02 3.607928284733977198e-02 6.557291426029829839e-01 2.646358688002984905e-01
-9.889779559118236918e+00 4.125805041227480902e-02 3.478019779765667563e-02 6.584739330023597903e-01 2.654878187877086071e-01
-9.829659318637276044e+00 3.904626477001542362e-02 3.349850371102044977e-02 6.610679875888745283e-01 2.663872439300895567e-01
-9.769539078156313394e+00 3.692902296067052115e-02 3.225336440343860162e-02 6.634644246551059110e-01 2.673531879807851119e-01
-9.709418837675350744e+00 3.489963605636439703e-02 3.104000560402407280e-02 6.657147307890223242e-01 2.683456275505890498e-01
-9.649298597194388094e+00 3.296671417753858913e-02 2.986126048542144668e-02 6.678958153238633288e-01 2.692762100131766978e-01
-9.589178356713427220e+00 3.110729344013098488e-02 2.871165544128834179e-02 6.697985385476417086e-01 2.703825125709389265e-01
-9.529058116232466347e+00 2.934250352603307022e-02 2.759733896570703074e-02 6.715907780565572027e-01 2.714693794517027969e-01
-9.468937875751503697e+00 2.765412732467136328e-02 2.650713406696113619e-02 6.732234629248409208e-01 2.726152756835266144e-01
-9.408817635270541047e+00 2.605046659093235295e-02 2.545594281361437949e-02 6.747111247771359066e-01 2.737824658183173887e-01
-9.348697394789578397e+00 2.452315777805685881e-02 2.443288807455753012e-02 6.760899738533968639e-01 2.749539802939888200e-01
-9.288577154308617523e+00 2.306674966983420644e-02 2.343619397743174418e-02 6.773355647409781133e-01 2.761614916117558494e-01
-9.228456913827656649e+00 2.168589023806308247e-02 2.248187262394114524e-02 6.784224220211636514e-01 2.774098151168320481e-01
-9.168336673346693999e+00 2.037847804262505474e-02 2.155035460040045231e-02 6.793499697118193792e-01 2.787211976451551831e-01
-9.108216432865731349e+00 1.913450897452376870e-02 2.064998489757808448e-02 6.801545886335252922e-01 2.800609174943727853e-01
-9.048096192384768699e+00 1.796125958234744829e-02 1.977999365372554857e-02 6.808641267267265818e-01 2.813946200372004491e-01
-8.987975951903807825e+00 1.685103681364732986e-02 1.894237238468804430e-02 6.814601815934613338e-01 2.827464092082033198e-01
-8.927855711422846952e+00 1.580146358909172502e-02 1.813376618568506016e-02 6.818756642033277915e-01 2.841891060218953990e-01
-8.867735470941884302e+00 1.481183699980132169e-02 1.734945641338868361e-02 6.822491229553588887e-01 2.855895836314511493e-01
-8.807615230460921651e+00 1.387756335957321049e-02 1.659471494839090747e-02 6.824545029145006048e-01 2.870732187775352773e-01
-8.747494989979959001e+00 1.299986268054285736e-02 1.587099175886502039e-02 6.824939258839024525e-01 2.886352196766896472e-01
-8.687374749498998128e+00 1.216958672177931473e-02 1.517403110797728959e-02 6.825963658920536359e-01 2.900600162781898361e-01
-8.627254509018037254e+00 1.138678745241048992e-02 1.450134820363948966e-02 6.824755837669600478e-01 2.916362805769898703e-01
-8.567134268537074604e+00 1.065610253478372661e-02 1.385557246613485297e-02 6.823314295131993612e-01 2.931568954858820297e-01
-8.507014028056111954e+00 9.966093227992954898e-03 1.323739638428514040e-02 6.820282844006203549e-01 2.947682259871016175e-01
-8.446893787575149304e+00 9.321475489250649615e-03 1.264207797525162755e-02 6.817273377564790904e-01 2.963091087790187261e-01
-8.386773547094188430e+00 8.713168020822137719e-03 1.206408948457004734e-02 6.812770659737035217e-01 2.979456765209042568e-01
-8.326653306613227556e+00 8.144960671838933144e-03 1.151680159499188054e-02 6.807455255000952610e-01 2.995927122330738213e-01
-8.266533066132264906e+00 7.612158750633559595e-03 1.099227408142733516e-02 6.801802419203966110e-01 3.012153252475425202e-01
-8.206412825651302256e+00 7.113492823928622283e-03 1.048795526863667039e-02 6.795599638599860715e-01 3.028385880474486203e-01
-8.146292585170341383e+00 6.646055370822503451e-03 1.000531308826810468e-02 6.788716320225736123e-01 3.044769995183357891e-01
-8.086172344689378733e+00 6.208298493669766639e-03 9.542502797262321715e-03 6.781171787202114887e-01 3.061320199888565297e-01
-8.026052104208417859e+00 5.801086874799700997e-03 9.100692809930486030e-03 6.773433700524265078e-01 3.077548502628432159e-01
-7.965931863727455209e+00 5.418917727862371594e-03 8.675538113478074159e-03 6.764574627221388026e-01 3.094480814365208610e-01
-7.905811623246493447e+00 5.065249998765051533e-03 8.273690389531043049e-03 6.755008187903797090e-01 3.111602408213242077e-01
-7.845691382765531685e+00 4.733508207098629031e-03 7.886427973318907783e-03 6.747717619008869461e-01 3.126083019186954304e-01
-7.785571142284569035e+00 4.425147523400967467e-03 7.516584811227672476e-03 6.737368001796273376e-01 3.143214674857441326e-01
-7.725450901803607273e+00 4.135540741217765166e-03 7.165787896593116442e-03 6.728080745200127888e-01 3.158905968421762966e-01
-7.665330661322645511e+00 3.866083033392977812e-03 6.827690232685547020e-03 6.718429812382789024e-01 3.174632454956425875e-01
-7.605210420841683749e+00 3.616360088497551622e-03 6.506827136069501770e-03 6.708098142016755139e-01 3.190669985737574210e-01
-7.545090180360721988e+00 3.383706979858744270e-03 6.202640241024961858e-03 6.697209852653466244e-01 3.206926675137696803e-01
-7.484969939879760226e+00 3.165386803134117005e-03 5.911329634916109160e-03 6.687932018740307960e-01 3.221300816879190121e-01
-7.424849699398797576e+00 2.963230997188854784e-03 5.633027804757891055e-03 6.677555128892167513e-01 3.236482283088364387e-01
-7.364729458917835814e+00 2.775360279168591609e-03 5.368617521644319761e-03 6.667029320644700663e-01 3.251530901347170488e-01
-7.304609218436874052e+00 2.600395923222650375e-03 5.115508737136125958e-03 6.658048486344525507e-01 3.264792467051886304e-01
-7.244488977955912290e+00 2.437666299367428208e-03 4.876316663109218907e-03 6.647353123663883867e-01 3.279507046711349072e-01
-7.184368737474950528e+00 2.286247098567542949e-03 4.648705622539602705e-03 6.638057575230943419e-01 3.292592897557985454e-01
-7.124248496993987878e+00 2.145993130729851543e-03 4.432303563081268528e-03 6.627470712063103786e-01 3.306746320998785182e-01
-7.064128256513026116e+00 2.014960548495386798e-03 4.225127527806294726e-03 6.618976683667021632e-01 3.318622435569962281e-01
-7.004008016032064354e+00 1.893515271222141229e-03 4.029583058127386361e-03 6.609061319148390456e-01 3.331707697558114467e-01
-6.943887775551102592e+00 1.781294353936203802e-03 3.843302308934145022e-03 6.600587923408541835e-01 3.343166109962753541e-01
-6.883767535070139942e+00 1.676387987739013730e-03 3.665647334080581951e-03 6.591909205223273061e-01 3.354670441558531002e-01
-6.823647294589179069e+00 1.579011487798488624e-03 3.497405046973968857e-03 6.584859632715067690e-01 3.364376201937207544e-01
-6.763527054108216419e+00 1.488606121015585964e-03 3.337355231362337023e-03 6.576028278657434223e-01 3.375712107818786278e-01
-6.703406813627255545e+00 1.404844273472882071e-03 3.185751296161280950e-03 6.569004816315811013e-01 3.385089227987847504e-01
-6.643286573146292895e+00 1.326718768942709587e-03 3.040808190479713912e-03 6.562290119161540147e-01 3.394034611244235999e-01
-6.583166332665330245e+00 1.254622262882584566e-03 2.904755657871583348e-03 6.555280133473223581e-01 3.403126087319234827e-01
-6.523046092184369371e+00 1.187839355028796721e-03 2.775282340833671191e-03 6.549951143749477289e-01 3.410417639291898340e-01
-6.462925851703406721e+00 1.125371972229234629e-03 2.651679193722767097e-03 6.544390738320097212e-01 3.417838750020383287e-01
-6.402805611222445847e+00 1.067589629580970772e-03 2.534457410810419479e-03 6.539221394472503057e-01 3.424758135123581737e-01
-6.342685370741483197e+00 1.014045378084242610e-03 2.423598382569183696e-03 6.535618574515887902e-01 3.430004987877578460e-01
-6.282565130260520547e+00 9.643855768192694357e-04 2.319178766693816372e-03 6.531693889294115651e-01 3.435470467270753669e-01
-6.222444889779559674e+00 9.184301128120111709e-04 2.218868298979941207e-03 6.528422113407883476e-01 3.440204902474197080e-01
-6.162324649298597024e+00 8.755840595421312059e-04 2.124471743456081592e-03 6.525801448321939535e-01 3.444197993648078771e-01
-6.102204408817636150e+00 8.360738484246186489e-04 2.035012629988994237e-03 6.524473622362734204e-01 3.446815512853130259e-01
-6.042084168336673500e+00 7.995080204029139399e-04 1.949870467783329248e-03 6.522770155190060759e-01 3.449736059928076304e-01
-5.981963927855712626e+00 7.656272330604740840e-04 1.869548978764628763e-03 6.522021055817799340e-01 3.451627182063948807e-01
-5.921843687374749976e+00 7.344557258499949783e-04 1.793091735652847796e-03 6.521557876044821178e-01 3.453166649340150829e-01
-5.861723446893787326e+00 7.053818779338562979e-04 1.720897398212097073e-03 6.522023666183486279e-01 3.453713541055053460e-01
-5.801603206412826452e+00 6.788953768925542727e-04 1.652709260821019982e-03 6.523461273151142104e-01 3.453222680471723094e-01
-5.741482965931863802e+00 6.542478075302385863e-04 1.587521602461278289e-03 6.525163302897398765e-01 3.452419003002686893e-01
-5.681362725450902929e+00 6.316079139165808268e-04 1.525999863466551403e-03 6.527435652598437832e-01 3.450988269627731087e-01
-5.621242484969940278e+00 6.110720032105331238e-04 1.468345169537105081e-03 6.530343057289013098e-01 3.448862770983510129e-01
-5.561122244488977628e+00 5.918689874624855378e-04 1.413182686136978854e-03 6.533788402063270828e-01 3.446161081200735388e-01
-5.501002004008016755e+00 5.746122740885966067e-04 1.361060829021163874e-03 6.537648090629303299e-01 3.442995178339599560e-01
-5.440881763527054105e+00 5.588072902529962575e-04 1.311431655954187940e-03 6.541917583752036025e-01 3.439380026785892608e-01
-5.380761523046093231e+00 5.444887442401438868e-04 1.264932040786333808e-03 6.547143135210271581e-01 3.434762656939464032e-01
-5.320641282565130581e+00 5.315358464257314512e-04 1.220710175066862550e-03 6.552929307686304883e-01 3.429548232098768579e-01
-5.260521042084167931e+00 5.199029526592656393e-04 1.178849837445822366e-03 6.559019250048974126e-01 3.423993222049974694e-01
