# X align relalign posterior
-1.731812249505963575e+00 -1.704966449839780296e+00 2.684579966618327873e-02 -2.463448324450907112e+00
-1.727040759632686440e+00 -1.700031466353488785e+00 2.700929327919765477e-02 -2.471293655013404589e+00
-1.722269269759409083e+00 -1.695083858113628938e+00 2.718541164578014424e-02 -2.460742472883775900e+00
-1.717497779886131948e+00 -1.690123607096754466e+00 2.737417278937748222e-02 -2.437434273400187479e+00
-1.712726290012854813e+00 -1.685150672344236433e+00 2.757561766861837960e-02 -2.406641003760310316e+00
-1.707954800139577456e+00 -1.680164941510975396e+00 2.778985862860205991e-02 -2.372066077310226451e+00
-1.703183310266300321e+00 -1.675166444198733062e+00 2.801686606756725872e-02 -2.335793228853381365e+00
-1.698411820393023186e+00 -1.670154909799190568e+00 2.825691059383261816e-02 -2.298923394564268641e+00
-1.693640330519745829e+00 -1.665130679589300389e+00 2.850965093044544041e-02 -2.262176467937943247e+00
-1.688868840646468694e+00 -1.660093470831173423e+00 2.877536981529527083e-02 -2.225970830265279865e+00
-1.684097350773191559e+00 -1.655043345875706340e+00 2.905400489748521942e-02 -2.190035471136973388e+00
-1.679325860899914202e+00 -1.649980348456131063e+00 2.934551244378313939e-02 -2.153013957584279936e+00
-1.674554371026637067e+00 -1.644904543309263056e+00 2.964982771737401102e-02 -2.112598006248794569e+00
-1.669782881153359932e+00 -1.639816005888335315e+00 2.996687526502461729e-02 -2.066398939985178096e+00
-1.665011391280082576e+00 -1.634714809748328168e+00 3.029658153175440738e-02 -2.013238641368561677e+00
-1.660239901406805441e+00 -1.629601187620794756e+00 3.063871378601068507e-02 -1.954245724731011880e+00
-1.655468411533528306e+00 -1.624475070807403387e+00 3.099334072612491831e-02 -1.893108433489481879e+00
-1.650696921660250949e+00 -1.619337052338050142e+00 3.135986932220080625e-02 -1.835275561721107618e+00
-1.645925431786973814e+00 -1.614186900547279757e+00 3.173853123969405665e-02 -1.786283824957887845e+00
-1.641153941913696679e+00 -1.609025265816285355e+00 3.212867609741132391e-02 -1.749893052608669120e+00
-1.636382452040419322e+00 -1.603852238433739252e+00 3.253021360668006956e-02 -1.726683122045363117e+00
-1.631610962167142187e+00 -1.598668345148555714e+00 3.294261701858647307e-02 -1.713745337481896946e+00
-1.626839472293865052e+00 -1.593473777348664022e+00 3.336569494520102985e-02 -1.705680129917669596e+00
-1.622067982420587695e+00 -1.588269131855847727e+00 3.379885056473996841e-02 -1.696722882345101269e+00
-1.617296492547310560e+00 -1.583054819978079175e+00 3.424167256923138503e-02 -1.683345470373354136e+00
-1.612525002674033425e+00 -1.577831323794592233e+00 3.469367887944119211e-02 -1.666336912735142395e+00
-1.607753512800756068e+00 -1.572599193440084919e+00 3.515431936067114904e-02 -1.651299045421746658e+00
-1.602982022927478933e+00 -1.567359085146439623e+00 3.562293778103930997e-02 -1.646939834092197241e+00
-1.598210533054201798e+00 -1.562111596637598909e+00 3.609893641660288921e-02 -1.661436604924110938e+00
-1.593439043180924442e+00 -1.556857366740938664e+00 3.658167643998577745e-02 -1.698203512002268489e+00
-1.588667553307647307e+00 -1.551597173936251295e+00 3.707037937139601169e-02 -1.752912969977659774e+00
-1.583896063434370172e+00 -1.546331765006413672e+00 3.756429842795649954e-02 -1.813330372062421869e+00
-1.579124573561092815e+00 -1.541061919623492926e+00 3.806265393759988847e-02 -1.862304482187699506e+00
-1.574353083687815680e+00 -1.535788507437843231e+00 3.856457624997244871e-02 -1.882888412962960611e+00
-1.569581593814538545e+00 -1.530512358216469249e+00 3.906923559806929624e-02 -1.863652299148211622e+00
-1.564810103941261188e+00 -1.525234441325753476e+00 3.957566261550771181e-02 -1.802323783827854520e+00
-1.560038614067984053e+00 -1.519955548261343825e+00 4.008306580664022789e-02 -1.706719753957216312e+00
-1.555267124194706918e+00 -1.514676756868310381e+00 4.059036732639653700e-02 -1.593006014605239162e+00
-1.550495634321429561e+00 -1.509399070020721156e+00 4.109656430070840472e-02 -1.482037738117347736e+00
-1.545724144448152426e+00 -1.504123442425491675e+00 4.160070202266075157e-02 -1.394822279131846310e+00
-1.540952654574875291e+00 -1.498850987688491232e+00 4.210166688638405930e-02 -1.348096958030134740e+00
-1.536181164701597934e+00 -1.493582667130854080e+00 4.259849757074385401e-02 -1.350847886072577442e+00
-1.531409674828320799e+00 -1.488319728229453576e+00 4.308994659886722367e-02 -1.402459095059460426e+00
-1.526638184955043664e+00 -1.483063066380139183e+00 4.357511857490448115e-02 -1.492926397737449395e+00
-1.521866695081766307e+00 -1.477813955729469608e+00 4.405273935229669924e-02 -1.605122432747085437e+00
-1.517095205208489173e+00 -1.472573473395612842e+00 4.452173181287633064e-02 -1.718556750274302658e+00
-1.512323715335211816e+00 -1.467342742310611126e+00 4.498097302460069002e-02 -1.813560505730068773e+00
-1.507552225461934681e+00 -1.462122882907041399e+00 4.542934255489328166e-02 -1.874712136852282995e+00
-1.502780735588657546e+00 -1.456914992255879504e+00 4.586574333277804172e-02 -1.892675505440425177e+00
-1.498009245715380189e+00 -1.451720326069212863e+00 4.628891964616732579e-02 -1.864238878508320596e+00
-1.493237755842103054e+00 -1.446539874535273995e+00 4.669788130682905880e-02 -1.791079902467393126e+00
-1.488466265968825919e+00 -1.441374925121121420e+00 4.709134084770449924e-02 -1.678081676456621096e+00
-1.483694776095548562e+00 -1.436226332239974868e+00 4.746844385557369428e-02 -1.531956057382739100e+00
-1.478923286222271427e+00 -1.431095432743800799e+00 4.782785347847062773e-02 -1.360577636232047638e+00
-1.474151796348994292e+00 -1.425983107641097813e+00 4.816868870789647872e-02 -1.172775544796330394e+00
-1.469380306475716935e+00 -1.420890471370385821e+00 4.848983510533111385e-02 -9.781983931240445518e-01
-1.464608816602439800e+00 -1.415818561068464598e+00 4.879025553397520198e-02 -7.867024435644047742e-01
-1.459837326729162665e+00 -1.410768381072923905e+00 4.906894565623876048e-02 -6.071127388789949730e-01
-1.455065836855885308e+00 -1.405740823315027921e+00 4.932501354085738754e-02 -4.456539851211860914e-01
-1.450294346982608173e+00 -1.400736795830115122e+00 4.955755115249305121e-02 -3.047288598289811801e-01
-1.445522857109331039e+00 -1.395757256639481581e+00 4.976560046984945807e-02 -1.827360958119478296e-01
-1.440751367236053682e+00 -1.390803023400229321e+00 4.994834383582436033e-02 -7.528744817653987287e-02
-1.435979877362776547e+00 -1.385874792280699985e+00 5.010508508207656142e-02 2.248946581414246193e-02
-1.431208387489499412e+00 -1.380973401393242206e+00 5.023498609625720590e-02 1.134165402840839887e-01
-1.426436897616222055e+00 -1.376099422765332037e+00 5.033747485089001827e-02 1.965757373449112944e-01
-1.421665407742944920e+00 -1.371253676312724545e+00 5.041173143022037451e-02 2.671432345978901335e-01
-1.416893917869667785e+00 -1.366436546909107541e+00 5.045737096056024384e-02 3.178461095933956537e-01
-1.412122427996390428e+00 -1.361648712620716628e+00 5.047371537567379995e-02 3.414103689940830577e-01
-1.407350938123113293e+00 -1.356890486676777474e+00 5.046045144633581891e-02 3.331222976162122595e-01
-1.402579448249836158e+00 -1.352162384558051045e+00 5.041706369178511338e-02 2.926397458309649702e-01
-1.397807958376558801e+00 -1.347464628688678445e+00 5.034332968788035600e-02 2.246271192525644000e-01
-1.393036468503281666e+00 -1.342797506603064184e+00 5.023896190021748254e-02 1.381956635063831262e-01
-1.388264978630004531e+00 -1.338161280634966310e+00 5.010369799503822108e-02 4.547170203323225302e-02
-1.383493488756727174e+00 -1.333556010600110087e+00 4.993747815661708778e-02 -4.031106786841709422e-02
-1.378721998883450039e+00 -1.328981738244334743e+00 4.974026063911529683e-02 -1.067879787225792798e-01
