# X align relalign posterior
-1.731812249505963575e+00 -1.696273367083396044e+00 3.553888242256753038e-02 -2.414498652361456443e+00
-1.727040759632686440e+00 -1.693047573468580813e+00 3.399318616410562655e-02 -2.413738032955034196e+00
-1.722269269759409083e+00 -1.689734796524701377e+00 3.253447323470770591e-02 -2.419881332161589071e+00
-1.717497779886131948e+00 -1.686333169235160856e+00 3.116461065097109184e-02 -2.430331022433895871e+00
-1.712726290012854813e+00 -1.682840944665169092e+00 2.988534534768572115e-02 -2.441134681687580965e+00
-1.707954800139577456e+00 -1.679256700550095571e+00 2.869809958948188466e-02 -2.447330990271626483e+00
-1.703183310266300321e+00 -1.675579373161809826e+00 2.760393710449049465e-02 -2.443561138767202934e+00
-1.698411820393023186e+00 -1.671808013122763281e+00 2.660380727025990488e-02 -2.424843015634084331e+00
-1.693640330519745829e+00 -1.667941806176581609e+00 2.569852434316421963e-02 -2.387399550738243725e+00
-1.688868840646468694e+00 -1.663980374920073002e+00 2.488846572639569210e-02 -2.329375055969307162e+00
-1.684097350773191559e+00 -1.659923416288989761e+00 2.417393448420179780e-02 -2.251300590569315307e+00
-1.679325860899914202e+00 -1.655771080020417285e+00 2.355478087949691712e-02 -2.156236746088137757e+00
-1.674554371026637067e+00 -1.651523435165300979e+00 2.303093586133608817e-02 -2.049560662863374461e+00
-1.669782881153359932e+00 -1.647180990809525847e+00 2.260189034383408568e-02 -1.938502631507282192e+00
-1.665011391280082576e+00 -1.642744475670821824e+00 2.226691560926075120e-02 -1.831471788254138033e+00
-1.660239901406805441e+00 -1.638215015572233701e+00 2.202488583457173910e-02 -1.737250907969412062e+00
-1.655468411533528306e+00 -1.633593713628214150e+00 2.187469790531415548e-02 -1.664053202501956541e+00
-1.650696921660250949e+00 -1.628881932615049433e+00 2.181498904520151605e-02 -1.618494052133159666e+00
-1.645925431786973814e+00 -1.624081517127362595e+00 2.184391465961121881e-02 -1.604580088950462446e+00
-1.641153941913696679e+00 -1.619194301932039837e+00 2.195963998165684217e-02 -1.622994306547061338e+00
