# X align relalign posterior
-1.731812249505963575e+00 -1.694469012094144800e+00 3.734323741181877487e-02 -3.059174712570078558e+00
-1.727040759632686440e+00 -1.691314715797084478e+00 3.572604383560196162e-02 -3.123314927117866180e+00
-1.722269269759409083e+00 -1.688050989100760679e+00 3.421828065864840340e-02 -3.173414090453730019e+00
-1.717497779886131948e+00 -1.684679612077715216e+00 3.281816780841673165e-02 -3.207356952024595032e+00
-1.712726290012854813e+00 -1.681202769603855174e+00 3.152352040899963903e-02 -3.223379707412687534e+00
-1.707954800139577456e+00 -1.677622637114752457e+00 3.033216302482499849e-02 -3.220126521900273708e+00
-1.703183310266300321e+00 -1.673941860396687353e+00 2.924144986961296766e-02 -3.196730360427676665e+00
-1.698411820393023186e+00 -1.670163052781842516e+00 2.824876761118066959e-02 -3.152911831421346900e+00
-1.693640330519745829e+00 -1.666288836186254674e+00 2.735149433349115533e-02 -3.089064609390830274e+00
-1.688868840646468694e+00 -1.662322249062726520e+00 2.654659158374217398e-02 -3.006296166209653453e+00
-1.684097350773191559e+00 -1.658266467893819041e+00 2.583088287937251870e-02 -2.906378533027806021e+00
-1.679325860899914202e+00 -1.654124396543973141e+00 2.520146435594106116e-02 -2.791632769889751398e+00
-1.674554371026637067e+00 -1.649899383896390237e+00 2.465498713024683042e-02 -2.664863681539163753e+00
-1.669782881153359932e+00 -1.645594808549069032e+00 2.418807260429090000e-02 -2.529392439182716057e+00
-1.665011391280082576e+00 -1.641213901183276702e+00 2.379749009680587335e-02 -2.389246506981712148e+00
-1.660239901406805441e+00 -1.636760093499124880e+00 2.347980790768056103e-02 -2.249426405756437930e+00
-1.655468411533528306e+00 -1.632236653522949554e+00 2.323175801057875134e-02 -2.115969480813500336e+00
-1.650696921660250949e+00 -1.627647076357716660e+00 2.304984530253428865e-02 -1.995598381163222079e+00
-1.645925431786973814e+00 -1.622994763993142131e+00 2.293066779383168274e-02 -1.894776194002372183e+00
-1.641153941913696679e+00 -1.618283006939886359e+00 2.287093497381031959e-02 -1.818380463481473530e+00
-1.636382452040419322e+00 -1.613515014399164338e+00 2.286743764125498402e-02 -1.768382888548635457e+00
-1.631610962167142187e+00 -1.608694149581382460e+00 2.291681258575972713e-02 -1.743060521614228975e+00
-1.626839472293865052e+00 -1.603823546791485866e+00 2.301592550237918644e-02 -1.737056622694755692e+00
-1.622067982420587695e+00 -1.598906207554875669e+00 2.316177486571202593e-02 -1.742332682496054108e+00
-1.617296492547310560e+00 -1.593945168532546974e+00 2.335132401476358588e-02 -1.749704294445841857e+00
-1.612525002674033425e+00 -1.588943204446925606e+00 2.358179822710781970e-02 -1.750528384835480455e+00
-1.607753512800756068e+00 -1.583903151370118056e+00 2.385036143063801184e-02 -1.738126933694891019e+00
-1.602982022927478933e+00 -1.578827493982923214e+00 2.415452894455571986e-02 -1.708714031173863557e+00
-1.598210533054201798e+00 -1.573718767718758738e+00 2.449176533544306089e-02 -1.661774689587340870e+00
-1.593439043180924442e+00 -1.568579292283361237e+00 2.485975089756320422e-02 -1.599965157212121181e+00
-1.588667553307647307e+00 -1.563411228745831050e+00 2.525632456181625685e-02 -1.528613350766415913e+00
-1.583896063434370172e+00 -1.558216492011787802e+00 2.567957142258237013e-02 -1.454824609849532990e+00
-1.579124573561092815e+00 -1.552996938016821371e+00 2.612763554427144364e-02 -1.386146294390799838e+00
-1.574353083687815680e+00 -1.547754249615952649e+00 2.659883407186303117e-02 -1.328884685950203703e+00
-1.569581593814538545e+00 -1.542489887534055581e+00 2.709170628048296336e-02 -1.286506849152436072e+00
-1.564810103941261188e+00 -1.537205184244068157e+00 2.760491969719303107e-02 -1.258889176259215370e+00
-1.560038614067984053e+00 -1.531901212272168689e+00 2.813740179581536438e-02 -1.243047514065514392e+00
-1.555267124194706918e+00 -1.526579033122385631e+00 2.868809107232128675e-02 -1.235368770667574889e+00
-1.550495634321429561e+00 -1.521239319637712750e+00 2.925631468371681088e-02 -1.234350829615212586e+00
-1.545724144448152426e+00 -1.515882736907242734e+00 2.984140754090969239e-02 -1.242332629861477411e+00
