# X mode_0 mode_1
-3.000000000000000000e+00 8.184322446640511783e-01 1.815677553359488217e-01
-2.993993993993993907e+00 8.184307302385724903e-01 1.815692697614274820e-01
-2.987987987987987815e+00 8.184127098121193322e-01 1.815872901878807510e-01
-2.981981981981982166e+00 8.183992797796851848e-01 1.816007202203146764e-01
-2.975975975975976073e+00 8.184455196612973049e-01 1.815544803387025841e-01
-2.969969969969969981e+00 8.184718369334234023e-01 1.815281630665766810e-01
-2.963963963963963888e+00 8.183912845277150350e-01 1.816087154722849373e-01
-2.957957957957957795e+00 8.184720241778240535e-01 1.815279758221759465e-01
-2.951951951951952147e+00 8.184650863054988568e-01 1.815349136945010600e-01
-2.945945945945946054e+00 8.184322841656188618e-01 1.815677158343811937e-01
-2.939939939939939961e+00 8.184112180459310881e-01 1.815887819540689396e-01
-2.933933933933933869e+00 8.184084323548076467e-01 1.815915676451924643e-01
-2.927927927927927776e+00 8.184310048902547763e-01 1.815689951097451682e-01
-2.921921921921922127e+00 8.184391369302348451e-01 1.815608630697650994e-01
-2.915915915915916035e+00 8.184245043447682111e-01 1.815754956552316779e-01
-2.909909909909909942e+00 8.184121027950674865e-01 1.815878972049324580e-01
-2.903903903903903849e+00 8.184242396781530315e-01 1.815757603218468574e-01
-2.897897897897897757e+00 8.184706347791289582e-01 1.815293652208709307e-01
-2.891891891891892108e+00 8.184144097293176712e-01 1.815855902706823288e-01
-2.885885885885886015e+00 8.184182432877891156e-01 1.815817567122109677e-01
-2.879879879879879923e+00 8.184289681141488915e-01 1.815710318858511640e-01
-2.873873873873873830e+00 8.184268148922061448e-01 1.815731851077937997e-01
-2.867867867867867737e+00 8.184211757283390565e-01 1.815788242716608880e-01
-2.861861861861862089e+00 8.184558045571194151e-01 1.815441954428805849e-01
-2.855855855855855996e+00 8.184198546944631003e-01 1.815801453055367887e-01
-2.849849849849849903e+00 8.184204881346740512e-01 1.815795118653259210e-01
-2.843843843843843811e+00 8.184571174505612667e-01 1.815428825494387333e-01
-2.837837837837837718e+00 8.184080028583562427e-01 1.815919971416437573e-01
-2.831831831831832069e+00 8.184401281064273004e-01 1.815598718935726719e-01
-2.825825825825825977e+00 8.184325349630909852e-01 1.815674650369090981e-01
-2.819819819819819884e+00 8.184179787174329368e-01 1.815820212825671465e-01
-2.813813813813813791e+00 8.184264430943716251e-01 1.815735569056283472e-01
-2.807807807807807698e+00 8.184382828592663417e-01 1.815617171407336305e-01
-2.801801801801801606e+00 8.184280443863382049e-01 1.815719556136618229e-01
-2.795795795795795957e+00 8.184375916460797651e-01 1.815624083539202627e-01
-2.789789789789789864e+00 8.184220422802881423e-01 1.815779577197118022e-01
-2.783783783783783772e+00 8.184306791421807059e-01 1.815693208578192941e-01
-2.777777777777777679e+00 8.184518610114717152e-01 1.815481389885282570e-01
-2.771771771771771586e+00 8.184371245933517169e-01 1.815628754066482553e-01
-2.765765765765765938e+00 8.184568175516975241e-01 1.815431824483023926e-01
-2.759759759759759845e+00 8.184351412677759452e-01 1.815648587322241381e-01
-2.753753753753753752e+00 8.184225562597889914e-01 1.815774437402109809e-01
-2.747747747747747660e+00 8.184046031616165617e-01 1.815953968383833828e-01
-2.741741741741741567e+00 8.184232077342883382e-01 1.815767922657117450e-01
-2.735735735735735918e+00 8.184264699230213713e-01 1.815735300769786842e-01
-2.729729729729729826e+00 8.183944204921357324e-01 1.816055795078641288e-01
-2.723723723723723733e+00 8.184489307173379302e-01 1.815510692826620698e-01
-2.717717717717717640e+00 8.184255732336306322e-01 1.815744267663693123e-01
-2.711711711711711548e+00 8.184233332755208590e-01 1.815766667244791688e-01
-2.705705705705705899e+00 8.183918963509230204e-01 1.816081036490770351e-01
-2.699699699699699806e+00 8.184321462658042945e-01 1.815678537341957610e-01
-2.693693693693693714e+00 8.184216902153538253e-01 1.815783097846462857e-01
-2.687687687687687621e+00 8.183834812304344730e-01 1.816165187695655547e-01
-2.681681681681681528e+00 8.184380119573165802e-01 1.815619880426835309e-01
-2.675675675675675436e+00 8.184282696581511862e-01 1.815717303418488138e-01
-2.669669669669669787e+00 8.183948447935218695e-01 1.816051552064781582e-01
-2.663663663663663694e+00 8.184412855741070025e-01 1.815587144258929420e-01
-2.657657657657657602e+00 8.184340313990062787e-01 1.815659686009936657e-01
-2.651651651651651509e+00 8.183983808551413830e-01 1.816016191448585337e-01
-2.645645645645645416e+00 8.183958797240961092e-01 1.816041202759039463e-01
-2.639639639639639768e+00 8.184237579614030977e-01 1.815762420385969578e-01
-2.633633633633633675e+00 8.184261344710259678e-01 1.815738655289740600e-01
-2.627627627627627582e+00 8.184582227135626109e-01 1.815417772864373613e-01
-2.621621621621621490e+00 8.184330954465510732e-01 1.815669045534488990e-01
-2.615615615615615397e+00 8.184524655446860919e-01 1.815475344553139914e-01
-2.609609609609609748e+00 8.183763589405783634e-01 1.816236410594216366e-01
-2.603603603603603656e+00 8.184101871153867114e-01 1.815898128846132054e-01
-2.597597597597597563e+00 8.184537098132864674e-01 1.815462901867135326e-01
-2.591591591591591470e+00 8.184139608637641672e-01 1.815860391362357495e-01
-2.585585585585585378e+00 8.183998510642834789e-01 1.816001489357164655e-01
-2.579579579579579729e+00 8.184330227673064506e-01 1.815669772326935771e-01
-2.573573573573573636e+00 8.184508458997060698e-01 1.815491541002938747e-01
-2.567567567567567544e+00 8.184334278501521620e-01 1.815665721498477547e-01
-2.561561561561561451e+00 8.184342899546138694e-01 1.815657100453861861e-01
