# X 0 1 2 3 4 5 6 7 8 9
-1.731812249505963575e+00 -2.334061837461568256e+00 -2.321864228655155404e+00 -2.248665320294214620e+00 -2.287406420892346137e+00 -2.287869149922227230e+00 -2.292633491873347307e+00 -2.274452471064454251e+00 -2.234431146203082363e+00 -2.324437687169278899e+00 -2.295379298644504296e+00
-1.727040759632686440e+00 -2.357890660986381004e+00 -2.346210890686941219e+00 -2.338594956307626038e+00 -2.329990537985326071e+00 -2.331467155936633340e+00 -2.349589586390599560e+00 -2.350198257343868669e+00 -2.327967714514024955e+00 -2.360151900391075586e+00 -2.354621584491100705e+00
-1.722269269759409083e+00 -2.343894982770996283e+00 -2.339284781209363562e+00 -2.392945266003510874e+00 -2.337881240150141871e+00 -2.344449953689639266e+00 -2.368347970355018539e+00 -2.390490546569754127e+00 -2.386012915646809063e+00 -2.362499152424136550e+00 -2.386957354705934620e+00
-1.717497779886131948e+00 -2.295242927885348561e+00 -2.304325235911924175e+00 -2.411623988142773456e+00 -2.313943767069449819e+00 -2.327564248900482635e+00 -2.351643896685146284e+00 -2.396888688711048321e+00 -2.409087501364724382e+00 -2.334990246315657991e+00 -2.393991718773561317e+00
-1.712726290012854813e+00 -2.217878150196506137e+00 -2.246471319977645820e+00 -2.397056042307454948e+00 -2.262767630823383058e+00 -2.283953015486371196e+00 -2.304581396960909689e+00 -2.373108689116425918e+00 -2.400122995130052672e+00 -2.282721528224417540e+00 -2.378585129838530321e+00
-1.707954800139577456e+00 -2.119941628561501812e+00 -2.172145741357244919e+00 -2.353935045713579033e+00 -2.190376646873479771e+00 -2.218860560254429348e+00 -2.234120637119121344e+00 -2.324628874272764989e+00 -2.364114088624846399e+00 -2.211985885234917681e+00 -2.344540851456369257e+00
-1.703183310266300321e+00 -2.010950633070394122e+00 -2.088334982584961974e+00 -2.288743259343132497e+00 -2.103823287102305262e+00 -2.139039903033007395e+00 -2.148364872043173168e+00 -2.258143238400110331e+00 -2.307562359926538686e+00 -2.129793051315979291e+00 -2.296241813711751067e+00
-1.698411820393023186e+00 -1.900834674529901402e+00 -2.001903641699160019e+00 -2.209087827652511216e+00 -2.010688877633463267e+00 -2.051969528551614630e+00 -2.055752707010159774e+00 -2.180908694671964021e+00 -2.237773077167683589e+00 -2.043324630675288578e+00 -2.238277961634327351e+00
-1.693640330519745829e+00 -1.798946934363079952e+00 -1.919045388074940295e+00 -2.122924451023711523e+00 -1.918523902148234761e+00 -1.965036237269269348e+00 -1.964259930414195665e+00 -2.100050880778343121e+00 -2.162077349107242696e+00 -1.959363701388029622e+00 -2.175103547834249085e+00
-1.688868840646468694e+00 -1.713170205387610778e+00 -1.844937348844683633e+00 -2.037760753135032132e+00 -1.834286396585928847e+00 -1.884812730611662435e+00 -1.880726925292300677e+00 -2.021920553049212810e+00 -2.087081271929581483e+00 -1.883759069637643391e+00 -2.110756928662252285e+00
