# X mode_0 mode_1
-3.000000000000000000e+00 5.893193938559860845e-01 4.106806061440139710e-01
-2.993993993993993907e+00 5.893570215339077878e-01 4.106429784660921567e-01
-2.987987987987987815e+00 5.893978160323292137e-01 4.106021839676708418e-01
-2.981981981981982166e+00 5.893813554784393949e-01 4.106186445215606606e-01
-2.975975975975976073e+00 5.893341928801527629e-01 4.106658071198472371e-01
-2.969969969969969981e+00 5.893789946761213150e-01 4.106210053238787405e-01
-2.963963963963963888e+00 5.893295849905944017e-01 4.106704150094055983e-01
-2.957957957957957795e+00 5.893466542295772159e-01 4.106533457704228396e-01
-2.951951951951952147e+00 5.893483125031621084e-01 4.106516874968378916e-01
-2.945945945945946054e+00 5.893787751258764418e-01 4.106212248741235582e-01
-2.939939939939939961e+00 5.894298972224824018e-01 4.105701027775175982e-01
-2.933933933933933869e+00 5.893393102159650843e-01 4.106606897840349157e-01
-2.927927927927927776e+00 5.893900104635168002e-01 4.106099895364832553e-01
-2.921921921921922127e+00 5.893795400707604326e-01 4.106204599292395119e-01
-2.915915915915916035e+00 5.893353116191407670e-01 4.106646883808592885e-01
-2.909909909909909942e+00 5.893248544555417245e-01 4.106751455444581644e-01
-2.903903903903903849e+00 5.893682297677302895e-01 4.106317702322697660e-01
-2.897897897897897757e+00 5.893551471378869477e-01 4.106448528621129412e-01
-2.891891891891892108e+00 5.893529098699974433e-01 4.106470901300026122e-01
-2.885885885885886015e+00 5.893659018317725096e-01 4.106340981682275459e-01
-2.879879879879879923e+00 5.893611793267289345e-01 4.106388206732709545e-01
-2.873873873873873830e+00 5.893667038544587733e-01 4.106332961455413377e-01
-2.867867867867867737e+00 5.893822213220989426e-01 4.106177786779010574e-01
-2.861861861861862089e+00 5.892893993140682074e-01 4.107106006859317371e-01
-2.855855855855855996e+00 5.892978681870584268e-01 4.107021318129415177e-01
-2.849849849849849903e+00 5.893668158539671076e-01 4.106331841460327814e-01
-2.843843843843843811e+00 5.893524367900009331e-01 4.106475632099990669e-01
-2.837837837837837718e+00 5.893356291141984560e-01 4.106643708858014885e-01
-2.831831831831832069e+00 5.893710323076865043e-01 4.106289676923134957e-01
-2.825825825825825977e+00 5.893699860261135681e-01 4.106300139738863764e-01
-2.819819819819819884e+00 5.893529246497976049e-01 4.106470753502025062e-01
-2.813813813813813791e+00 5.893530572452712057e-01 4.106469427547288498e-01
-2.807807807807807698e+00 5.893860174842484589e-01 4.106139825157515411e-01
-2.801801801801801606e+00 5.893563167501804090e-01 4.106436832498196465e-01
-2.795795795795795957e+00 5.893710625701187311e-01 4.106289374298812134e-01
-2.789789789789789864e+00 5.893652816918666382e-01 4.106347183081333618e-01
-2.783783783783783772e+00 5.894126031841423474e-01 4.105873968158576526e-01
-2.777777777777777679e+00 5.893623856107186310e-01 4.106376143892812580e-01
-2.771771771771771586e+00 5.893401305998243744e-01 4.106598694001756811e-01
-2.765765765765765938e+00 5.893274057068763616e-01 4.106725942931236939e-01
-2.759759759759759845e+00 5.893416011311114477e-01 4.106583988688886633e-01
-2.753753753753753752e+00 5.893014186552533173e-01 4.106985813447466827e-01
-2.747747747747747660e+00 5.893441147346957232e-01 4.106558852653042213e-01
-2.741741741741741567e+00 5.894123499366780150e-01 4.105876500633219295e-01
-2.735735735735735918e+00 5.893330112623784700e-01 4.106669887376216410e-01
-2.729729729729729826e+00 5.893355154794135409e-01 4.106644845205864036e-01
-2.723723723723723733e+00 5.893614394825796854e-01 4.106385605174202036e-01
-2.717717717717717640e+00 5.893635687109085586e-01 4.106364312890914414e-01
-2.711711711711711548e+00 5.893045092508161220e-01 4.106954907491839890e-01
-2.705705705705705899e+00 5.893500432915930176e-01 4.106499567084069269e-01
-2.699699699699699806e+00 5.893418070474281123e-01 4.106581929525718877e-01
-2.693693693693693714e+00 5.893023180259504556e-01 4.106976819740494333e-01
-2.687687687687687621e+00 5.893585562027323643e-01 4.106414437972676357e-01
-2.681681681681681528e+00 5.893295608347705050e-01 4.106704391652295505e-01
-2.675675675675675436e+00 5.893475983025332487e-01 4.106524016974667513e-01
-2.669669669669669787e+00 5.893320194314185523e-01 4.106679805685815032e-01
-2.663663663663663694e+00 5.893775089830977088e-01 4.106224910169022357e-01
-2.657657657657657602e+00 5.893950541025131384e-01 4.106049458974868616e-01
-2.651651651651651509e+00 5.893715349016477312e-01 4.106284650983522688e-01
-2.645645645645645416e+00 5.893511165606043489e-01 4.106488834393955956e-01
-2.639639639639639768e+00 5.893874125920790519e-01 4.106125874079210036e-01
-2.633633633633633675e+00 5.893597605281362117e-01 4.106402394718637328e-01
-2.627627627627627582e+00 5.894280855492960436e-01 4.105719144507040674e-01
-2.621621621621621490e+00 5.893123968462492535e-01 4.106876031537506355e-01
-2.615615615615615397e+00 5.893635255377384086e-01 4.106364744622614804e-01
-2.609609609609609748e+00 5.893754607704333459e-01 4.106245392295666541e-01
-2.603603603603603656e+00 5.893603523452097814e-01 4.106396476547901631e-01
-2.597597597597597563e+00 5.893724196562777351e-01 4.106275803437222094e-01
-2.591591591591591470e+00 5.894128985071210858e-01 4.105871014928789142e-01
-2.585585585585585378e+00 5.893345993002470085e-01 4.106654006997529360e-01
-2.579579579579579729e+00 5.893530857809289314e-01 4.106469142190711241e-01
-2.573573573573573636e+00 5.893410974703993110e-01 4.106589025296006334e-01
-2.567567567567567544e+00 5.893937053196957043e-01 4.106062946803042957e-01
-2.561561561561561451e+00 5.893770275886780485e-01 4.106229724113218404e-01
-2.555555555555555358e+00 5.894002940153217907e-01 4.105997059846782093e-01
-2.549549549549549710e+00 5.893174724686435217e-01 4.106825275313564783e-01
-2.543543543543543617e+00 5.893314359292249893e-01 4.106685640707748997e-01
-2.537537537537537524e+00 5.892558167690159499e-01 4.107441832309840501e-01
-2.531531531531531432e+00 5.893852010178385337e-01 4.106147989821615218e-01
-2.525525525525525339e+00 5.893754167596295668e-01 4.106245832403704887e-01
-2.519519519519519690e+00 5.893876714479058254e-01 4.106123285520941191e-01
-2.513513513513513598e+00 5.893958024288160624e-01 4.106041975711839931e-01
-2.507507507507507505e+00 5.893626352036578364e-01 4.106373647963421081e-01
-2.501501501501501412e+00 5.893489884390800126e-01 4.106510115609200429e-01
-2.495495495495495319e+00 5.893219261525831643e-01 4.106780738474168357e-01
-2.489489489489489671e+00 5.893798269038109661e-01 4.106201730961889784e-01
-2.483483483483483578e+00 5.893867549911525616e-01 4.106132450088474939e-01
-2.477477477477477485e+00 5.893434996930657643e-01 4.106565003069342357e-01
-2.471471471471471393e+00 5.893788792432306245e-01 4.106211207567693200e-01
-2.465465465465465300e+00 5.893647108576857141e-01 4.106352891423142859e-01
-2.459459459459459651e+00 5.893871619947365081e-01 4.106128380052634919e-01
-2.453453453453453559e+00 5.894210166520913452e-01 4.105789833479085438e-01
-2.447447447447447466e+00 5.893220207182965353e-01 4.106779792817035202e-01
-2.441441441441441373e+00 5.893705195537149999e-01 4.106294804462850556e-01
-2.435435435435435281e+00 5.893515080396083405e-01 4.106484919603916039e-01
-2.429429429429429632e+00 5.893048894491408340e-01 4.106951105508591104e-01
-2.423423423423423539e+00 5.894363419887720390e-01 4.105636580112280165e-01
-2.417417417417417447e+00 5.893563185129584436e-01 4.106436814870415009e-01
-2.411411411411411354e+00 5.893586066891378650e-01 4.106413933108621350e-01
-2.405405405405405261e+00 5.893505772002611831e-01 4.106494227997388169e-01
-2.399399399399399613e+00 5.893789351591094405e-01 4.106210648408905595e-01
-2.393393393393393520e+00 5.893752184044719344e-01 4.106247815955280656e-01
-2.387387387387387427e+00 5.893511283080085095e-01 4.106488716919915460e-01
-2.381381381381381335e+00 5.893255858780945822e-01 4.106744141219054178e-01
-2.375375375375375242e+00 5.894071454688482037e-01 4.105928545311517963e-01
-2.369369369369369593e+00 5.894128509712788233e-01 4.105871490287211767e-01
-2.363363363363363501e+00 5.893523661434577621e-01 4.106476338565421824e-01
-2.357357357357357408e+00 5.893556074763389718e-01 4.106443925236610837e-01
-2.351351351351351315e+00 5.893286418713280517e-01 4.106713581286719483e-01
-2.345345345345345223e+00 5.893729358933329499e-01 4.106270641066669946e-01
-2.339339339339339574e+00 5.893531721295419690e-01 4.106468278704580310e-01
-2.333333333333333481e+00 5.893674827812317440e-01 4.106325172187682560e-01
-2.327327327327327389e+00 5.893689113575749650e-01 4.106310886424249240e-01
-2.321321321321321296e+00 5.893730322615067241e-01 4.106269677384933869e-01
-2.315315315315315203e+00 5.892969116292842147e-01 4.107030883707157853e-01
-2.309309309309309555e+00 5.893054880688223252e-01 4.106945119311776193e-01
