# X Y
0.000000000000000000e+00 0.000000000000000000e+00
2.004008016032063962e-03 2.457386842472962518e-01
4.008016032064127925e-03 4.614639993408561347e-01
6.012024048096191453e-03 6.315062035124930917e-01
8.016032064128255849e-03 7.548618826842092844e-01
1.002004008016032024e-02 8.393509500051208327e-01
1.202404809619238291e-02 8.951872632909495531e-01
1.402805611222444730e-02 9.313820624266835324e-01
1.603206412825651170e-02 9.546648580303145337e-01
1.803607214428857436e-02 9.696454739911919418e-01
2.004008016032064049e-02 9.793382914763015812e-01
2.204408817635270315e-02 9.856674806460690164e-01
2.404809619238476581e-02 9.898481374658886223e-01
2.605210420841683194e-02 9.926456449965079809e-01
2.805611222444889460e-02 9.945434174327838495e-01
3.006012024048096073e-02 9.958486340726431241e-01
3.206412825651302340e-02 9.967580907959316949e-01
3.406813627254508953e-02 9.973990504056111650e-01
3.607214428857714872e-02 9.978546072877769735e-01
3.807615230460921485e-02 9.981794972047336456e-01
4.008016032064128098e-02 9.984100027867843785e-01
4.208416833667334017e-02 9.985701898245725738e-01
4.408817635270540630e-02 9.986758404568735203e-01
4.609218436873747243e-02 9.987369169459029417e-01
4.809619238476953162e-02 9.987590615233179481e-01
5.010020040080159776e-02 9.987444317900219248e-01
5.210420841683366389e-02 9.986920366004401473e-01
5.410821643286573002e-02 9.985976420633170259e-01
5.611222444889778921e-02 9.984532394309356684e-01
5.811623246492985534e-02 9.982459893146756746e-01
6.012024048096192147e-02 9.979564637920546044e-01
6.212424849699398066e-02 9.975558807554928409e-01
6.412825651302604679e-02 9.970018379009280007e-01
6.613226452905811292e-02 9.962317703763300392e-01
6.813627254509017905e-02 9.951529224693135278e-01
7.014028056112224518e-02 9.936269623145125296e-01
7.214428857715429744e-02 9.914463739032548517e-01
7.414829659318636357e-02 9.882983055822185392e-01
7.615230460921842970e-02 9.837095308381221814e-01
7.815631262525049583e-02 9.769636286174736561e-01
8.016032064128256196e-02 9.669789604888995305e-01
8.216432865731462809e-02 9.521353743643468093e-01
8.416833667334668034e-02 9.300436737288130251e-01
8.617234468937874647e-02 8.972754894545598159e-01
8.817635270541081260e-02 8.491316115258542574e-01
9.018036072144287874e-02 7.796473913620576290e-01
9.218436873747494487e-02 6.822086561517347603e-01
9.418837675350701100e-02 5.512542125764539058e-01
9.619238476953906325e-02 3.852190367535280879e-01
9.819639278557112938e-02 1.897426410848145617e-01
1.002004008016031955e-01 -2.127325721335386610e-02
1.022044088176352616e-01 -2.288943172196570564e-01
1.042084168336673278e-01 -4.155788839560040082e-01
1.062124248496993939e-01 -5.705930463736785807e-01
1.082164328657314600e-01 -6.912902018108163515e-01
1.102204408817635123e-01 -7.808807842172724722e-01
1.122244488977955784e-01 -8.452429152660635436e-01
1.142284569138276445e-01 -8.905532476847675127e-01
1.162324649298597107e-01 -9.221109899699966306e-01
