# X mu var std 2std
-1.000000000000000000e+01 -3.967882767286127210e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.959919839679358233e+00 -3.959547165110603451e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.919839679358718243e+00 -3.951211562935080801e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.879759519038076476e+00 -3.942875960759557041e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.839679358717434710e+00 -3.934540358584032727e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.799599198396792943e+00 -3.926204756408508412e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.759519038076152952e+00 -3.917869154232982987e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.719438877755511186e+00 -3.909533552057456451e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.679358717434869419e+00 -3.901197949881927141e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.639278557114227652e+00 -3.892862347706396164e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.599198396793587662e+00 -3.884526745530861302e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.559118236472945895e+00 -3.876191143355320889e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.519038076152304129e+00 -3.867855541179773815e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.478957915831664138e+00 -3.859519939004215638e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.438877755511022372e+00 -3.851184336828643029e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.398797595190380605e+00 -3.842848734653050435e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.358717434869738838e+00 -3.834513132477428976e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.318637274549098848e+00 -3.826177530301768659e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.278557114228457081e+00 -3.817841928126051720e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.238476953907815314e+00 -3.809506325950259287e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.198396793587175324e+00 -3.801170723774360272e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.158316633266533557e+00 -3.792835121598314152e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.118236472945891791e+00 -3.784499519422064306e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.078156312625250024e+00 -3.776163917245534685e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-9.038076152304610034e+00 -3.767828315068620926e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.997995991983968267e+00 -3.759492712891177590e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.957915831663326500e+00 -3.751157110713012055e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.917835671342684734e+00 -3.742821508533857311e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.877755511022044743e+00 -3.734485906353355866e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.837675350701402976e+00 -3.726150304171019778e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.797595190380761210e+00 -3.717814701986192349e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.757515030060119443e+00 -3.709479099797990398e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.717434869739479453e+00 -3.701143497605223209e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.677354709418837686e+00 -3.692807895406296503e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.637274549098195919e+00 -3.684472293199072546e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.597194388777555929e+00 -3.676136690980699728e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.557114228456914162e+00 -3.667801088747374427e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.517034068136272396e+00 -3.659465486494036246e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.476953907815630629e+00 -3.651129884213973331e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.436873747494990639e+00 -3.642794281898293351e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.396793587174348872e+00 -3.634458679535244041e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.356713426853707105e+00 -3.626123077109331128e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.316633266533067115e+00 -3.617787474600165920e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.276553106212425348e+00 -3.609451871980980942e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.236472945891783581e+00 -3.601116269216705357e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.196392785571141815e+00 -3.592780666261500833e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.156312625250501824e+00 -3.584445063055571312e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.116232464929860058e+00 -3.576109459521099598e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.076152304609218291e+00 -3.567773855557028750e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-8.036072144288576524e+00 -3.559438251032416844e-01 2.448211054281579646e-01 4.947940030236400721e-01 9.895880060472801443e-01
-7.995991983967936534e+00 -3.551102645777973743e-01 2.448211054281579369e-01 4.947940030236400721e-01 9.895880060472801443e-01
-7.955911823647294767e+00 -3.542767039575315247e-01 2.448211054281579369e-01 4.947940030236400721e-01 9.895880060472801443e-01
-7.915831663326653000e+00 -3.534431432143358420e-01 2.448211054281579369e-01 4.947940030236400721e-01 9.895880060472801443e-01
-7.875751503006012122e+00 -3.526095823121124795e-01 2.448211054281578813e-01 4.947940030236400166e-01 9.895880060472800333e-01
-7.835671342685371243e+00 -3.517760212046078250e-01 2.448211054281578258e-01 4.947940030236399611e-01 9.895880060472799222e-01
-7.795591182364729477e+00 -3.509424598326883471e-01 2.448211054281577148e-01 4.947940030236398501e-01 9.895880060472797002e-01
-7.755511022044087710e+00 -3.501088981209256046e-01 2.448211054281576038e-01 4.947940030236397391e-01 9.895880060472794781e-01
-7.715430861723446831e+00 -3.492753359733245522e-01 2.448211054281573262e-01 4.947940030236394615e-01 9.895880060472789230e-01
-7.675350701402805953e+00 -3.484417732679942481e-01 2.448211054281569099e-01 4.947940030236390174e-01 9.895880060472780348e-01
-7.635270541082164186e+00 -3.476082098505179352e-01 2.448211054281562160e-01 4.947940030236383513e-01 9.895880060472767026e-01
-7.595190380761523308e+00 -3.467746455257231797e-01 2.448211054281550780e-01 4.947940030236371856e-01 9.895880060472743711e-01
-7.555110220440882429e+00 -3.459410800474969627e-01 2.448211054281531629e-01 4.947940030236352427e-01 9.895880060472704853e-01
-7.515030060120240663e+00 -3.451075131062116275e-01 2.448211054281500820e-01 4.947940030236321340e-01 9.895880060472642681e-01
-7.474949899799598896e+00 -3.442739443132445398e-01 2.448211054281450860e-01 4.947940030236270825e-01 9.895880060472541651e-01
-7.434869739478958017e+00 -3.434403731819712369e-01 2.448211054281369536e-01 4.947940030236188669e-01 9.895880060472377338e-01
