# X mu var std 2std
-5.000000000000000000e+00 -1.345676115147553531e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.979959919839679117e+00 -1.343206602472755418e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.959919839679359121e+00 -1.340737089797957582e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.939879759519038238e+00 -1.338267577123159469e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.919839679358717355e+00 -1.335798064448361355e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.899799599198396471e+00 -1.333328551773563242e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.879759519038076476e+00 -1.330859039098765129e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.859719438877755593e+00 -1.328389526423967015e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.839679358717434710e+00 -1.325920013749168902e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.819639278557113826e+00 -1.323450501074370789e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.799599198396793831e+00 -1.320980988399572953e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.779559118236472948e+00 -1.318511475724774840e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.759519038076152064e+00 -1.316041963049976726e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.739478957915832069e+00 -1.313572450375178613e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.719438877755511186e+00 -1.311102937700380777e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.699398797595190302e+00 -1.308633425025582664e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.679358717434869419e+00 -1.306163912350784551e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.659318637274549424e+00 -1.303694399675986437e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.639278557114228541e+00 -1.301224887001188324e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.619238476953907657e+00 -1.298755374326390211e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.599198396793587662e+00 -1.296285861651592097e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.579158316633266779e+00 -1.293816348976793984e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.559118236472945895e+00 -1.291346836301996148e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.539078156312625012e+00 -1.288877323627198035e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.519038076152305017e+00 -1.286407810952399922e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.498997995991984133e+00 -1.283938298277601808e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.478957915831663250e+00 -1.281468785602803695e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.458917835671342367e+00 -1.278999272928005582e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.438877755511022372e+00 -1.276529760253207746e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.418837675350701488e+00 -1.274060247578409633e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.398797595190380605e+00 -1.271590734903611519e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.378757515030059722e+00 -1.269121222228813406e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.358717434869739726e+00 -1.266651709554015293e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.338677354709418843e+00 -1.264182196879217179e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.318637274549097960e+00 -1.261712684204419066e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.298597194388777964e+00 -1.259243171529621230e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.278557114228457081e+00 -1.256773658854823117e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.258517034068136198e+00 -1.254304146180025004e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.238476953907815314e+00 -1.251834633505226890e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.218436873747495319e+00 -1.249365120830428916e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.198396793587174436e+00 -1.246895608155630802e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.178356713426853553e+00 -1.244426095480832828e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.158316633266533557e+00 -1.241956582806034715e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.138276553106212674e+00 -1.239487070131236601e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.118236472945891791e+00 -1.237017557456438488e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.098196392785570907e+00 -1.234548044781640375e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.078156312625250912e+00 -1.232078532106842539e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.058116232464930029e+00 -1.229609019432044426e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.038076152304609145e+00 -1.227139506757246312e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-4.018036072144288262e+00 -1.224669994082448199e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.997995991983968267e+00 -1.222200481407650086e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.977955911823647384e+00 -1.219730968732851972e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.957915831663326500e+00 -1.217261456058053998e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.937875751503006061e+00 -1.214791943383256023e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.917835671342685622e+00 -1.212322430708457910e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.897795591182364738e+00 -1.209852918033659797e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.877755511022043855e+00 -1.207383405358861683e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.857715430861723416e+00 -1.204913892684063570e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.837675350701402976e+00 -1.202444380009265595e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.817635270541082093e+00 -1.199974867334467482e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.797595190380761654e+00 -1.197505354659669646e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.777555110220441215e+00 -1.195035841984871533e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
-3.757515030060120331e+00 -1.192566329310073558e-01 1.034667676249577228e+00 1.017186156143297771e+00 2.034372312286595541e+00
