# X mode_0 mode_1
-3.000000000000000000e+00 9.999539917522197729e-01 4.600824778031481114e-05
-2.993993993993993907e+00 9.999539861986750378e-01 4.601380132511452082e-05
-2.987987987987987815e+00 9.999539937414133606e-01 4.600625858659886309e-05
-2.981981981981982166e+00 9.999539905799372796e-01 4.600942006267514078e-05
-2.975975975975976073e+00 9.999539900307109486e-01 4.600996928908849274e-05
-2.969969969969969981e+00 9.999539842443998516e-01 4.601575560028744300e-05
-2.963963963963963888e+00 9.999539989339776280e-01 4.600106602248773820e-05
-2.957957957957957795e+00 9.999539985396673769e-01 4.600146033269707978e-05
-2.951951951951952147e+00 9.999540000193487543e-01 4.599998065115181990e-05
-2.945945945945946054e+00 9.999540018661476903e-01 4.599813385225112375e-05
-2.939939939939939961e+00 9.999539959010105283e-01 4.600409898950437356e-05
-2.933933933933933869e+00 9.999539814308326946e-01 4.601856916731664275e-05
-2.927927927927927776e+00 9.999539984081273758e-01 4.600159187270444797e-05
-2.921921921921922127e+00 9.999539929245868652e-01 4.600707541310368107e-05
-2.915915915915916035e+00 9.999540001002827916e-01 4.599989971707842546e-05
-2.909909909909909942e+00 9.999539980913507708e-01 4.600190864929202763e-05
-2.903903903903903849e+00 9.999539969548816298e-01 4.600304511827259577e-05
-2.897897897897897757e+00 9.999539990882453377e-01 4.600091175463963563e-05
-2.891891891891892108e+00 9.999539815249542940e-01 4.601847504578500891e-05
-2.885885885885886015e+00 9.999540044686662243e-01 4.599553133374997691e-05
-2.879879879879879923e+00 9.999539933319033791e-01 4.600666809673221996e-05
-2.873873873873873830e+00 9.999540135153646148e-01 4.598648463535130303e-05
-2.867867867867867737e+00 9.999539892387901974e-01 4.601076120966639407e-05
-2.861861861861862089e+00 9.999539988009997771e-01 4.600119900014092584e-05
-2.855855855855855996e+00 9.999539970822848289e-01 4.600291771514610178e-05
-2.849849849849849903e+00 9.999539834666892890e-01 4.601653331070714771e-05
