# X 0 1 2 3 4 5 6 7 8 9
0.000000000000000000e+00 -4.260328405652402672e-02 -1.254260563469668591e-02 -4.415103060548977720e-02 -1.640172721559059882e-02 -3.977903577632027621e-02 -4.831082913919640398e-02 -3.580893040069238475e-02 -3.398133131570481996e-02 -1.755638712249737651e-02 -1.529485123479516415e-02
4.008016032064127925e-03 -3.014239889552772222e-02 9.267850427811389399e-04 -2.880916280362076989e-02 -7.496497279673310088e-03 -2.542481949256165594e-02 -3.511628216400573127e-02 -2.425616565632167376e-02 -2.420311559625995534e-02 -9.532344182305071967e-03 -4.755976787381290677e-03
8.016032064128255849e-03 -1.796193815172850150e-02 7.307387085403928978e-03 -1.736027082340835248e-02 -3.136348802115167429e-03 -1.461089118685951135e-02 -2.713178417655990118e-02 -1.135309821381389958e-02 -1.215978060025410014e-02 4.183275847244685187e-03 -8.093641579248574613e-04
1.202404809619238291e-02 -7.592916462634166988e-03 1.700210851417536390e-02 -3.362973703898527143e-03 9.395636017975779464e-03 -2.629905052542491715e-03 -1.532021897656963769e-02 -7.970403154783919225e-03 -4.354679224358693271e-03 1.511455328780840143e-02 1.730914460623207696e-02
1.603206412825651170e-02 8.148711062026969820e-03 2.604892167747810405e-02 5.908635766874684170e-03 1.647121691214122052e-02 7.530309534992776430e-03 -1.062027617558611477e-02 2.691742719417512114e-03 9.159392249253257498e-03 2.197750609739752836e-02 2.287659918486212307e-02
2.004008016032064049e-02 1.447934652617441538e-02 2.868664690762398259e-02 2.175823582316746552e-02 2.703053152947635512e-02 1.532764603123157668e-02 1.925727833326766440e-03 1.496612916812069954e-02 1.546091774158781483e-02 3.246695463718151514e-02 3.679212204766331429e-02
2.404809619238476581e-02 2.441269518840902264e-02 4.288267385380176849e-02 2.698992662820139457e-02 3.531907449340876415e-02 3.093196293291762197e-02 1.516639777151802468e-02 2.940868178348070294e-02 2.555510388742124675e-02 3.872095875887591326e-02 4.799146716090626347e-02
2.805611222444889460e-02 3.336929131526039649e-02 4.804443638546269241e-02 3.953839951722300239e-02 4.601213241174572505e-02 3.921958332309990330e-02 2.316701698544542179e-02 3.756935578458586722e-02 3.481536612198356945e-02 5.111132691574925974e-02 5.661802496406122959e-02
3.206412825651302340e-02 4.761686204749454587e-02 5.927291302327476058e-02 5.391857936970953502e-02 5.477108806021897813e-02 5.516402483201623963e-02 3.437287690050129518e-02 4.711522453133187849e-02 5.120235654571936995e-02 6.331232943363433729e-02 6.377503955383377610e-02
3.607214428857714872e-02 5.275834183530021815e-02 6.747601396466942902e-02 6.869951345453997882e-02 6.463874619045258119e-02 6.400006811681860364e-02 4.575722004228219286e-02 5.995500321123004017e-02 5.977116444418192204e-02 6.933380121092212744e-02 7.731760747420791946e-02
4.008016032064128098e-02 6.898831650061987286e-02 7.756498082004692485e-02 7.324821315921641041e-02 7.297242003358203610e-02 7.701435817404075901e-02 5.382569810888345602e-02 6.582702542725722694e-02 6.955167200563443231e-02 8.249149130983204903e-02 8.133571051176223532e-02
4.408817635270540630e-02 7.933570066431523682e-02 9.358099383854712183e-02 8.715257967847092613e-02 8.395206496079272995e-02 8.936583364544455066e-02 6.791644333657380350e-02 8.149784306729077055e-02 7.986376942274532598e-02 9.183951326099210055e-02 9.652952032202463672e-02
4.809619238476953162e-02 9.168136660162665152e-02 9.780446920883739681e-02 9.826880071500279645e-02 9.439767601480221482e-02 9.981611653415653485e-02 7.798890199366891041e-02 9.224020919788578077e-02 9.192023329420653810e-02 9.899845551449937275e-02 1.131291754865650229e-01
5.210420841683366389e-02 1.056901483460258306e-01 1.139226325407105833e-01 1.159091345196248540e-01 1.068612827602802434e-01 1.135468241002121764e-01 8.720854177732134671e-02 1.045619176594774352e-01 1.056214877115937562e-01 1.146274979623451568e-01 1.202734370678980591e-01
