# X mu std 2std fstd 2fstd noisestd 2noisestd attrib
-1.500000000000000000e+01 -1.006019613423559238e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.124512755853769974e-01
-1.493987975951903735e+01 -1.470696254168265979e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.114768259042531851e-01
-1.487975951903807648e+01 -2.115455619716882890e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.101176181260416054e-01
-1.481963927855711383e+01 -2.966066912509894552e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.083497988787943789e-01
-1.475951903807615295e+01 -4.022028062054416228e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.062881310591935580e-01
-1.469939879759519030e+01 -5.295967542513986824e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.039854072970820109e-01
-1.463927855711422765e+01 -6.829308853603698686e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 3.015584463766315393e-01
-1.457915831663326678e+01 -8.736864357813425540e-10 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.989602060978614473e-01
-1.451903807615230413e+01 -1.128818700011931290e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.963589806110479841e-01
-1.445891783567134325e+01 -1.495290116441835270e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.936376810127644399e-01
-1.439879759519038060e+01 -1.995964944182746182e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.910345214827212978e-01
-1.433867735470941795e+01 -2.679165597712674594e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.884389418838382846e-01
-1.427855711422845708e+01 -3.574369760673351178e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.859758695695809871e-01
-1.421843687374749443e+01 -4.723333618537032301e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.836699591731146608e-01
-1.415831663326653356e+01 -6.202980716766955807e-09 1.292739437538152236e+00 2.585478875076304472e+00 1.169918827027085939e+00 2.339837654054171878e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.814455464787210537e-01
-1.409819639278557091e+01 -8.137137597792117164e-09 1.292739437538152014e+00 2.585478875076304028e+00 1.169918827027085717e+00 2.339837654054171434e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.793984978162366017e-01
-1.403807615230461003e+01 -1.055142614360394569e-08 1.292739437538151792e+00 2.585478875076303584e+00 1.169918827027085495e+00 2.339837654054170990e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.776246993615370529e-01
-1.397795591182364738e+01 -1.348838439462037946e-08 1.292739437538151570e+00 2.585478875076303140e+00 1.169918827027085273e+00 2.339837654054170546e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.760198912584784225e-01
-1.391783567134268473e+01 -1.687588151528743458e-08 1.292739437538151348e+00 2.585478875076302696e+00 1.169918827027085051e+00 2.339837654054170102e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.745832038373512973e-01
-1.385771543086172386e+01 -2.083635916818735903e-08 1.292739437538150682e+00 2.585478875076301364e+00 1.169918827027084385e+00 2.339837654054168770e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.733715340301071661e-01
-1.379759519038076121e+01 -2.566238729798209734e-08 1.292739437538150016e+00 2.585478875076300032e+00 1.169918827027083719e+00 2.339837654054167437e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.723927464807776588e-01
-1.373747494989980034e+01 -3.171468390272858421e-08 1.292739437538148684e+00 2.585478875076297367e+00 1.169918827027082386e+00 2.339837654054164773e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.715166940745374347e-01
-1.367735470941883769e+01 -4.011152242766621570e-08 1.292739437538147129e+00 2.585478875076294258e+00 1.169918827027080832e+00 2.339837654054161664e+00 1.228206105110662416e-01 2.456412210221324832e-01 2.709081166837550847e-01
