# X 0 1 2 3 4 5 6 7 8 9
-1.731812249505963575e+00 -2.316349806769889774e+00 -2.250590288305886588e+00 -2.350274876936271351e+00 -2.392179869015651494e+00 -2.340575073251191185e+00 -2.323484780992223886e+00 -2.328545100678203195e+00 -2.357726070298633125e+00 -2.313012764587929926e+00 -2.284475709298773971e+00
-1.727040759632686440e+00 -2.279445478198211639e+00 -2.215759416598944043e+00 -2.308547833003005145e+00 -2.345378144955768906e+00 -2.301104559950986506e+00 -2.281382435469743619e+00 -2.289729169068392967e+00 -2.314960295660433154e+00 -2.275430657914695232e+00 -2.249125042909990935e+00
-1.722269269759409083e+00 -2.242856424058879750e+00 -2.180990850110982926e+00 -2.266876769232545996e+00 -2.298975394741091804e+00 -2.262111226800640473e+00 -2.239939570308767891e+00 -2.251263423121624641e+00 -2.272681092372011324e+00 -2.237864524036114577e+00 -2.213755676501544034e+00
-1.717497779886131948e+00 -2.206825869435267595e+00 -2.146638981373448107e+00 -2.225669204229006048e+00 -2.253448602694083647e+00 -2.223806211988479831e+00 -2.199442541027840203e+00 -2.213419448420432811e+00 -2.231246279432363977e+00 -2.200625840760565666e+00 -2.178671454073319858e+00
-1.712726290012854813e+00 -2.171548642322600919e+00 -2.113005850823610476e+00 -2.185275114583644651e+00 -2.209193206426620204e+00 -2.186368639893173427e+00 -2.160122740616982284e+00 -2.176422283573563377e+00 -2.190946590588889187e+00 -2.163982207928976553e+00 -2.144137602521285046e+00
-1.707954800139577456e+00 -2.137173639308259876e+00 -2.080339683611538426e+00 -2.145986140679956744e+00 -2.166522753678653324e+00 -2.149946769012585079e+00 -2.122161381099360256e+00 -2.140454081937109621e+00 -2.152008807922231703e+00 -2.128159679749084709e+00 -2.110378168907499852e+00
-1.703183310266300321e+00 -2.103809393573486286e+00 -2.048835110089365141e+00 -2.108034605265586503e+00 -2.125674527273455627e+00 -2.114659704504081361e+00 -2.085690043995302112e+00 -2.105654563835506199e+00 -2.114597949022806400e+00 -2.093342133847681197e+00 -2.077574473529553600e+00
-1.698411820393023186e+00 -2.071529819787461868e+00 -2.018634543811197002e+00 -2.071595599922986697e+00 -2.086812400169492765e+00 -2.080601470329975111e+00 -2.050798959269056532e+00 -2.072126418128566794e+00 -2.078822619950701167e+00 -2.059675653499745795e+00 -2.045867947353750882e+00
-1.693640330519745829e+00 -2.040379299779347289e+00 -1.989831831407690377e+00 -2.036789615144307675e+00 -2.050036489538075823e+00 -2.047841175106431155e+00 -2.017539231951799295e+00 -2.039938398992205304e+00 -2.044741054822580395e+00 -2.027269314449807514e+00 -2.015359828738569892e+00
-1.688868840646468694e+00 -2.010378369744484139e+00 -1.962476167131491867e+00 -2.003688549170442368e+00 -2.015389172938690354e+00 -2.016425730705010189e+00 -1.985930392906171571e+00 -2.009128263725151964e+00 -2.012369753742324185e+00 -1.996200355444457841e+00 -1.986112389004909495e+00
