# X mode_0 mode_1
-3.000000000000000000e+00 5.419475428433200292e-01 4.580524571566799708e-01
-2.993993993993993907e+00 5.420255672365049682e-01 4.579744327634949763e-01
-2.987987987987987815e+00 5.420758851089226837e-01 4.579241148910772607e-01
-2.981981981981982166e+00 5.420382991967125363e-01 4.579617008032874637e-01
-2.975975975975976073e+00 5.420654504139714724e-01 4.579345495860284720e-01
-2.969969969969969981e+00 5.420586193679002296e-01 4.579413806320998259e-01
-2.963963963963963888e+00 5.420342174821060066e-01 4.579657825178939934e-01
-2.957957957957957795e+00 5.420470308587753694e-01 4.579529691412245751e-01
-2.951951951951952147e+00 5.420172650629250244e-01 4.579827349370750866e-01
-2.945945945945946054e+00 5.420218144994817244e-01 4.579781855005183311e-01
-2.939939939939939961e+00 5.420444629834476613e-01 4.579555370165523387e-01
-2.933933933933933869e+00 5.420293900180940261e-01 4.579706099819059184e-01
-2.927927927927927776e+00 5.419703243783091651e-01 4.580296756216909460e-01
-2.921921921921922127e+00 5.420481435833978123e-01 4.579518564166022987e-01
-2.915915915915916035e+00 5.420347330479209358e-01 4.579652669520789532e-01
-2.909909909909909942e+00 5.420609872027517540e-01 4.579390127972483571e-01
-2.903903903903903849e+00 5.420358976153043518e-01 4.579641023846955927e-01
-2.897897897897897757e+00 5.419901893604819332e-01 4.580098106395181223e-01
-2.891891891891892108e+00 5.419846056860271322e-01 4.580153943139728123e-01
-2.885885885885886015e+00 5.420837556700280890e-01 4.579162443299719665e-01
-2.879879879879879923e+00 5.420632290276818921e-01 4.579367709723181079e-01
-2.873873873873873830e+00 5.421096548834878348e-01 4.578903451165122762e-01
-2.867867867867867737e+00 5.420347837261292323e-01 4.579652162738707677e-01
-2.861861861861862089e+00 5.419809892195133205e-01 4.580190107804867350e-01
-2.855855855855855996e+00 5.420515826245997371e-01 4.579484173754003185e-01
-2.849849849849849903e+00 5.420114608579617022e-01 4.579885391420382423e-01
-2.843843843843843811e+00 5.420680573059757368e-01 4.579319426940243742e-01
-2.837837837837837718e+00 5.420628531667945893e-01 4.579371468332054662e-01
-2.831831831831832069e+00 5.419964375954309244e-01 4.580035624045690756e-01
-2.825825825825825977e+00 5.420351031924444118e-01 4.579648968075556437e-01
-2.819819819819819884e+00 5.419497670357638075e-01 4.580502329642361925e-01
-2.813813813813813791e+00 5.420158568149135991e-01 4.579841431850863454e-01
-2.807807807807807698e+00 5.420043107316608877e-01 4.579956892683390568e-01
-2.801801801801801606e+00 5.420396657435219145e-01 4.579603342564780855e-01
-2.795795795795795957e+00 5.420391057115057087e-01 4.579608942884942357e-01
-2.789789789789789864e+00 5.420372369769749232e-01 4.579627630230250768e-01
-2.783783783783783772e+00 5.420695051443534807e-01 4.579304948556465193e-01
-2.777777777777777679e+00 5.420329758574624623e-01 4.579670241425375377e-01
-2.771771771771771586e+00 5.420377663559676762e-01 4.579622336440323238e-01
-2.765765765765765938e+00 5.420142318458757158e-01 4.579857681541243397e-01
-2.759759759759759845e+00 5.420629820397684373e-01 4.579370179602315072e-01
-2.753753753753753752e+00 5.420559329129497339e-01 4.579440670870503216e-01
-2.747747747747747660e+00 5.419894551942190386e-01 4.580105448057809614e-01
-2.741741741741741567e+00 5.420636168794581433e-01 4.579363831205419677e-01
-2.735735735735735918e+00 5.420799165590671764e-01 4.579200834409329346e-01
-2.729729729729729826e+00 5.420674427667313555e-01 4.579325572332686445e-01
-2.723723723723723733e+00 5.420465434175850694e-01 4.579534565824148751e-01
-2.717717717717717640e+00 5.420361763931513810e-01 4.579638236068486190e-01
-2.711711711711711548e+00 5.420139969240984623e-01 4.579860030759014822e-01
-2.705705705705705899e+00 5.420127300900620115e-01 4.579872699099379330e-01
-2.699699699699699806e+00 5.420345517231146548e-01 4.579654482768853452e-01
-2.693693693693693714e+00 5.420468048417450557e-01 4.579531951582549998e-01
-2.687687687687687621e+00 5.419918505825563892e-01 4.580081494174436663e-01
-2.681681681681681528e+00 5.420211788018280963e-01 4.579788211981718482e-01
-2.675675675675675436e+00 5.420595506400321950e-01 4.579404493599678050e-01
-2.669669669669669787e+00 5.420301555498557855e-01 4.579698444501442700e-01
-2.663663663663663694e+00 5.420159310285390664e-01 4.579840689714609336e-01
-2.657657657657657602e+00 5.420987222249110671e-01 4.579012777750888219e-01
-2.651651651651651509e+00 5.420931376722269990e-01 4.579068623277729455e-01
-2.645645645645645416e+00 5.419963373924403527e-01 4.580036626075596473e-01
-2.639639639639639768e+00 5.420505474172891969e-01 4.579494525827108031e-01
-2.633633633633633675e+00 5.420269589147908018e-01 4.579730410852092537e-01
-2.627627627627627582e+00 5.421256501590783206e-01 4.578743498409216239e-01
-2.621621621621621490e+00 5.419658277591082873e-01 4.580341722408917682e-01
-2.615615615615615397e+00 5.420746402435965283e-01 4.579253597564035272e-01
