# X mode_0 mode_1
-3.000000000000000000e+00 6.495806346242187779e-01 3.504193653757811666e-01
-2.993993993993993907e+00 6.496119227233896343e-01 3.503880772766103657e-01
-2.987987987987987815e+00 6.496290398858549642e-01 3.503709601141450913e-01
-2.981981981981982166e+00 6.496153256012575650e-01 3.503846743987423795e-01
-2.975975975975976073e+00 6.496304136393569184e-01 3.503695863606431371e-01
-2.969969969969969981e+00 6.496428938074221282e-01 3.503571061925779273e-01
-2.963963963963963888e+00 6.496321741090945734e-01 3.503678258909054266e-01
-2.957957957957957795e+00 6.496416327970122584e-01 3.503583672029877416e-01
-2.951951951951952147e+00 6.496730805386699004e-01 3.503269194613300441e-01
-2.945945945945946054e+00 6.496483583063339395e-01 3.503516416936660605e-01
-2.939939939939939961e+00 6.496044547818322634e-01 3.503955452181677366e-01
-2.933933933933933869e+00 6.496004592592183879e-01 3.503995407407815565e-01
-2.927927927927927776e+00 6.496046697908558487e-01 3.503953302091440958e-01
-2.921921921921922127e+00 6.496763415911834816e-01 3.503236584088165739e-01
-2.915915915915916035e+00 6.496291203511662671e-01 3.503708796488337884e-01
-2.909909909909909942e+00 6.496091586656946859e-01 3.503908413343052586e-01
-2.903903903903903849e+00 6.496281365693487020e-01 3.503718634306512980e-01
-2.897897897897897757e+00 6.496519592429153001e-01 3.503480407570845889e-01
-2.891891891891892108e+00 6.495648517729168958e-01 3.504351482270831597e-01
-2.885885885885886015e+00 6.496503665432181718e-01 3.503496334567818837e-01
-2.879879879879879923e+00 6.496464386950024927e-01 3.503535613049974518e-01
-2.873873873873873830e+00 6.496288440893628335e-01 3.503711559106372220e-01
-2.867867867867867737e+00 6.496556281309910919e-01 3.503443718690088526e-01
-2.861861861861862089e+00 6.496284793631960097e-01 3.503715206368039348e-01
-2.855855855855855996e+00 6.496357933739339563e-01 3.503642066260660992e-01
-2.849849849849849903e+00 6.495759571155470535e-01 3.504240428844530020e-01
-2.843843843843843811e+00 6.496308771620368239e-01 3.503691228379630651e-01
-2.837837837837837718e+00 6.496823151192441248e-01 3.503176848807558197e-01
-2.831831831831832069e+00 6.496110819497185052e-01 3.503889180502815504e-01
-2.825825825825825977e+00 6.496253518092394152e-01 3.503746481907605292e-01
-2.819819819819819884e+00 6.495807394659423029e-01 3.504192605340576416e-01
-2.813813813813813791e+00 6.495837562903638007e-01 3.504162437096363103e-01
-2.807807807807807698e+00 6.496393309504193692e-01 3.503606690495806308e-01
-2.801801801801801606e+00 6.496296403430360522e-01 3.503703596569640033e-01
-2.795795795795795957e+00 6.496127886600322476e-01 3.503872113399677524e-01
-2.789789789789789864e+00 6.496245442415269356e-01 3.503754557584731200e-01
-2.783783783783783772e+00 6.496384818619518331e-01 3.503615181380482224e-01
-2.777777777777777679e+00 6.496775522215375576e-01 3.503224477784623314e-01
-2.771771771771771586e+00 6.495611333108013419e-01 3.504388666891986026e-01
-2.765765765765765938e+00 6.496977401467199931e-01 3.503022598532800624e-01
-2.759759759759759845e+00 6.496184924017974760e-01 3.503815075982025795e-01
-2.753753753753753752e+00 6.496281946867558110e-01 3.503718053132440780e-01
-2.747747747747747660e+00 6.496416564942986138e-01 3.503583435057014417e-01
-2.741741741741741567e+00 6.495444489349228023e-01 3.504555510650772532e-01
-2.735735735735735918e+00 6.496105095364581583e-01 3.503894904635418972e-01
-2.729729729729729826e+00 6.496013319121030083e-01 3.503986680878971027e-01
-2.723723723723723733e+00 6.496478167448820340e-01 3.503521832551179105e-01
-2.717717717717717640e+00 6.496541230514359944e-01 3.503458769485640056e-01
-2.711711711711711548e+00 6.496414486293941026e-01 3.503585513706058419e-01
-2.705705705705705899e+00 6.496320105569354242e-01 3.503679894430644648e-01
-2.699699699699699806e+00 6.496593205863644416e-01 3.503406794136355584e-01
-2.693693693693693714e+00 6.496098088061142972e-01 3.503901911938857583e-01
-2.687687687687687621e+00 6.496122767236052198e-01 3.503877232763947247e-01
-2.681681681681681528e+00 6.496503516933331834e-01 3.503496483066668166e-01
-2.675675675675675436e+00 6.496476154992212315e-01 3.503523845007786575e-01
-2.669669669669669787e+00 6.496403020840952891e-01 3.503596979159046554e-01
-2.663663663663663694e+00 6.496172850616224181e-01 3.503827149383774708e-01
-2.657657657657657602e+00 6.496496512113640875e-01 3.503503487886359680e-01
