# X mu std 2std fstd 2fstd noisestd 2noisestd attrib
-1.500000000000000000e+01 -5.997679112940822170e-06 1.432377589758710545e+00 2.864755179517421091e+00 1.280970879176885679e+00 2.561941758353771359e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.368878689067581422e-01
-1.493987975951903735e+01 -7.267020969291422731e-06 1.432377589755077008e+00 2.864755179510154015e+00 1.280970879173252364e+00 2.561941758346504727e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.349722124081721208e-01
-1.487975951903807648e+01 -8.792438163270756976e-06 1.432377589749826541e+00 2.864755179499653082e+00 1.280970879168001897e+00 2.561941758336003794e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.330813007146759486e-01
-1.481963927855711383e+01 -1.063317103529402903e-05 1.432377589742216628e+00 2.864755179484433256e+00 1.280970879160391762e+00 2.561941758320783524e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.313782983350081424e-01
-1.475951903807615295e+01 -1.282635957242721464e-05 1.432377589731342216e+00 2.864755179462684431e+00 1.280970879149517350e+00 2.561941758299034699e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.297527052083318533e-01
-1.469939879759519030e+01 -1.550019070365142519e-05 1.432377589715447819e+00 2.864755179430895637e+00 1.280970879133623175e+00 2.561941758267246350e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.283212951572976546e-01
-1.463927855711422765e+01 -1.868678235351013513e-05 1.432377589692750863e+00 2.864755179385501727e+00 1.280970879110925997e+00 2.561941758221851995e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.270548843118799232e-01
-1.457915831663326678e+01 -2.245842497675036865e-05 1.432377589660652983e+00 2.864755179321305967e+00 1.280970879078828117e+00 2.561941758157656235e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.259475074000692751e-01
-1.451903807615230413e+01 -2.702320136778230044e-05 1.432377589614274971e+00 2.864755179228549942e+00 1.280970879032450327e+00 2.561941758064900654e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.249690811639896149e-01
-1.445891783567134325e+01 -3.237594060127866929e-05 1.432377589549468144e+00 2.864755179098936289e+00 1.280970878967643278e+00 2.561941757935286557e+00 1.514067105818247549e-01 3.028134211636495099e-01 2.241911601631917106e-01
