# X mu var std 2std fstd 2fstd
0.000000000000000000e+00 8.013262649683392524e-01 9.602304237907810514e-03 1.979913477706466418e-01 3.959826955412932836e-01 9.799134777064662238e-02 1.959826955412932448e-01
3.344481605351170509e-03 8.332994603971687342e-01 7.333305622627628306e-03 1.856347220619511962e-01 3.712694441239023924e-01 8.563472206195117675e-02 1.712694441239023535e-01
6.688963210702341018e-03 8.568437660560553892e-01 5.746713958334370709e-03 1.758070838268718239e-01 3.516141676537436478e-01 7.580708382687181834e-02 1.516141676537436367e-01
1.003344481605351196e-02 8.713855510118169168e-01 4.707615965626799071e-03 1.686120686587046502e-01 3.372241373174093004e-01 6.861206865870463079e-02 1.372241373174092616e-01
1.337792642140468204e-02 8.764800065333834267e-01 4.091103616540414656e-03 1.639617355654176545e-01 3.279234711308353090e-01 6.396173556541766281e-02 1.279234711308353256e-01
1.672240802675585211e-02 8.718220651370273133e-01 3.786151066749010585e-03 1.615317078159627662e-01 3.230634156319255323e-01 6.153170781596274674e-02 1.230634156319254935e-01
2.006688963210702392e-02 8.572543765478466415e-01 3.698399297546117737e-03 1.608144661864767122e-01 3.216289323729534244e-01 6.081446618647669972e-02 1.216289323729533994e-01
2.341137123745819226e-02 8.327720820011886849e-01 3.751753555070180823e-03 1.612515596133697049e-01 3.225031192267394098e-01 6.125155961336969240e-02 1.225031192267393848e-01
2.675585284280936407e-02 7.985242159212353474e-01 3.888771358749709695e-03 1.623600141015836273e-01 3.247200282031672547e-01 6.236001410158363567e-02 1.247200282031672713e-01
3.010033444816053588e-02 7.548116587899297292e-01 4.069892860015800196e-03 1.637957119249859872e-01 3.275914238499719744e-01 6.379571192498599552e-02 1.275914238499719910e-01
3.344481605351170422e-02 7.020816638159399492e-01 4.271636569763093139e-03 1.653577582981782812e-01 3.307155165963565624e-01 6.535775829817828952e-02 1.307155165963565790e-01
3.678929765886287256e-02 6.409190794769107358e-01 4.483947727029202746e-03 1.669622858557651413e-01 3.339245717115302825e-01 6.696228585576513570e-02 1.339245717115302714e-01
4.013377926421404784e-02 5.720344867037047143e-01 4.706939665376996818e-03 1.686071400466234160e-01 3.372142800932468321e-01 6.860714004662341048e-02 1.372142800932468210e-01
4.347826086956521618e-02 4.962495600223159609e-01 4.947306490057534756e-03 1.703370918510108412e-01 3.406741837020216823e-01 7.033709185101083561e-02 1.406741837020216712e-01
4.682274247491638453e-02 4.144800431772137639e-01 5.214704756745403014e-03 1.722129126731875015e-01 3.444258253463750030e-01 7.221291267318749596e-02 1.444258253463749919e-01
5.016722408026755980e-02 3.277167987571990015e-01 5.518400038393544982e-03 1.742859343240262815e-01 3.485718686480525630e-01 7.428593432402627594e-02 1.485718686480525519e-01
5.351170568561872815e-02 2.370054456956911526e-01 5.864449905313595668e-03 1.765796964300172522e-01 3.531593928600345045e-01 7.657969643001724669e-02 1.531593928600344934e-01
5.685618729096989649e-02 1.434251363208901009e-01 6.253648144859680347e-03 1.790800110322430250e-01 3.581600220644860499e-01 7.908001103224303330e-02 1.581600220644860666e-01
6.020066889632107177e-02 4.806704459816845548e-02 6.680388118342317494e-03 1.817336412888984065e-01 3.634672825777968130e-01 8.173364128889840097e-02 1.634672825777968019e-01
6.354515050167224011e-02 -4.798686128814282775e-02 7.132520135938125172e-03 1.844542487737480529e-01 3.689084975474961059e-01 8.445424877374806127e-02 1.689084975474961225e-01
6.688963210702340845e-02 -1.436842057629643954e-01 7.592184742707674960e-03 1.871331437669253028e-01 3.742662875338506057e-01 8.713314376692531116e-02 1.742662875338506223e-01
7.023411371237457679e-02 -2.380212304031486537e-01 8.037508633515211276e-03 1.896521535352900245e-01 3.793043070705800490e-01 8.965215353529000508e-02 1.793043070705800102e-01
7.357859531772574513e-02 -3.300599853237005110e-01 8.444961429361796945e-03 1.918964712563099306e-01 3.837929425126198613e-01 9.189647125630992508e-02 1.837929425126198502e-01
7.692307692307692735e-02 -4.189432816533959492e-01 8.792098917778545797e-03 1.937661928297109981e-01 3.875323856594219962e-01 9.376619282971099256e-02 1.875323856594219851e-01
8.026755852842809569e-02 -5.039070762768452783e-01 9.060370064198353113e-03 1.951859761950170413e-01 3.903719523900340826e-01 9.518597619501704965e-02 1.903719523900340993e-01
8.361204013377926403e-02 -5.842900458885958992e-01 9.237647893576061975e-03 1.961126833127452840e-01 3.922253666254905680e-01 9.611268331274526455e-02 1.922253666254905291e-01
8.695652173913043237e-02 -6.595401990565430417e-01 9.320162279406352113e-03 1.965409875617934454e-01 3.930819751235868909e-01 9.654098756179342600e-02 1.930819751235868520e-01
9.030100334448160071e-02 -7.292184691209770975e-01 9.313566355087121718e-03 1.965068202516647156e-01 3.930136405033294311e-01 9.650682025166471001e-02 1.930136405033294200e-01
9.364548494983276905e-02 -7.929993240407036126e-01 9.232954378302682397e-03 1.960882634784429923e-01 3.921765269568859846e-01 9.608826347844300064e-02 1.921765269568860013e-01
9.698996655518395127e-02 -8.506685185280176142e-01 9.101760231623845510e-03 1.954031458161828438e-01 3.908062916323656877e-01 9.540314581618283829e-02 1.908062916323656766e-01
1.003344481605351196e-01 -9.021181960147033330e-01 8.949591707605786262e-03 1.946022817251560066e-01 3.892045634503120133e-01 9.460228172515600109e-02 1.892045634503120022e-01
1.036789297658862880e-01 -9.473396205301101158e-01 8.809183199159464905e-03 1.938572490496043854e-01 3.877144980992087708e-01 9.385724904960439374e-02 1.877144980992087875e-01
1.070234113712374563e-01 -9.864138792531484956e-01 8.712764142053797123e-03 1.933421884361717635e-01 3.866843768723435271e-01 9.334218843617175798e-02 1.866843768723435160e-01
1.103678929765886246e-01 -1.019500943633566026e+00 8.688228718406798556e-03 1.932106684795619200e-01 3.864213369591238401e-01 9.321066847956192836e-02 1.864213369591238567e-01
1.137123745819397930e-01 -1.046827509429105962e+00 8.755542203466026852e-03 1.935710543034865339e-01 3.871421086069730677e-01 9.357105430348654218e-02 1.871421086069730844e-01
1.170568561872909613e-01 -1.068674053217580466e+00 8.923822815719684165e-03 1.944659876131070164e-01 3.889319752262140328e-01 9.446598761310699699e-02 1.889319752262139940e-01
1.204013377926421435e-01 -1.085361544937971434e+00 9.189491712431607784e-03 1.958618365796921945e-01 3.917236731593843890e-01 9.586183657969217509e-02 1.917236731593843502e-01
1.237458193979933119e-01 -1.097238243366718713e+00 9.535790050971937326e-03 1.976513699390435308e-01 3.953027398780870616e-01 9.765136993904353913e-02 1.953027398780870783e-01
1.270903010033444802e-01 -1.104666975227680537e+00 9.933828559276824954e-03 1.996685936455251942e-01 3.993371872910503884e-01 9.966859364552518863e-02 1.993371872910503773e-01
1.304347826086956486e-01 -1.108013260393616806e+00 1.034517453377015173e-02 2.017112311093035293e-01 4.034224622186070586e-01 1.017112311093035237e-01 2.034224622186070475e-01
1.337792642140468169e-01 -1.107634597256484499e+00 1.072581005722650360e-02 2.035654868053373701e-01 4.071309736106747401e-01 1.035654868053373506e-01 2.071309736106747013e-01
1.371237458193979852e-01 -1.103871165991696435e+00 1.103113197046307059e-02 2.050291958003253034e-01 4.100583916006506069e-01 1.050291958003252979e-01 2.100583916006505958e-01
1.404682274247491536e-01 -1.097038145467042591e+00 1.122152719852614888e-02 2.059317100708100146e-01 4.118634201416200291e-01 1.059317100708099951e-01 2.118634201416199903e-01
1.438127090301003219e-01 -1.087419774380755211e+00 1.126796276500147131e-02 2.061506606903672212e-01 4.123013213807344424e-01 1.061506606903672156e-01 2.123013213807344313e-01
1.471571906354514903e-01 -1.075265221272327043e+00 1.115699051605240077e-02 2.056266562760196703e-01 4.112533125520393407e-01 1.056266562760196509e-01 2.112533125520393018e-01
1.505016722408026864e-01 -1.060786263647683247e+00 1.089458893128231187e-02 2.043771475529117532e-01 4.087542951058235063e-01 1.043771475529117476e-01 2.087542951058234952e-01
1.538461538461538547e-01 -1.044156715726142215e+00 1.050834863263455654e-02 2.025102367211907284e-01 4.050204734423814568e-01 1.025102367211907090e-01 2.050204734423814179e-01
1.571906354515050230e-01 -1.025513489126892441e+00 1.004764782267397738e-02 2.002379559980847767e-01 4.004759119961695535e-01 1.002379559980847712e-01 2.004759119961695424e-01
1.605351170568561914e-01 -1.004959122737567601e+00 9.581646248575048652e-03 1.978858838064766479e-01 3.957717676129532958e-01 9.788588380647665621e-02 1.957717676129533124e-01
1.638795986622073597e-01 -9.825655782710334130e-01 9.195133866705784698e-03 1.958912606377963272e-01 3.917825212755926545e-01 9.589126063779630782e-02 1.917825212755926156e-01
1.672240802675585281e-01 -9.583790674752934446e-01 8.982482578128281325e-03 1.947759599166807853e-01 3.895519198333615707e-01 9.477595991668077979e-02 1.895519198333615596e-01
1.705685618729096964e-01 -9.324256560959774953e-01 9.040144738367117405e-03 1.950796757375997670e-01 3.901593514751995340e-01 9.507967573759976143e-02 1.901593514751995229e-01
1.739130434782608647e-01 -9.047173786152207242e-01 9.458300549153697556e-03 1.972537945231634393e-01 3.945075890463268786e-01 9.725379452316344764e-02 1.945075890463268953e-01
1.772575250836120331e-01 -8.752585962716895596e-01 1.031236140837915594e-02 2.015497976776869649e-01 4.030995953553739297e-01 1.015497976776869593e-01 2.030995953553739186e-01
1.806020066889632014e-01 -8.440523383589217943e-01 1.165507663545323203e-02 2.079586802228206022e-01 4.159173604456412043e-01 1.079586802228205827e-01 2.159173604456411655e-01
1.839464882943143698e-01 -8.111063824852305926e-01 1.350996199928755637e-02 2.162323620997506635e-01 4.324647241995013269e-01 1.162323620997506718e-01 2.324647241995013436e-01
1.872909698996655381e-01 -7.764388523199763359e-01 1.586667240315914329e-02 2.259629802884924876e-01 4.519259605769849752e-01 1.259629802884924821e-01 2.519259605769849641e-01
1.906354515050167064e-01 -7.400831401394070141e-01 1.867878683847290500e-02 2.366703583022774782e-01 4.733407166045549563e-01 1.366703583022774726e-01 2.733407166045549452e-01
1.939799331103679025e-01 -7.020919948997250692e-01 2.186427589368422630e-02 2.478657360367310658e-01 4.957314720734621316e-01 1.478657360367310603e-01 2.957314720734621205e-01
1.973244147157190709e-01 -6.625406532250929237e-01 2.530869937787288970e-02 2.590870811155729925e-01 5.181741622311459849e-01 1.590870811155729592e-01 3.181741622311459183e-01
2.006688963210702392e-01 -6.215289292174102087e-01 2.887095479584428359e-02 2.699145514540890467e-01 5.398291029081780934e-01 1.699145514540890689e-01 3.398291029081781378e-01
2.040133779264214076e-01 -5.791822180268907383e-01 3.239118727557493971e-02 2.799755185450925055e-01 5.599510370901850109e-01 1.799755185450925277e-01 3.599510370901850553e-01
2.073578595317725759e-01 -5.356514064061743685e-01 3.570029677843883364e-02 2.889452216343108004e-01 5.778904432686216008e-01 1.889452216343108226e-01 3.778904432686216452e-01
2.107023411371237442e-01 -4.911117198611938961e-01 3.863035380171786493e-02 2.965460602548875002e-01 5.930921205097750004e-01 1.965460602548874947e-01 3.930921205097749893e-01
2.140468227424749126e-01 -4.457605695119337130e-01 4.102516987983234609e-02 3.025467103653681766e-01 6.050934207307363533e-01 2.025467103653681711e-01 4.050934207307363422e-01
2.173913043478260809e-01 -3.998144915536995248e-01 4.275026763118505713e-02 3.067613784805688915e-01 6.135227569611377829e-01 2.067613784805688859e-01 4.135227569611377718e-01
2.207357859531772493e-01 -3.535052976104731681e-01 4.370155448766560591e-02 3.090491676320802905e-01 6.180983352641605810e-01 2.090491676320802850e-01 4.180983352641605699e-01
2.240802675585284176e-01 -3.070755748256833173e-01 4.381211671456014534e-02 3.093134413136436889e-01 6.186268826272873778e-01 2.093134413136436556e-01 4.186268826272873111e-01
2.274247491638795859e-01 -2.607736899526722496e-01 4.305670361950986180e-02 3.075010930561809519e-01 6.150021861123619038e-01 2.075010930561809464e-01 4.150021861123618927e-01
2.307692307692307543e-01 -2.148484618691728076e-01 4.145365077662971354e-02 3.036016963991943762e-01 6.072033927983887525e-01 2.036016963991943707e-01 4.072033927983887414e-01
2.341137123745819226e-01 -1.695436718925012465e-01 3.906417922866400882e-02 2.976466018647019318e-01 5.952932037294038636e-01 1.976466018647019540e-01 3.952932037294039080e-01
2.374581939799331187e-01 -1.250925811997263271e-01 3.598918899246439373e-02 2.897081679645460150e-01 5.794163359290920301e-01 1.897081679645459817e-01 3.794163359290919635e-01
2.408026755852842871e-01 -8.171261987299738294e-02 3.236382575622237523e-02 2.798994879265152003e-01 5.597989758530304005e-01 1.798994879265151670e-01 3.597989758530303339e-01
2.441471571906354554e-01 -3.960040300632838850e-02 2.835022854050561758e-02 2.683752610703413755e-01 5.367505221406827509e-01 1.683752610703413699e-01 3.367505221406827398e-01
2.474916387959866237e-01 1.072783577223669800e-03 2.412895630977968109e-02 2.553349809597943443e-01 5.106699619195886886e-01 1.553349809597943665e-01 3.106699619195887330e-01
2.508361204013377921e-01 4.016490158640690505e-02 1.988964023451977869e-02 2.410306358013030448e-01 4.820612716026060895e-01 1.410306358013030392e-01 2.820612716026060784e-01
2.541806020066889604e-01 7.756637488633187638e-02 1.582141662357955392e-02 2.257832128051257825e-01 4.515664256102515650e-01 1.257832128051257770e-01 2.515664256102515539e-01
2.575250836120401288e-01 1.132025137154759054e-01 1.210366790391770309e-02 2.100166710272479698e-01 4.200333420544959395e-01 1.100166710272479642e-01 2.200333420544959284e-01
2.608695652173912971e-01 1.470350840060666020e-01 8.897542254197809974e-03 1.943267843944539996e-01 3.886535687889079993e-01 9.432678439445399410e-02 1.886535687889079882e-01
2.642140468227424654e-01 1.790629804367750710e-01 6.338644768097423388e-03 1.796156063099278444e-01 3.592312126198556888e-01 7.961560630992785270e-02 1.592312126198557054e-01
2.675585284280936338e-01 2.093219852336971054e-01 4.531202752074359186e-03 1.673142091394852482e-01 3.346284182789704964e-01 6.731420913948524265e-02 1.346284182789704853e-01
2.709030100334448021e-01 2.378836178529842027e-01 3.543912673651061773e-03 1.595307708135134395e-01 3.190615416270268789e-01 5.953077081351342698e-02 1.190615416270268540e-01
2.742474916387959705e-01 2.648531030363079353e-01 3.407582692371624589e-03 1.583745037869413175e-01 3.167490075738826349e-01 5.837450378694130498e-02 1.167490075738826100e-01
2.775919732441471388e-01 2.903665058857513581e-01 4.114597147481247053e-03 1.641451256720356522e-01 3.282902513440713044e-01 6.414512567203564664e-02 1.282902513440712933e-01
2.809364548494983072e-01 3.145871021649623289e-01 5.620150503108267692e-03 1.749676630495327068e-01 3.499353260990654135e-01 7.496766304953268734e-02 1.499353260990653747e-01
2.842809364548494755e-01 3.377010696644896504e-01 7.845129093079494798e-03 1.885727333499395697e-01 3.771454666998791394e-01 8.857273334993955027e-02 1.771454666998791005e-01
2.876254180602006438e-01 3.599126018807458083e-01 1.068045943105605522e-02 2.033463082604117789e-01 4.066926165208235577e-01 1.033463082604117733e-01 2.066926165208235466e-01
2.909698996655518122e-01 3.814385582229435356e-01 1.399269115792428630e-02 2.182907061350310984e-01 4.365814122700621969e-01 1.182907061350311068e-01 2.365814122700622135e-01
2.943143812709029805e-01 4.025027752925621760e-01 1.763054022408039323e-02 2.327800445250730876e-01 4.655600890501461753e-01 1.327800445250730821e-01 2.655600890501461642e-01
2.976588628762541489e-01 4.233301713417418899e-01 2.143208352728670496e-02 2.463970065516597474e-01 4.927940131033194948e-01 1.463970065516597419e-01 2.927940131033194837e-01
3.010033444816053727e-01 4.441407807219334702e-01 2.523227067530620094e-02 2.588466892173274525e-01 5.176933784346549050e-01 1.588466892173274192e-01 3.176933784346548384e-01
3.043478260869565410e-01 4.651438569304869319e-01 2.887040345211411285e-02 2.699129290316487628e-01 5.398258580632975256e-01 1.699129290316487850e-01 3.398258580632975701e-01
3.076923076923077094e-01 4.865321817505922075e-01 3.219723127363360859e-02 2.794358695290147798e-01 5.588717390580295596e-01 1.794358695290147743e-01 3.588717390580295485e-01
3.110367892976588777e-01 5.084767139892916177e-01 3.508132401748337292e-02 2.873000908101311368e-01 5.746001816202622736e-01 1.873000908101311313e-01 3.746001816202622625e-01
3.143812709030100461e-01 5.311217045259718494e-01 3.741441435186043662e-02 2.934280598875469437e-01 5.868561197750938874e-01 1.934280598875469104e-01 3.868561197750938208e-01
3.177257525083612144e-01 5.545803949033287772e-01 3.911545131633070715e-02 2.977762658064174728e-01 5.955525316128349456e-01 1.977762658064174950e-01 3.955525316128349900e-01
3.210702341137123828e-01 5.789314046761033783e-01 4.013317506429919801e-02 3.003326610023917542e-01 6.006653220047835084e-01 2.003326610023917209e-01 4.006653220047834418e-01
3.244147157190635511e-01 6.042158983767325076e-01 4.044710697735209859e-02 3.011146612690186464e-01 6.022293225380372927e-01 2.011146612690186131e-01 4.022293225380372261e-01
3.277591973244147194e-01 6.304356064928506864e-01 4.006694523770365501e-02 3.001672931267834743e-01 6.003345862535669486e-01 2.001672931267834687e-01 4.003345862535669375e-01
3.311036789297658878e-01 6.575517565574624523e-01 3.903045681772288056e-02 2.975612735779026297e-01 5.951225471558052593e-01 1.975612735779026241e-01 3.951225471558052482e-01
3.344481605351170561e-01 6.854849506447519003e-01 3.740005462979295592e-02 2.933909373000528342e-01 5.867818746001056684e-01 1.933909373000528009e-01 3.867818746001056018e-01
3.377926421404682245e-01 7.141160045996314265e-01 3.525833448040066598e-02 2.877720279498537925e-01 5.755440558997075851e-01 1.877720279498537592e-01 3.755440558997075184e-01
3.411371237458193928e-01 7.432877426034311119e-01 3.270291198655850273e-02 2.808394646822383045e-01 5.616789293644766090e-01 1.808394646822382712e-01 3.616789293644765424e-01
3.444816053511705611e-01 7.728077186202710891e-01 2.984093760002920481e-02 2.727452968969899527e-01 5.454905937939799054e-01 1.727452968969899472e-01 3.454905937939798943e-01
3.478260869565217295e-01 8.024518143402832315e-01 2.678367357818439709e-02 2.636571830937597394e-01 5.273143661875194788e-01 1.636571830937597338e-01 3.273143661875194677e-01
3.511705685618728978e-01 8.319686419173153435e-01 2.364148852699393677e-02 2.537578893162687477e-01 5.075157786325374953e-01 1.537578893162687144e-01 3.075157786325374287e-01
3.545150501672240662e-01 8.610846595909155132e-01 2.051956501333079830e-02 2.432465183288264055e-01 4.864930366576528109e-01 1.432465183288263999e-01 2.864930366576527998e-01
3.578595317725752345e-01 8.895098896840456515e-01 1.751452930906755023e-02 2.323424697860348720e-01 4.646849395720697440e-01 1.323424697860348664e-01 2.646849395720697329e-01
3.612040133779264028e-01 9.169441119772994142e-01 1.471210837549868922e-02 2.212934803503415482e-01 4.425869607006830964e-01 1.212934803503415426e-01 2.425869607006830853e-01
3.645484949832775712e-01 9.430833915488345820e-01 1.218580881154213147e-02 2.103893509879559698e-01 4.207787019759119396e-01 1.103893509879559504e-01 2.207787019759119007e-01
3.678929765886287395e-01 9.676267892792158598e-01 9.996507852863101284e-03 1.999825377396628467e-01 3.999650754793256935e-01 9.998253773966282731e-02 1.999650754793256546e-01
3.712374581939799079e-01 9.902830957390783562e-01 8.192759473532318371e-03 1.905138634328041314e-01 3.810277268656082628e-01 9.051386343280413971e-02 1.810277268656082794e-01
3.745819397993310762e-01 1.010777425432919818e+00 6.811559286808044344e-03 1.825321712231542381e-01 3.650643424463084763e-01 8.253217122315421872e-02 1.650643424463084374e-01
3.779264214046822445e-01 1.028857508608840510e+00 5.879287285074197289e-03 1.766765106474870728e-01 3.533530212949741456e-01 7.667651064748706724e-02 1.533530212949741345e-01
3.812709030100334129e-01 1.044299522215191178e+00 5.412560490471562957e-03 1.735701059566422400e-01 3.471402119132844799e-01 7.357010595664222052e-02 1.471402119132844410e-01
3.846153846153845812e-01 1.056913310142643780e+00 5.418776767391719762e-03 1.736123411351094270e-01 3.472246822702188540e-01 7.361234113510940757e-02 1.472246822702188151e-01
3.879598662207358051e-01 1.066546855566839813e+00 5.896210350926245347e-03 1.767867850018884912e-01 3.535735700037769824e-01 7.678678500188847178e-02 1.535735700037769436e-01
3.913043478260869734e-01 1.073089884823207107e+00 6.833619157586678927e-03 1.826657072647822899e-01 3.653314145295645798e-01 8.266570726478228437e-02 1.653314145295645687e-01
3.946488294314381418e-01 1.076476502493796339e+00 8.209430971168052427e-03 1.906059102441339248e-01 3.812118204882678496e-01 9.060591024413391925e-02 1.812118204882678385e-01
3.979933110367893101e-01 1.076686780842283087e+00 9.990676141715171266e-03 1.999533698367152168e-01 3.999067396734304336e-01 9.995336983671521125e-02 1.999067396734304225e-01
4.013377926421404784e-01 1.073747252857567336e+00 1.213191489115267307e-02 2.101449721555762873e-01 4.202899443111525746e-01 1.101449721555762817e-01 2.202899443111525635e-01
4.046822742474916468e-01 1.067730286311342480e+00 1.457445616348723716e-02 2.207247123147834944e-01 4.414494246295669888e-01 1.207247123147834889e-01 2.414494246295669777e-01
4.080267558528428151e-01 1.058752345670994632e+00 1.724617423181989961e-02 2.313246901074580975e-01 4.626493802149161949e-01 1.313246901074580919e-01 2.626493802149161838e-01
4.113712374581939835e-01 1.046971178622515763e+00 2.006219568618222704e-02 2.416410805034409082e-01 4.832821610068818163e-01 1.416410805034409026e-01 2.832821610068818052e-01
4.147157190635451518e-01 1.032581993502065920e+00 2.292665488658623962e-02 2.514155041156164172e-01 5.028310082312328344e-01 1.514155041156163839e-01 3.028310082312327678e-01
4.180602006688963201e-01 1.015812722222158904e+00 2.573560753886267038e-02 2.604232138403375640e-01 5.208464276806751281e-01 1.604232138403375585e-01 3.208464276806751170e-01
4.214046822742474885e-01 9.969184894420675125e-01 2.838106124661299301e-02 2.684667956797807120e-01 5.369335913595614240e-01 1.684667956797807342e-01 3.369335913595614684e-01
4.247491638795986568e-01 9.761754319274690284e-01 3.075594343486143245e-02 2.753737250412998661e-01 5.507474500825997321e-01 1.753737250412998327e-01 3.507474500825996655e-01
4.280936454849498252e-01 9.538740314945453047e-01 3.275969719482346720e-02 2.809964010548924307e-01 5.619928021097848614e-01 1.809964010548924251e-01 3.619928021097848503e-01
4.314381270903009935e-01 9.303121399582816586e-01 3.430409029429265511e-02 2.852136342019470638e-01 5.704272684038941277e-01 1.852136342019470583e-01 3.704272684038941166e-01
4.347826086956521618e-01 9.057878845331051032e-01 3.531875553289609559e-02 2.879328484669353982e-01 5.758656969338707965e-01 1.879328484669353927e-01 3.758656969338707854e-01
4.381270903010033302e-01 8.805926467515735601e-01 3.575596159599137014e-02 2.890924683745795809e-01 5.781849367491591618e-01 1.890924683745795476e-01 3.781849367491590952e-01
4.414715719063544985e-01 8.550043069111843419e-01 3.559414722755038785e-02 2.886641121876399319e-01 5.773282243752798637e-01 1.886641121876399263e-01 3.773282243752798526e-01
4.448160535117056669e-01 8.292809392550438696e-01 3.483983672451601565e-02 2.866543241516681384e-01 5.733086483033362768e-01 1.866543241516681606e-01 3.733086483033363212e-01
4.481605351170568352e-01 8.036551306480350654e-01 3.352768443689846389e-02 2.831056646772526220e-01 5.662113293545052439e-01 1.831056646772525887e-01 3.662113293545051773e-01
4.515050167224080035e-01 7.783290777208399236e-01 3.171855792687011677e-02 2.780970463732347353e-01 5.561940927464694706e-01 1.780970463732347020e-01 3.561940927464694040e-01
4.548494983277591719e-01 7.534705948089424066e-01 2.949574755554151828e-02 2.717432605825961245e-01 5.434865211651922490e-01 1.717432605825961189e-01 3.434865211651922379e-01
4.581939799331103402e-01 7.292101381628872669e-01 2.695956616974315434e-02 2.641936849265011933e-01 5.283873698530023866e-01 1.641936849265012155e-01 3.283873698530024310e-01
4.615384615384615086e-01 7.056389216665176489e-01 2.422075768636683391e-02 2.556301952911671505e-01 5.112603905823343009e-01 1.556301952911671727e-01 3.112603905823343453e-01
4.648829431438126769e-01 6.828081666072053357e-01 2.139325098375310930e-02 2.462643189016142375e-01 4.925286378032284751e-01 1.462643189016142320e-01 2.925286378032284640e-01
4.682274247491638453e-01 6.607294939399217526e-01 1.858686258339531383e-02 2.363336443560257738e-01 4.726672887120515476e-01 1.363336443560257683e-01 2.726672887120515365e-01
