# Z qmu qsqrt 2qsqrt
9.933972378357813771e-01 -7.834473874922759026e-03 1.126099517586366108e-03 2.252199035172732216e-03
8.569856155975145162e-01 -8.188190250860897246e-01 1.035280860671966606e-03 2.070561721343933213e-03
6.237435834492857101e-01 -4.908103867563685108e-01 1.054572635711156390e-03 2.109145271422312781e-03
9.817212888859297437e-02 -7.642191242370227622e-01 1.098089735041419017e-03 2.196179470082838033e-03
8.933751495657625830e-01 -6.656355112717202704e-01 9.959761907337011649e-04 1.991952381467402330e-03
7.540614573620582073e-01 -1.017809595323350580e+00 1.056901051213646019e-03 2.113802102427292037e-03
1.229391245325087006e-01 -9.743678551604053606e-01 1.166521174572936409e-03 2.333042349145872819e-03
3.725392679773921467e-02 6.503867976857669042e-01 1.014315977412087039e-03 2.028631954824174077e-03
9.454942835367579068e-01 -3.339823747640757734e-01 1.194425197044664700e-03 2.388850394089329400e-03
2.853935126296514024e-01 4.073305881165503739e-01 1.014768308737780227e-03 2.029536617475560453e-03
2.007257654282740833e-01 -5.955375903944284399e-01 1.006454036630242835e-03 2.012908073260485670e-03
3.195243813592615542e-03 7.326216084796612904e-01 1.171275342354931998e-03 2.342550684709863995e-03
6.381873368670141211e-01 -6.000489658687029326e-01 1.031184278125899141e-03 2.062368556251798282e-03
2.004889075868180118e-02 8.660220700335233834e-01 1.065848366382033969e-03 2.131696732764067938e-03
1.977501473641569973e-03 7.093034138059887139e-01 1.133688322146523099e-03 2.267376644293046199e-03
6.371816438097737123e-01 -5.932769835886141374e-01 1.028021828775536103e-03 2.056043657551072205e-03
8.559257649221153619e-01 -8.214848072630571707e-01 1.036205228054261785e-03 2.072410456108523570e-03
7.504338281308736702e-01 -1.010861891504750254e+00 1.091026778541204310e-03 2.182053557082408619e-03
1.147394019665504278e-01 -9.270223683532242687e-01 1.112156566231333518e-03 2.224313132462667035e-03
8.866051236969307858e-01 -7.041224054279996425e-01 1.036042340571681139e-03 2.072084681143362278e-03
8.891751508804206228e-02 -6.245759245585179587e-01 1.027594210382454026e-03 2.055188420764908052e-03
5.765890763771652772e-01 -8.225423678012537543e-02 1.103056380668899225e-03 2.206112761337798451e-03
