# X mu var std 2std fstd 2fstd
0.000000000000000000e+00 -2.172014628682697804e-02 4.992001420497142461e-01 8.065409698309887743e-01 1.613081939661977549e+00 7.065409698309887965e-01 1.413081939661977593e+00
3.344481605351170509e-03 -2.521133902838437746e-02 4.989330751361582550e-01 8.063519484903812762e-01 1.612703896980762552e+00 7.063519484903812984e-01 1.412703896980762597e+00
6.688963210702341018e-03 -2.917464314090649144e-02 4.985860932299033266e-01 8.061062903203053409e-01 1.612212580640610682e+00 7.061062903203053631e-01 1.412212580640610726e+00
1.003344481605351196e-02 -3.365833041207950960e-02 4.981384787490995558e-01 8.057892594458345714e-01 1.611578518891669143e+00 7.057892594458345936e-01 1.411578518891669187e+00
1.337792642140468204e-02 -3.871309402678219103e-02 4.975651644269759588e-01 8.053829913082508618e-01 1.610765982616501724e+00 7.053829913082508840e-01 1.410765982616501768e+00
1.672240802675585211e-02 -4.439176615908921320e-02 4.968361226905439465e-01 8.048660317326575830e-01 1.609732063465315166e+00 7.048660317326576052e-01 1.409732063465315210e+00
2.006688963210702392e-02 -5.074895908222516044e-02 4.959157554127377465e-01 8.042128622886248746e-01 1.608425724577249749e+00 7.042128622886248968e-01 1.408425724577249794e+00
2.341137123745819226e-02 -5.784062536062825610e-02 4.947623129917240181e-01 8.033934268897627851e-01 1.606786853779525570e+00 7.033934268897628073e-01 1.406786853779525615e+00
2.675585284280936407e-02 -6.572353382761450535e-02 4.933273791848241663e-01 8.023726782733110463e-01 1.604745356546622093e+00 7.023726782733110685e-01 1.404745356546622137e+00
3.010033444816053588e-02 -7.445465943199618131e-02 4.915554656215735951e-01 8.011101665370240488e-01 1.602220333074048098e+00 7.011101665370240710e-01 1.402220333074048142e+00
3.344481605351170422e-02 -8.409048665104826292e-02 4.893837669072448882e-01 7.995596950276973036e-01 1.599119390055394607e+00 6.995596950276973258e-01 1.399119390055394652e+00
3.678929765886287256e-02 -9.468622800086258506e-02 4.867421330429695381e-01 7.976690712959615404e-01 1.595338142591923081e+00 6.976690712959615626e-01 1.395338142591923125e+00
4.013377926421404784e-02 -1.062949612050847065e-01 4.835533197589906296e-01 7.953799822823421906e-01 1.590759964564684381e+00 6.953799822823422128e-01 1.390759964564684426e+00
4.347826086956521618e-02 -1.189666907769445781e-01 4.797335784338054299e-01 7.926280231363768136e-01 1.585256046272753627e+00 6.926280231363768358e-01 1.385256046272753672e+00
4.682274247491638453e-02 -1.327473420860281472e-01 4.751936446778565193e-01 7.893429079042276753e-01 1.578685815808455351e+00 6.893429079042276975e-01 1.378685815808455395e+00
5.016722408026755980e-02 -1.476776983704091994e-01 4.698401775621838805e-01 7.854488876365500749e-01 1.570897775273100150e+00 6.854488876365500971e-01 1.370897775273100194e+00
5.351170568561872815e-02 -1.637922935587105278e-01 4.635776891634776353e-01 7.808653972434475010e-01 1.561730794486895002e+00 6.808653972434475232e-01 1.361730794486895046e+00
5.685618729096989649e-02 -1.811182761207420777e-01 4.563109860950952390e-01 7.755079467297888440e-01 1.551015893459577688e+00 6.755079467297888662e-01 1.351015893459577732e+00
6.020066889632107177e-02 -1.996742613996843330e-01 4.479481208440904139e-01 7.692892654481247039e-01 1.538578530896249408e+00 6.692892654481247261e-01 1.338578530896249452e+00
6.354515050167224011e-02 -2.194691919200232044e-01 4.384038213100666104e-01 7.621206999558816086e-01 1.524241399911763217e+00 6.621206999558816308e-01 1.324241399911763262e+00
6.688963210702340845e-02 -2.405012269390527924e-01 4.276033327296372422e-01 7.539138572699290997e-01 1.507827714539858199e+00 6.539138572699291219e-01 1.307827714539858244e+00
7.023411371237457679e-02 -2.627566839423445266e-01 4.154865685316569412e-01 7.445824761282739956e-01 1.489164952256547991e+00 6.445824761282740178e-01 1.289164952256548036e+00
7.357859531772574513e-02 -2.862090558055170320e-01 4.020124275599363806e-01 7.340444996685455692e-01 1.468088999337091138e+00 6.340444996685455914e-01 1.268088999337091183e+00
7.692307692307692735e-02 -3.108181278927786839e-01 3.871630970446496844e-01 7.222243140899025082e-01 1.444448628179805016e+00 6.222243140899025304e-01 1.244448628179805061e+00
8.026755852842809569e-02 -3.365292193829190204e-01 3.709481267002314731e-01 7.090551097398587466e-01 1.418110219479717493e+00 6.090551097398587688e-01 1.218110219479717538e+00
8.361204013377926403e-02 -3.632725725633653147e-01 3.534080326964856855e-01 6.944813140011094621e-01 1.388962628002218924e+00 5.944813140011094843e-01 1.188962628002218969e+00
8.695652173913043237e-02 -3.909629126839734847e-01 3.346171744125569503e-01 6.784610396669398247e-01 1.356922079333879649e+00 5.784610396669398469e-01 1.156922079333879694e+00
9.030100334448160071e-02 -4.194991992018300420e-01 3.146856450859898957e-01 6.609684884964482920e-01 1.321936976992896584e+00 5.609684884964483143e-01 1.121936976992896629e+00
9.364548494983276905e-02 -4.487645868811327987e-01 2.937599324623715313e-01 6.419962476460252532e-01 1.283992495292050506e+00 5.419962476460252754e-01 1.083992495292050551e+00
9.698996655518395127e-02 -4.786266122611394502e-01 2.720221392537631733e-01 6.215574170249744679e-01 1.243114834049948936e+00 5.215574170249744901e-01 1.043114834049948980e+00
1.003344481605351196e-01 -5.089376175117202861e-01 2.496876063868864737e-01 5.996875087360964418e-01 1.199375017472192884e+00 4.996875087360964640e-01 9.993750174721929280e-01
1.036789297658862880e-01 -5.395354197198903856e-01 2.270008539874767695e-01 5.764460661895287608e-01 1.152892132379057522e+00 4.764460661895287275e-01 9.528921323790574549e-01
1.070234113712374563e-01 -5.702442292686682457e-01 2.042298434935430618e-01 5.519179610211825127e-01 1.103835922042365025e+00 4.519179610211825349e-01 9.038359220423650697e-01
1.103678929765886246e-01 -6.008758162738733200e-01 1.816586651927423191e-01 5.262143418430946795e-01 1.052428683686189359e+00 4.262143418430946462e-01 8.524286836861892924e-01
1.137123745819397930e-01 -6.312309191403467912e-01 1.595788631684593173e-01 4.994732321050552315e-01 9.989464642101104630e-01 3.994732321050551982e-01 7.989464642101103964e-01
1.170568561872909613e-01 -6.611008843017861514e-01 1.382797170358788796e-01 4.718598083093665796e-01 9.437196166187331592e-01 3.718598083093666018e-01 7.437196166187332036e-01
1.204013377926421435e-01 -6.902695212399900804e-01 1.180378988671212381e-01 4.435664402515491211e-01 8.871328805030982423e-01 3.435664402515490878e-01 6.871328805030981757e-01
