# X mu var std 2std fstd 2fstd
0.000000000000000000e+00 -1.324003495778960926e-01 4.752485736837698815e-01 7.893827483218374130e-01 1.578765496643674826e+00 6.893827483218374352e-01 1.378765496643674870e+00
3.344481605351170509e-03 -1.455612281562919108e-01 4.700833204604085713e-01 7.856262250384012935e-01 1.571252450076802587e+00 6.856262250384013157e-01 1.371252450076802631e+00
6.688963210702341018e-03 -1.595338678482261241e-01 4.640641636993246277e-01 7.812225507859561491e-01 1.562445101571912298e+00 6.812225507859561713e-01 1.362445101571912343e+00
1.003344481605351196e-02 -1.743053358692493726e-01 4.571013790793426179e-01 7.760927296453812296e-01 1.552185459290762459e+00 6.760927296453812518e-01 1.352185459290762504e+00
1.337792642140468204e-02 -1.898537034760040265e-01 4.491067584176298144e-01 7.701542795637656980e-01 1.540308559127531396e+00 6.701542795637657202e-01 1.340308559127531440e+00
1.672240802675585211e-02 -2.061474982128070343e-01 4.399962899005270267e-01 7.633221614724831072e-01 1.526644322944966214e+00 6.633221614724831294e-01 1.326644322944966259e+00
2.006688963210702392e-02 -2.231452608952049499e-01 4.296932046887724788e-01 7.555098814577644317e-01 1.511019762915528863e+00 6.555098814577644539e-01 1.311019762915528908e+00
2.341137123745819226e-02 -2.407952252506749824e-01 4.181313349308410920e-01 7.466307562518512686e-01 1.493261512503702537e+00 6.466307562518512908e-01 1.293261512503702582e+00
2.675585284280936407e-02 -2.590351369300350481e-01 4.052587035859213649e-01 7.365993273527088325e-01 1.473198654705417665e+00 6.365993273527088547e-01 1.273198654705417709e+00
3.010033444816053588e-02 -2.777922268620905966e-01 3.910412416986732143e-01 7.253329046985078632e-01 1.450665809397015726e+00 6.253329046985078854e-01 1.250665809397015771e+00
3.344481605351170422e-02 -2.969833516541869889e-01 3.754665053468011493e-01 7.127532173288044781e-01 1.425506434657608956e+00 6.127532173288045003e-01 1.225506434657609001e+00
3.678929765886287256e-02 -3.165153109657112274e-01 3.585472440262050253e-01 6.987881461971379160e-01 1.397576292394275832e+00 5.987881461971379382e-01 1.197576292394275876e+00
4.013377926421404784e-02 -3.362853485413204169e-01 3.403246564428147880e-01 6.833735136624002893e-01 1.366747027324800579e+00 5.833735136624003115e-01 1.166747027324800623e+00
4.347826086956521618e-02 -3.561818399448864469e-01 3.208711601977700112e-01 6.664549057054497405e-01 1.332909811410899481e+00 5.664549057054497627e-01 1.132909811410899525e+00
4.682274247491638453e-02 -3.760851660602054225e-01 3.002925001661995719e-01 6.479895073504596814e-01 1.295979014700919363e+00 5.479895073504597036e-01 1.095979014700919407e+00
5.016722408026755980e-02 -3.958687672125780210e-01 2.787290276605828843e-01 6.279479402939108779e-01 1.255895880587821756e+00 5.279479402939109001e-01 1.055895880587821800e+00
5.351170568561872815e-02 -4.154003684221762582e-01 2.563559994898534922e-01 6.063161062911720522e-01 1.212632212582344104e+00 5.063161062911720744e-01 1.012632212582344149e+00
5.685618729096989649e-02 -4.345433619422096050e-01 2.333827729881156055e-01 5.830970637336927442e-01 1.166194127467385488e+00 4.830970637336927664e-01 9.661941274673855329e-01
6.020066889632107177e-02 -4.531583289861234598e-01 2.100508095834979216e-01 5.583130039432635527e-01 1.116626007886527105e+00 4.583130039432635749e-01 9.166260078865271499e-01
6.354515050167224011e-02 -4.711046785357715927e-01 1.866304444339799140e-01 5.320074587712345648e-01 1.064014917542469130e+00 4.320074587712345315e-01 8.640149175424690631e-01
6.688963210702340845e-02 -4.882423774731194932e-01 1.634164313359556253e-01 5.042479824760485174e-01 1.008495964952097035e+00 4.042479824760485396e-01 8.084959649520970792e-01
7.023411371237457679e-02 -5.044337431128308458e-01 1.407223281673478654e-01 4.751297484435856866e-01 9.502594968871713732e-01 3.751297484435856533e-01 7.502594968871713066e-01
7.357859531772574513e-02 -5.195452666435370626e-01 1.188738457133139970e-01 4.447808662227560328e-01 8.895617324455120656e-01 3.447808662227560550e-01 6.895617324455121100e-01
7.692307692307692735e-02 -5.334494341091289282e-01 9.820133864619340347e-02 4.133709282083987135e-01 8.267418564167974271e-01 3.133709282083987357e-01 6.267418564167974715e-01
8.026755852842809569e-02 -5.460265104575386941e-01 7.903166834921221406e-02 3.811257162715858682e-01 7.622514325431717364e-01 2.811257162715858904e-01 5.622514325431717808e-01
8.361204013377926403e-02 -5.571662519112087208e-01 6.167970991511262380e-02 3.483540012061666635e-01 6.967080024123333271e-01 2.483540012061666580e-01 4.967080024123333160e-01
8.695652173913043237e-02 -5.667695125046523508e-01 4.643980705210370985e-02 3.154989722762122639e-01 6.309979445524245278e-01 2.154989722762122861e-01 4.309979445524245723e-01
