# Z qmu qsqrt 2qsqrt
4.600609585499997878e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.299693171908273381e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849341716071237207e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192116277826322124e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901278034227330105e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018939334196157898e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245391427875453649e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018939120145162219e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849341716103280672e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.299706352954709376e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.766035756107101840e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188163366035490220e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901495044007353141e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901548577023198905e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436328256040163565e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.702910557799674818e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.124542653417613725e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018930179498045818e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901569196425448971e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192113838801180270e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.885479623075072886e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245328751026448355e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018943161100505826e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018928011283800172e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.954511030377366509e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188197258772181852e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245339303181810353e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.702898460515429369e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192113102732996088e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.885399774418930252e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188185989192898750e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192113656506654129e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544689968260360424e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849344346269670217e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.885534202158659411e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600522876860075328e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436314336424936444e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901414558371559815e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134433097600348272e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901451114813426768e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192113653216964497e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849351206264461187e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600625069916383092e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600676571688036010e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544697353594135514e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436258215127648175e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901448031380322923e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.299779998949654014e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.954497451130032148e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600608044554616027e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436356163218017734e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849312282033099830e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245332144297461141e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849343183059959372e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436287379959554356e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600654282168079034e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018941406021780419e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544692545852531518e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134433351716899407e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600606317636480869e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018942507503302036e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188178234149305901e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188168242584703549e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192115693955286160e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544653714930590283e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.192115291829976442e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901390145416750443e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134458864943622913e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849312282021553511e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018939740107430200e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.702885768164678959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.766061589844512225e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436320528283007159e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.187948262363178076e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.766029027483573488e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436097832141183250e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188157035610165169e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245330744307274862e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600596315827470417e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.530604208600170699e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544676385667370366e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600648416496335713e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544684869108087222e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999701213317243598e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600672655109993570e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.124515317302935191e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018941366942676924e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.299709207153539436e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436300616528438656e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.999723786410066317e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245322868214569056e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.124503894049133423e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.954511022328277337e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849344254012863856e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018939975084388230e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134418457797151891e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600600280771803274e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.124515693708627362e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018937021282244032e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188150903312153561e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245328128563263193e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018936484325649913e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901480397015833490e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.245343491437755190e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.124533103779074894e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544693867611360849e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.134433313251259845e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.766038576440010166e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436298619586450220e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188163404931860789e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188107744082366857e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849343182783391368e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.188155791371251047e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018938791388650969e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018928137673855538e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436161098471714359e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600640455703913778e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849345028190968465e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.901379025519969290e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018938259527963880e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.436288705966868307e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018940242609591262e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.600587624649470353e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.018940825438654399e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.544681051132579530e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
